contact_id,contact_lage_state,debug_root,runs,trades_total,reward_total,contact_reward_sum,direct_positive_action,observation_to_positive_action,held_observation,quiet_family,top_direct_action,top_observation_to_action
kontakt_konflikt_probe11,konflikt_wiederbegegnung,debug\dio_mini_sensor_relation_probe11_konfliktkontakt,4,7,-1.579871,2.146809,1,2,11,1,dio_19i4,"dio_0eji,dio_124d"
