family,run,rows,executed,raw_trade_pressure,held_same_episode,observed_potential,reward_sum,max_trade_readiness,max_mature_transfer
dio_01yf,60,1,1,1,0,0,0.938317,0.047831,0.047831
dio_01yf,61,1,1,1,0,0,0.938317,0.143424,0.072579
dio_026q,60,1,0,0,0,1,0.0,0.004569,0.004569
dio_026q,61,1,0,0,0,1,0.0,0.017334,0.017334
dio_07z2,60,1,0,0,0,1,0.0,0.004073,0.004073
dio_07z2,61,1,0,0,0,1,0.0,0.015002,0.015002
dio_0a54,62,1,0,0,0,1,0.0,0.004258,0.004258
dio_0a54,63,1,0,0,0,1,0.0,0.008076,0.008076
dio_0hla,60,1,0,0,0,1,0.0,0.004504,0.004504
dio_0hla,61,1,0,0,0,1,0.0,0.009456,0.009456
dio_0ie2,63,1,0,0,0,1,0.0,0.003869,0.003869
dio_0if9,62,1,0,0,0,1,0.0,0.004414,0.004414
dio_0if9,63,1,0,0,0,1,0.0,0.009589,0.009589
dio_0thk,60,1,0,0,0,1,0.0,0.004466,0.004466
dio_0thk,61,1,0,0,0,1,0.0,0.015587,0.015587
dio_0thk,62,1,0,0,0,1,0.0,0.046389,0.046389
dio_0thk,63,1,1,1,0,0,1.156708,0.09405,0.065401
dio_0x50,60,1,0,0,0,1,0.0,0.004185,0.004185
dio_0x50,61,1,0,0,0,1,0.0,0.017127,0.017127
dio_185j,60,1,0,0,0,1,0.0,0.029031,0.029031
dio_185j,61,1,0,0,0,1,0.0,0.029009,0.029009
dio_185j,62,1,0,0,0,1,0.0,0.029068,0.029068
dio_185j,63,1,0,0,0,1,0.0,0.029037,0.029037
dio_1dmh,60,1,0,0,0,1,0.0,0.004402,0.004402
dio_1dmh,61,1,0,0,0,1,0.0,0.016375,0.016375
dio_1dmh,62,1,1,1,0,0,1.240083,0.049437,0.049437
dio_1dmh,63,1,1,1,0,0,1.240083,0.173129,0.065773
dio_1k0r,60,1,1,1,0,0,1.5948,0.065402,0.065402
dio_1k0r,61,1,1,1,0,0,1.5948,0.224943,0.069782
dio_1k0r,62,1,1,1,0,0,1.5948,0.442674,0.071574
dio_1mx6,60,1,0,0,0,1,0.0,0.005192,0.005192
dio_1mx6,61,1,0,0,0,1,0.0,0.017643,0.017643
dio_1mx6,62,1,1,1,0,0,1.286383,0.052072,0.052072
dio_1mx6,63,1,1,1,0,0,1.286383,0.180337,0.076545
