phase,phase_run,global_run,data_path,candles,episodes,trades,long_trades,short_trades,waits,total_reward,avg_reward,unique_symbols,avg_trade_readiness,max_trade_readiness,avg_associative_trade,max_associative_trade,avg_maturity_gap,max_maturity_gap,avg_mature_transfer,max_mature_transfer,avg_observation_trade_signal,max_observation_trade_signal,avg_observation_trade_readiness,max_observation_trade_readiness,observation_learning_events,avg_observation_learning_pressure,max_observation_learning_pressure,top_long_family,top_long_trust,top_short_family,top_short_trust
sensor_relation_probe,1,52,data\kontrolliert_sensor_relation_probe_2episoden_5m_SOLUSDT.csv,24,10,2,1,1,8,1.151564,0.115156,10,0.05955,0.406384,0.065041,0.075569,0.048345,0.066967,0.016696,0.075569,0.003188,0.022987,0.000351,0.002529,8,0.062024,0.068732,dio_1lam,1.0,dio_0t45,1.0
sensor_relation_probe,2,53,data\kontrolliert_sensor_relation_probe_2episoden_5m_SOLUSDT.csv,24,10,2,1,1,8,1.151564,0.115156,10,0.088422,0.58793,0.063286,0.072313,0.037752,0.057702,0.025534,0.07221,0.006521,0.022987,0.000717,0.002529,8,0.05274,0.062816,dio_1lam,1.0,dio_0t45,1.0
sensor_relation_probe,3,54,data\kontrolliert_sensor_relation_probe_2episoden_5m_SOLUSDT.csv,24,10,2,1,1,8,2.440686,0.244069,10,0.098613,0.656708,0.062947,0.073477,0.028214,0.062826,0.034733,0.073477,0.005539,0.022987,0.000609,0.002529,8,0.04382,0.064481,dio_1lam,1.0,dio_0t45,1.0
sensor_relation_probe,4,55,data\kontrolliert_sensor_relation_probe_2episoden_5m_SOLUSDT.csv,24,6,4,2,2,2,2.87609,0.479348,6,0.181257,0.714173,0.06397,0.073932,0.006908,0.021584,0.057062,0.073932,0.009582,0.022987,0.001054,0.002529,2,0.034353,0.034949,dio_1lam,1.0,dio_0t45,1.0
