source_label,run,tick,timestamp_ms,symbol,symbol_family,family_action,action,raw_action,outcome_event,phase_time_state,episode_relation,phase_active,phase_age,finite_phase_age,phase_distance,episode_binding_pressure,episode_release_pressure,bars_held,event_reward,reward,best_action_training,sehen_form_flow,hoeren_energy_tone,fuehlen_mcm_coherence,passive_only,influences_action,is_gate,is_motoric,time_sentence
followup4_probe16,173,2,1767490600000000,dio_0fa9zle,dio_0fa9,dio_0fa9:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,SHORT,-0.201426,0.360444,-0.300924,1,0,0,0,followup4_probe16 run=173 tick=2: dio_0fa9 WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,3,1767490900000000,dio_06bdgpn,dio_06bd,dio_06bd:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,SHORT,-0.473624,0.373255,0.095489,1,0,0,0,followup4_probe16 run=173 tick=3: dio_06bd WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,4,1767491200000000,dio_0ojrw25,dio_0ojr,dio_0ojr:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,SHORT,-0.724046,0.350179,0.30195,1,0,0,0,followup4_probe16 run=173 tick=4: dio_0ojr WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,5,1767491500000000,dio_04zirxa,dio_04zi,dio_04zi:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,LONG,-0.984391,0.180164,0.949554,1,0,0,0,followup4_probe16 run=173 tick=5: dio_04zi WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,6,1767491800000000,dio_1qigcjr,dio_1qig,dio_1qig:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,LONG,-0.874202,-0.011927,0.99666,1,0,0,0,followup4_probe16 run=173 tick=6: dio_1qig WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,7,1767492100000000,dio_0vc85jd,dio_0vc8,dio_0vc8:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,SHORT,-0.483187,-0.183654,0.348577,1,0,0,0,followup4_probe16 run=173 tick=7: dio_0vc8 WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,8,1767492400000000,dio_1g7l35z,dio_1g7l,dio_1g7l:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,SHORT,-0.077222,-0.13539,-0.237909,1,0,0,0,followup4_probe16 run=173 tick=8: dio_1g7l WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,9,1767492700000000,dio_1k0rwi1,dio_1k0r,dio_1k0r:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,SHORT,0.25469,-0.105623,0.370425,1,0,0,0,followup4_probe16 run=173 tick=9: dio_1k0r WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,10,1767493000000000,dio_10kxynx,dio_10kx,dio_10kx:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,SHORT,0.29976,-0.057187,0.383988,1,0,0,0,followup4_probe16 run=173 tick=10: dio_10kx WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,11,1767493300000000,dio_1f4vx6s,dio_1f4v,dio_1f4v:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,SHORT,-0.011078,0.084406,-0.223634,1,0,0,0,followup4_probe16 run=173 tick=11: dio_1f4v WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,12,1767493600000000,dio_1w4m0ap,dio_1w4m,dio_1w4m:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,SHORT,-0.342458,0.107545,0.369887,1,0,0,0,followup4_probe16 run=173 tick=12: dio_1w4m WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,13,1767493900000000,dio_1vjg16d,dio_1vjg,dio_1vjg:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,LONG,-0.595238,0.095716,0.9732,1,0,0,0,followup4_probe16 run=173 tick=13: dio_1vjg WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,14,1767494200000000,dio_1t73pqz,dio_1t73,dio_1t73:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,SHORT,-0.37545,-0.152016,0.357435,1,0,0,0,followup4_probe16 run=173 tick=14: dio_1t73 WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,15,1767494500000000,dio_1q9bwwb,dio_1q9b,dio_1q9b:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,SHORT,-0.0554,-0.113507,-0.231782,1,0,0,0,followup4_probe16 run=173 tick=15: dio_1q9b WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,16,1767494800000000,dio_0rb2qnk,dio_0rb2,dio_0rb2:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,SHORT,0.033347,-0.051115,-0.214312,1,0,0,0,followup4_probe16 run=173 tick=16: dio_0rb2 WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,17,1767495100000000,dio_1jo7eef,dio_1jo7,dio_1jo7:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,SHORT,-0.044569,0.140686,-0.239392,1,0,0,0,followup4_probe16 run=173 tick=17: dio_1jo7 WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe16,173,18,1767495400000000,dio_1w4m0ap,dio_1w4m,dio_1w4m:WAIT,WAIT,WAIT,NO_TRADE,no_prior_phase,none,0,9999,,1.0,0.0,1.0,0,0.0,0.0,LONG,-0.344651,0.165485,0.353664,1,0,0,0,followup4_probe16 run=173 tick=18: dio_1w4m WAIT/NO_TRADE; Zeitspur=no_prior_phase; reward=0.000000.
followup4_probe18,171,1,1767600300000000,dio_1txvf64,dio_1txv,dio_1txv:SHORT,SHORT,SHORT,TP,no_prior_phase,none,0,9999,,1.0,0.0,1.0,1,1.0,1.0,SHORT,0.032622,0.039728,0.988876,1,0,0,0,followup4_probe18 run=171 tick=1: dio_1txv SHORT/TP; Zeitspur=no_prior_phase; reward=1.000000.
followup4_probe18,171,6,1767601800000000,dio_0arws0q,dio_0arw,dio_0arw:LONG,LONG,LONG,TP,executed_temporal_contact,different_contact,0,5,5,0.400801,0.0,1.0,2,1.0,1.0,LONG,-0.447325,-0.00536,0.398499,1,0,0,0,followup4_probe18 run=171 tick=6: dio_0arw LONG/TP; Zeitspur=executed_temporal_contact; reward=1.000000.
followup4_probe18,171,11,1767603300000000,dio_14xcnvd,dio_14xc,dio_14xc:WAIT,WAIT,LONG,NO_TRADE,active_afterimage_contact,same_episode,1,5,5,0.536011,0.536231,0.226646,0,0.0,0.0,LONG,0.822477,0.010545,0.997047,1,0,0,0,followup4_probe18 run=171 tick=11: dio_14xc WAIT/NO_TRADE; Zeitspur=active_afterimage_contact; reward=0.000000.
followup4_probe18,171,12,1767603600000000,dio_1vpirj0,dio_1vpi,dio_1vpi:SHORT,SHORT,SHORT,TP,executed_temporal_contact,different_contact,0,6,6,0.506345,0.0,1.0,3,1.0,1.0,SHORT,0.742634,-0.052832,0.985207,1,0,0,0,followup4_probe18 run=171 tick=12: dio_1vpi SHORT/TP; Zeitspur=executed_temporal_contact; reward=1.000000.
followup4_probe18,171,17,1767605100000000,dio_02qut94,dio_02qu,dio_02qu:LONG,LONG,LONG,TP,executed_temporal_contact,different_contact,0,5,5,0.373878,0.0,1.0,2,1.0,1.0,LONG,0.291659,0.053713,0.38496,1,0,0,0,followup4_probe18 run=171 tick=17: dio_02qu LONG/TP; Zeitspur=executed_temporal_contact; reward=1.000000.
followup4_probe18,172,1,1767600300000000,dio_1txvf64,dio_1txv,dio_1txv:SHORT,SHORT,SHORT,TP,no_prior_phase,none,0,9999,,1.0,0.0,1.0,1,1.0,1.0,SHORT,0.032622,0.039728,0.988876,1,0,0,0,followup4_probe18 run=172 tick=1: dio_1txv SHORT/TP; Zeitspur=no_prior_phase; reward=1.000000.
followup4_probe18,172,6,1767601800000000,dio_0arws0q,dio_0arw,dio_0arw:LONG,LONG,LONG,TP,executed_temporal_contact,different_contact,0,5,5,0.400801,0.0,1.0,2,1.0,1.0,LONG,-0.447325,-0.00536,0.398499,1,0,0,0,followup4_probe18 run=172 tick=6: dio_0arw LONG/TP; Zeitspur=executed_temporal_contact; reward=1.000000.
followup4_probe18,172,11,1767603300000000,dio_14xcnvd,dio_14xc,dio_14xc:WAIT,WAIT,LONG,NO_TRADE,active_afterimage_contact,same_episode,1,5,5,0.536011,0.536231,0.22665,0,0.0,0.0,LONG,0.822477,0.010545,0.997047,1,0,0,0,followup4_probe18 run=172 tick=11: dio_14xc WAIT/NO_TRADE; Zeitspur=active_afterimage_contact; reward=0.000000.
followup4_probe18,172,12,1767603600000000,dio_1vpirj0,dio_1vpi,dio_1vpi:SHORT,SHORT,SHORT,TP,executed_temporal_contact,different_contact,0,6,6,0.506345,0.0,1.0,3,1.0,1.0,SHORT,0.742634,-0.052832,0.985207,1,0,0,0,followup4_probe18 run=172 tick=12: dio_1vpi SHORT/TP; Zeitspur=executed_temporal_contact; reward=1.000000.
followup4_probe18,172,17,1767605100000000,dio_02qut94,dio_02qu,dio_02qu:LONG,LONG,LONG,TP,executed_temporal_contact,different_contact,0,5,5,0.373878,0.0,1.0,2,1.0,1.0,LONG,0.291659,0.053713,0.38496,1,0,0,0,followup4_probe18 run=172 tick=17: dio_02qu LONG/TP; Zeitspur=executed_temporal_contact; reward=1.000000.
followup4_probe18,173,1,1767600300000000,dio_1txvf64,dio_1txv,dio_1txv:SHORT,SHORT,SHORT,TP,no_prior_phase,none,0,9999,,1.0,0.0,1.0,1,1.0,1.0,SHORT,0.032622,0.039728,0.988876,1,0,0,0,followup4_probe18 run=173 tick=1: dio_1txv SHORT/TP; Zeitspur=no_prior_phase; reward=1.000000.
followup4_probe18,173,6,1767601800000000,dio_0arws0q,dio_0arw,dio_0arw:LONG,LONG,LONG,TP,executed_temporal_contact,different_contact,0,5,5,0.400801,0.0,1.0,2,1.0,1.0,LONG,-0.447325,-0.00536,0.398499,1,0,0,0,followup4_probe18 run=173 tick=6: dio_0arw LONG/TP; Zeitspur=executed_temporal_contact; reward=1.000000.
followup4_probe18,173,11,1767603300000000,dio_14xcnvd,dio_14xc,dio_14xc:WAIT,WAIT,LONG,NO_TRADE,active_afterimage_contact,same_episode,1,5,5,0.536011,0.536231,0.226654,0,0.0,0.0,LONG,0.822477,0.010545,0.997047,1,0,0,0,followup4_probe18 run=173 tick=11: dio_14xc WAIT/NO_TRADE; Zeitspur=active_afterimage_contact; reward=0.000000.
followup4_probe18,173,12,1767603600000000,dio_1vpirj0,dio_1vpi,dio_1vpi:SHORT,SHORT,SHORT,TP,executed_temporal_contact,different_contact,0,6,6,0.506345,0.0,1.0,3,1.0,1.0,SHORT,0.742634,-0.052832,0.985207,1,0,0,0,followup4_probe18 run=173 tick=12: dio_1vpi SHORT/TP; Zeitspur=executed_temporal_contact; reward=1.000000.
followup4_probe18,173,17,1767605100000000,dio_02qut94,dio_02qu,dio_02qu:LONG,LONG,LONG,TP,executed_temporal_contact,different_contact,0,5,5,0.373878,0.0,1.0,2,1.0,1.0,LONG,0.291659,0.053713,0.38496,1,0,0,0,followup4_probe18 run=173 tick=17: dio_02qu LONG/TP; Zeitspur=executed_temporal_contact; reward=1.000000.
