debug_root,root_name,episodes,executed_confirmed_count,executed_confirmed_reward,overheld_count,overheld_potential,observed_potential_count,observed_potential,quiet_count,binding_balance_note
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe15_self_awareness_return\run,run,24,12,14.003644,1,0.782872,11,4.045544,0,mixed
