phase,family,run_count,first_run,last_run,executed_runs,observed_runs,held_runs,raw_runs,reward_sum,max_trade_readiness,max_mature_transfer,transition
sensor_relation_probe4,dio_0yok,3,64,66,0,3,0,0,0.0,0.004513,0.004513,stable_observation
sensor_relation_probe4,dio_1hhw,3,64,66,0,3,0,0,0.0,0.023761,0.023761,stable_observation
sensor_relation_probe4,dio_1og7,3,64,66,0,3,0,0,0.0,0.045127,0.045127,stable_observation
sensor_relation_probe4,dio_09n6,2,64,65,0,2,0,0,0.0,0.010778,0.010778,stable_observation
sensor_relation_probe4,dio_0eh8,2,64,65,0,2,0,0,0.0,0.014668,0.014668,stable_observation
sensor_relation_probe4,dio_0f9v,2,64,65,0,2,0,0,0.0,0.018434,0.018434,stable_observation
sensor_relation_probe4,dio_0hzw,2,64,65,0,2,0,0,0.0,0.016671,0.016671,stable_observation
sensor_relation_probe4_repeat,dio_14wi,4,68,71,4,0,0,4,3.596804,0.485576,0.076872,persistent_execution
sensor_relation_probe4_repeat,dio_0a54,4,68,71,4,0,0,4,2.296872,0.350492,0.065628,persistent_execution
sensor_relation_probe4_repeat,dio_1alf,4,68,71,4,0,0,4,2.107256,0.256578,0.064363,persistent_execution
sensor_relation_probe4_repeat,dio_0rps,4,68,71,0,4,0,0,0.0,0.045185,0.045185,stable_observation
sensor_relation_probe4_repeat,dio_0v15,4,68,71,0,4,4,4,0.0,0.168536,0.071525,raw_pressure_held
sensor_relation_probe4_repeat,dio_1y2t,4,68,71,0,4,4,4,0.0,0.13803,0.071802,raw_pressure_held
