stability_kind,inner_state,contact_quality,count,reward_sum,best_reward_sum,avg_reward,families,actions
stable_state,inner_carried,positive_real_contact,4,5.812,5.812,1.453,dio_0ofo,LONG
stable_state,inner_open_observation,observed_potential,4,0.0,0.700112,0.0,dio_1mym,WAIT
transition_state,inner_carried,positive_real_contact,4,4.34704,4.34704,1.08676,dio_04z7,LONG
start_state,inner_carried,positive_real_contact,4,3.647524,3.647524,0.911881,dio_1bwb,SHORT
transition_state,inner_open_observation,observed_potential,4,0.0,0.378512,0.0,dio_14xc,WAIT
transition_state,inner_unfinished,observed_potential,4,0.0,2.780168,0.0,dio_1k7y,WAIT
