timestamp,candidate_timestamp,candidate_bars_open,side,entry,candidate_price,actual_exit_price,actual_reason,actual_pnl,hypothetical_pnl,delta_pnl,confirmation_score,exit_decision_pressure,plan_trust,holding_stability,intervention_fitness,intervention_unfit_state,exit_evidence,current_r,candidate_mfe_r,candidate_mae_r,target_expectation_context,tp_reachability,target_path_integrity,expectation_deviation,expectation_break_pressure,expectation_hold_support,target_recovery_potential,target_recovery_momentum,target_recovery_confirmation,break_to_recovery_delta,prior_target_hold_support,prior_tp_reachability,expectation_break_persistence,deep_retrace_recovery_watch,recovery_after_break_watch,entry_route_familiarity,entry_transfer_bearing,current_route_familiarity,current_semantic_shift_pressure,current_transfer_bearing,current_interpretation_quality,current_adaptation_phase,route_familiarity_delta,transfer_bearing_delta,semantic_transfer_stress
1767382800000000,1767381300000000,8,SHORT,131.322,131.37,131.73556103982725,sl_hit,-0.5713955764511397,-0.2056152000000018,0.3657803764511379,0.40666653065146724,0.4249227812625479,0.5171099434407297,0.4717458884585097,0.2806719722605165,0.36811929660919573,0.368954497928331,-0.11606509167317317,2.350318106381688,0.33368713856037285,target_retrace_observe,0.46102569406754673,0.5373624225747486,0.4578657126505874,0.40446161063664027,0.5007306429939369,0.6405035223153706,0.0,0.34580205285565735,0.32679228140685546,0.5770832231310182,0.5300478827158007,0.2719708509922535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.4
1767387000000000,1767386700000000,6,LONG,131.56,131.27,131.01591320651033,sl_hit,-0.7016323414135749,-0.44769799999999205,0.25393434141358284,0.49508034384239424,0.5377502762507086,0.48933482883186186,0.423136494796474,0.38499629618723524,0.4275573980772679,0.5331711104518219,-0.5330031963098892,1.0476269720573848,0.569762037434729,target_retrace_observe,0.40117943016049057,0.5290475210549704,0.5265813207819874,0.5390090814167131,0.4573108964600502,0.5373701689709067,0.0,0.2952957340253532,0.2938240931472331,0.512677680775316,0.46350575341352696,0.42557041614396635,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.4
1767422400000000,1767397500000000,19,LONG,132.27,132.13,131.32218944435633,sl_hit,-1.1059658693102983,-0.2986400000000148,0.8073258693102835,0.4153216606100075,0.4037238694927783,0.48547831512889006,0.4530151426666579,0.2922926321341836,0.42262223772176266,0.4029979695248236,-0.14770884241201226,0.9812087388796695,0.1688101056137069,target_retrace_observe,0.4297936109708823,0.5436983804029409,0.39131768550564383,0.4019541599066249,0.48347821662798257,0.5395141411229096,0.0,0.3182710276918879,0.31855908139061995,0.4943785693253736,0.4420037573349375,0.2667168237172831,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.4
1767453000000000,1767451500000000,1,LONG,131.938,131.82,131.6488389169722,sl_hit,-0.44731318637796175,-0.27625479999999497,0.17105838637796678,0.35497593883814005,0.3051618218080571,0.5318123064412965,0.5109485525637748,0.23671990732605486,0.34800503425238366,0.3059200159952509,-0.40807704399370803,0.0,0.6847394467012634,target_retrace_observe,0.4888128841252833,0.4806154037883788,0.3869619353068792,0.39557239575075115,0.502990660621569,0.18363768562212035,0.0,0.2557623269201054,0.3134762438734324,0.0,0.0,0.25817185824469313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.4
1767475800000000,1767470700000000,45,LONG,131.5,131.41,132.98106375736734,tp_hit,1.3223751191129172,-0.2477460000000034,-1.5701211191129205,0.3748019609984478,0.3847131604886317,0.5481380653953211,0.48646675375715687,0.25222079944974424,0.40745512090795843,0.3430855856616482,-0.24676670453159089,1.6999484089953518,0.4112778408859848,target_retrace_observe,0.4957062598703352,0.5481656496929564,0.44518929286486275,0.4090713727192247,0.5233885792157119,0.6158179003274362,0.0,0.3468723268250181,0.3351527983453566,0.5659925668245464,0.5299592226787885,0.27048912480358384,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.4
1767490800000000,1767490500000000,3,LONG,133.95,133.77,133.47841625022755,sl_hit,-0.6320407995225716,-0.3406319999999784,0.29140879952259324,0.3755121143395802,0.35272077607752544,0.5525526091392233,0.5096596347058008,0.27860241614622966,0.35225747139287594,0.3613367325764024,-0.3816925415407936,0.16964112957373292,0.7421799418849534,target_retrace_observe,0.4730475186214359,0.5369108473687988,0.3819995117302337,0.4056234282838323,0.5153232622693512,0.5101508940159418,0.0,0.3190798650312617,0.3257938522125695,0.5382734739494991,0.5019152673751163,0.2587029704745075,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.4
1767573900000000,1767555600000000,1,LONG,133.536,133.37,134.99040243707947,tp_hit,1.2932865956172184,-0.3261435999999968,-1.6194301956172152,0.2997320943938893,0.2871583769006839,0.6907635621995774,0.5932301897736526,0.22909550849964333,0.2947265939555715,0.283384036138818,-0.6084096684858612,0.014660473939384456,0.6450608533343745,target_retrace_observe,0.5974960489787954,0.6292449009475733,0.37482836946699466,0.38782392805882004,0.6216774279185043,0.235502662565052,0.0,0.30270707135430364,0.379281792527609,0.0,0.0,0.23557201951298934,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.4
1767592500000000,1767592200000000,11,LONG,135.58,135.44,135.27866132281616,sl_hit,-0.46385387397753947,-0.30261200000001476,0.1612418739775247,0.4339347654514156,0.49989574672803505,0.5718659152286976,0.4799848453642115,0.3511233540560747,0.3566444520904714,0.45708407984657895,-0.464593530801887,2.4557086628096507,0.7964460528031809,target_retrace_observe,0.4692420263969663,0.5741571446267356,0.5295728906657672,0.49494288058375036,0.5184761255716052,0.6778529426424702,0.0,0.34433953949714863,0.3298829083398973,0.6370693463347532,0.5599540711886037,0.40506497449983736,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.4
1767603600000000,1767602100000000,10,LONG,135.33,135.22,135.0367099600866,sl_hit,-0.45551006588946746,-0.2723300000000136,0.18318006588945385,0.4781975973075433,0.526325391969068,0.4823732855335721,0.43212195590955393,0.37919510524539657,0.3886251718644278,0.5073566134626584,-0.3750553548715381,2.1139483638210534,0.3750553548715381,target_retrace_observe,0.39307446359117293,0.5213277035356015,0.540807300689998,0.5152417236135541,0.453459910132319,0.652139521458215,0.0,0.3169647290735785,0.2951777426433175,0.6469959288391497,0.5846463958313863,0.4220197248674289,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.4
1767618900000000,1767616800000000,37,LONG,135.2,135.03,134.79869811998486,sl_hit,-0.5633010988871167,-0.3321379999999875,0.23116309888712916,0.439295716874248,0.4851332984146082,0.5255626474530203,0.45743152952296484,0.3306926098838936,0.3971923071585378,0.4457825089869297,-0.4236212399343354,2.1430250961385946,0.6478913081348909,target_retrace_observe,0.43580906994796414,0.5206953971639124,0.5404713386502654,0.5012076907806904,0.48031150347451945,0.5693732484587093,0.011204718538064313,0.3143579601409936,0.31005152491265486,0.4801510447037038,0.4275392466867623,0.4165939824141939,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.4
