family,passive_repeat_state,run_count,seen_runs,executed_runs,seen_count,executed_count,observed_potential_count,held_pressure_count,reward_sum,best_reward_sum,actions,states,first_run,last_run,passive_sentence
dio_0ofo,repeat_executed_carried,4,4,4,4,4,0,0,5.812,5.812,LONG:4,executed_aligned:4,137,140,dio_0ofo: wurde in jedem Wiederholungslauf aktiv getragen.
dio_04z7,repeat_executed_carried,4,4,4,4,4,0,0,4.34704,4.34704,LONG:4,executed_aligned:4,137,140,dio_04z7: wurde in jedem Wiederholungslauf aktiv getragen.
dio_1bwb,repeat_executed_carried,4,4,4,4,4,0,0,3.647524,3.647524,SHORT:4,executed_aligned:4,137,140,dio_1bwb: wurde in jedem Wiederholungslauf aktiv getragen.
dio_14xc,repeat_observed_potential,4,4,0,4,0,4,0,0.0,0.378512,WAIT:4,observed_trade_potential:4,137,140,dio_14xc: kehrt als beobachtetes Handelspotenzial wieder.
dio_1k7y,repeat_held_pressure,4,4,0,4,0,0,4,0.0,2.780168,WAIT:4,held_trade_pressure:4,137,140,dio_1k7y: kehrt als gehaltene Handelsspannung wieder.
dio_1mym,repeat_observed_potential,4,4,0,4,0,4,0,0.0,0.700112,WAIT:4,observed_trade_potential:4,137,140,dio_1mym: kehrt als beobachtetes Handelspotenzial wieder.
