neighbor_state,pair_count,family_count,families,max_meaning_similarity,avg_meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
weak_meaning_kinship,67,29,dio_04kx|dio_05k3|dio_067m|dio_0ic5|dio_0qym|dio_0s84|dio_0x52|dio_1215|dio_12dn|dio_14c1|dio_15gs|dio_17ao|dio_19mp|dio_1aqj|dio_1bwy|dio_1ekt|dio_1ff0|dio_1hs5|dio_1jba|dio_1ldo|dio_1lno|dio_1mrs|dio_1noq|dio_1nvu|dio_1r1g|dio_1rv1|dio_1t1w|dio_1ull|dio_1xfw,0.956582,0.866587,True,False,False,False,False,False,False,False
distant_or_noise,28,27,dio_04kx|dio_05k3|dio_067m|dio_0ic5|dio_0qym|dio_0s84|dio_0x52|dio_12dn|dio_14c1|dio_15gs|dio_19mp|dio_1aqj|dio_1bwy|dio_1ekt|dio_1ff0|dio_1hs5|dio_1jba|dio_1ldo|dio_1lno|dio_1mrs|dio_1noq|dio_1nvu|dio_1rv1|dio_1t1w|dio_1tsz|dio_1ull|dio_1xfw,0.798412,0.783381,True,False,False,False,False,False,False,False
passive_near_meaning_neighbor,20,27,dio_04kx|dio_067m|dio_0fvj|dio_0ic5|dio_0qym|dio_0s84|dio_0x52|dio_1215|dio_12dn|dio_14c1|dio_15gs|dio_17ao|dio_1aqj|dio_1bwy|dio_1ekt|dio_1ff0|dio_1jba|dio_1ldo|dio_1lno|dio_1mrs|dio_1noq|dio_1nvu|dio_1r1g|dio_1rv1|dio_1t1w|dio_1tsz|dio_1xfw,0.992829,0.969241,True,False,False,False,False,False,False,False
passive_same_meaning_island,5,7,dio_1215|dio_1hs5|dio_1ldo|dio_1mrs|dio_1nvu|dio_1t1w|dio_1ull,0.992154,0.98204,True,False,False,False,False,False,False,False
