family,family_count,symbol_count,strongest_action_trace,wait_count,wait_reward_sum,wait_trust,wait_caution,long_count,long_reward_sum,long_trust,long_caution,short_count,short_reward_sum,short_trust,short_caution,observed_wait_count,observed_wait_recognition_avg,observed_wait_reward_sum,observed_long_count,observed_long_recognition_avg,observed_long_reward_sum,observed_short_count,observed_short_recognition_avg,observed_short_reward_sum,sentence_trace_count,sentence_trace_reward_sum,sentence_contact_states,contact_lage_count,contact_lage_states,reflection_seed_count,reflection_seed_states,reflection_seed_followup_reward,reflection_map_count,reflection_map_states,reflection_map_reward_sum,reflection_map_sources,passive_sentence
dio_0c6o,8,1,LONG,2,0.0,0.0,0.0,8,8.151968,0.722897,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2,0.070312,1.033348,0,0.0,0.0,2,2.296328,kontakt_beobachtet_reift:1|kontakt_handlung_bestaetigt:1,1,verschobene_sensorvarianz:1,1,reflection_seed_reconfirmed:1,4.592656,3,reflection_memory_conflict:1|reflection_memory_quiet:1|reflection_memory_reconfirmed:1,4.25792,probe14|probe15|probe16,dio_0c6o: wurde getragen und im Konflikt wiedergefunden; die bisher staerkste Handlungsspur liegt bei LONG.
dio_0hd3,8,1,SHORT,2,0.0,0.0,0.0,0,0.0,0.0,0.0,8,10.360923,0.918781,0.0,0,0.0,0.0,0,0.0,0.0,2,0.067849,1.313356,2,2.91857,kontakt_beobachtet_reift:1|kontakt_handlung_bestaetigt:1,1,verschobene_sensorvarianz:1,1,reflection_seed_reconfirmed:1,5.83714,3,reflection_memory_quiet:1|reflection_memory_reconfirmed:2,12.068892,probe14|probe15|probe16,dio_0hd3: wurde passiv wiedererkannt und getragen; die bisher staerkste Handlungsspur liegt bei SHORT.
dio_1wie,5,1,SHORT,3,0.0,0.0,0.0,0,0.0,0.0,0.0,5,2.900502,0.278468,0.0,0,0.0,0.0,0,0.0,0.0,3,0.049226,1.072788,2,0.794658,kontakt_beobachtet_reift:1|kontakt_handlung_bestaetigt:1,1,verschobene_sensorvarianz:1,1,reflection_seed_reconfirmed:1,0.794658,1,reflection_memory_quiet:1,0.0,probe16,dio_1wie: wurde still wiedergefunden; die bisher staerkste Handlungsspur liegt bei SHORT.
dio_0wv3,29,1,LONG,4,0.0,0.0,0.0,20,13.926815,0.809327,0.369599,16,3.65809,0.453547,0.578671,0,0.0,0.0,1,0.071879,0.568895,3,0.071315,1.279388,7,5.087109,kontakt_beobachtet_reift:1|kontakt_handlung_belastet:2|kontakt_handlung_bestaetigt:4,2,exakte_wiederbegegnung:1|nahe_aehnlichkeit:1,0,-,0,0,-,0,-,dio_0wv3: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.
dio_09jn,20,1,SHORT,5,0.0,0.0,0.0,0,0.0,0.0,0.0,20,5.554353,0.286417,0.0,0,0.0,0.0,0,0.0,0.0,5,0.050462,0.704322,0,0,-,0,-,0,-,0,0,-,0,-,dio_09jn: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.
dio_1kqv,20,1,LONG,20,0.0,0.0,0.0,20,2.440962,0.09768,0.0,0,0.0,0.0,0.0,0,0.0,0.0,20,0.034197,1.997151,0,0.0,0.0,0,0,-,0,-,0,-,0,0,-,0,-,dio_1kqv: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.
dio_14eb,17,1,SHORT,2,0.0,0.0,0.0,0,0.0,0.0,0.0,17,22.705924,1.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.067954,1.278721,3,16.895516,kontakt_handlung_bestaetigt:3,3,bestaetigte_sensorvarianz:1|exakte_wiederbegegnung:1|nahe_aehnlichkeit:1,0,-,0,0,-,0,-,dio_14eb: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.
dio_1ayy,17,1,SHORT,17,0.0,0.0,0.0,0,0.0,0.0,0.0,17,0.687046,0.031752,0.0,0,0.0,0.0,0,0.0,0.0,17,0.04875,0.562128,3,0.0,kontakt_beobachtet_reift:3,0,-,0,-,0,0,-,0,-,dio_1ayy: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.
dio_0qb3,16,1,LONG,7,0.0,0.0,0.0,16,6.346861,0.459498,0.0,0,0.0,0.0,0.0,0,0.0,0.0,7,0.037867,0.812839,0,0.0,0.0,0,0,-,0,-,0,-,0,0,-,0,-,dio_0qb3: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.
dio_0szn,16,1,SHORT,5,0.0,0.0,0.0,0,0.0,0.0,0.0,16,9.630488,0.593931,0.0,0,0.0,0.0,0,0.0,0.0,5,0.041648,1.56462,4,7.014025,kontakt_beobachtet_reift:1|kontakt_handlung_bestaetigt:3,3,bestaetigte_sensorvarianz:1|exakte_wiederbegegnung:1|nahe_aehnlichkeit:1,0,-,0,0,-,0,-,dio_0szn: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.
