text_island_symbol,text_island_maturity_state,observations,family_count,recurrence_count,density_stability,variation_tolerance,foreign_separation,reorganization_quality,drift_pressure,semantic_density,semantic_maturity_score,maturity_note,semantic_vorticity,first_seen_source,last_seen_source,state_counts,source_counts,families,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_text_10tdlgu,stable_recurrent_text_island,2,1,2,0.964564,0.0,0.0,0.5,0.0,0.086667,0.476246133,"dio_text_10tdlgu: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.476; passiv, keine Handlung.",0.532711,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_1h6s,True,False,False,False,False,False,False,False
dio_text_10vzt25,stable_recurrent_text_island,2,6,2,0.964565,0.0,0.0,0.5,0.0,0.784208,0.509579667,"dio_text_10vzt25: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.510; passiv, keine Handlung.",0.671264,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_0bde|dio_0z2v|dio_106w|dio_16ry|dio_1a1a|dio_1vz0,True,False,False,False,False,False,False,False
dio_text_10zhe22,stable_recurrent_text_island,2,7,2,0.964565,0.0,0.0,0.5,0.0,0.615676,0.516246333,"dio_text_10zhe22: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.516; passiv, keine Handlung.",0.572224,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_09u3|dio_0o3g|dio_17y9|dio_1im7|dio_1ldu|dio_1siy|dio_1tj7,True,False,False,False,False,False,False,False
dio_text_12i41ij,stable_recurrent_text_island,2,1,2,0.964564,0.0,0.0,0.5,0.0,0.086667,0.476246133,"dio_text_12i41ij: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.476; passiv, keine Handlung.",0.532711,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_02s2,True,False,False,False,False,False,False,False
dio_text_12o524i,stable_recurrent_text_island,2,1,2,0.964564,0.0,0.0,0.5,0.0,0.086667,0.476246133,"dio_text_12o524i: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.476; passiv, keine Handlung.",0.532711,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_0rwq,True,False,False,False,False,False,False,False
dio_text_12s80z7,stable_recurrent_text_island,2,1,2,0.964564,0.0,0.0,0.5,0.0,0.086667,0.476246133,"dio_text_12s80z7: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.476; passiv, keine Handlung.",0.532711,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_0vu0,True,False,False,False,False,False,False,False
dio_text_1375gtt,stable_recurrent_text_island,2,1,2,0.964564,0.0,0.0,0.5,0.0,0.086667,0.476246133,"dio_text_1375gtt: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.476; passiv, keine Handlung.",0.532711,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_0we7,True,False,False,False,False,False,False,False
dio_text_139he2x,stable_recurrent_text_island,2,4,2,0.964564,0.0,0.0,0.5,0.0,0.536418,0.496246133,"dio_text_139he2x: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.496; passiv, keine Handlung.",0.544443,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_0892|dio_0r5x|dio_1hzg|dio_1pen,True,False,False,False,False,False,False,False
dio_text_13sd2dn,stable_recurrent_text_island,2,2,2,0.964564,0.0,0.0,0.5,0.0,0.507373,0.4829128,"dio_text_13sd2dn: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.483; passiv, keine Handlung.",0.542972,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_16xo|dio_1lj9,True,False,False,False,False,False,False,False
dio_text_13vvpp5,stable_recurrent_text_island,2,1,2,0.964564,0.0,0.0,0.5,0.0,0.086667,0.476246133,"dio_text_13vvpp5: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.476; passiv, keine Handlung.",0.532711,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_0oic,True,False,False,False,False,False,False,False
dio_text_1456g6j,stable_recurrent_text_island,2,1,2,0.964564,0.0,0.0,0.5,0.0,0.086667,0.476246133,"dio_text_1456g6j: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.476; passiv, keine Handlung.",0.532711,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_0x52,True,False,False,False,False,False,False,False
dio_text_149kk0l,stable_recurrent_text_island,2,1,2,0.964564,0.0,0.0,0.5,0.0,0.086667,0.476246133,"dio_text_149kk0l: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.476; passiv, keine Handlung.",0.532711,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_01w7,True,False,False,False,False,False,False,False
dio_text_14cjsrg,stable_recurrent_text_island,2,1,2,0.964564,0.0,0.0,0.5,0.0,0.086667,0.476246133,"dio_text_14cjsrg: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.476; passiv, keine Handlung.",0.532711,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_1o2b,True,False,False,False,False,False,False,False
dio_text_14eizb9,stable_recurrent_text_island,2,1,2,0.964564,0.0,0.0,0.5,0.0,0.086667,0.476246133,"dio_text_14eizb9: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.476; passiv, keine Handlung.",0.532711,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_19bg,True,False,False,False,False,False,False,False
dio_text_153gn8y,stable_recurrent_text_island,2,1,2,0.964564,0.0,0.0,0.5,0.0,0.086667,0.476246133,"dio_text_153gn8y: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.476; passiv, keine Handlung.",0.532711,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_1jba,True,False,False,False,False,False,False,False
dio_text_15hzmqv,stable_recurrent_text_island,2,8,2,0.964565,0.0,0.0,0.5,0.0,0.644568,0.522913,"dio_text_15hzmqv: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.523; passiv, keine Handlung.",0.584142,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_06b8|dio_095l|dio_0g9z|dio_0h3x|dio_0l9d|dio_0xkp|dio_1958|dio_1ocs,True,False,False,False,False,False,False,False
dio_text_16inwym,stable_recurrent_text_island,2,1,2,0.964564,0.0,0.0,0.5,0.0,0.086667,0.476246133,"dio_text_16inwym: stable_recurrent_text_island; recur=2; var=0.000; foreign=0.000; score=0.476; passiv, keine Handlung.",0.532711,F_original_repro_check,F_repro_check,"{""densifying_text_island"": 1, ""emerging_text_island"": 1}","{""F_original_repro_check"": 1, ""F_repro_check"": 1}",dio_0fvb,True,False,False,False,False,False,False,False
