left_family,right_family,left_episodes,right_episodes,left_reife_state,right_reife_state,reife_state_relation,left_neuro_tone,right_neuro_tone,neuro_tone_relation,left_action,right_action,action_relation,sense_distance,sense_similarity,mcm_distance,mcm_similarity,hearing_distance,hearing_similarity,temporal_distance,temporal_similarity,neuro_distance,neuro_similarity,reflection_distance,reflection_similarity,reife_distance,reife_similarity,meaning_distance,meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,neighbor_state,dio_neighbor_sentence
dio_03yz,dio_1yff,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.005714,0.999739,0.004264,0.999855,0.004999,0.9998,0.0,1.0,0.000767,0.999995,0.000234,1.0,0.0,1.0,0.003035,0.999926,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_03yz+dio_1yff: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0lci,dio_1bo9,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006713,0.99964,0.003758,0.999887,0.006767,0.999634,0.0,1.0,0.001473,0.999983,0.000447,0.999998,0.0,1.0,0.003492,0.999902,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0lci+dio_1bo9: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_095l,dio_0a9m,4,4,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.005153,0.999788,0.003619,0.999895,0.010927,0.999046,0.000164,1.0,0.000998,0.999992,0.000241,1.0,0.0,1.0,0.003526,0.999901,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_095l+dio_0a9m: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1534,dio_1wxr,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006586,0.999653,0.005116,0.999791,0.004799,0.999816,0.0,1.0,0.001374,0.999985,0.0005,0.999998,0.0,1.0,0.003515,0.999901,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1534+dio_1wxr: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1ckq,dio_1lp1,4,4,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.006733,0.999638,0.004422,0.999844,0.006267,0.999686,0.000233,1.0,0.001089,0.999991,0.00049,0.999998,0.0,1.0,0.003565,0.999898,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1ckq+dio_1lp1: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1nxp,dio_1xvh,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.005493,0.999759,0.003603,0.999896,0.012524,0.998747,0.0,1.0,0.000137,1.0,0.000222,1.0,0.0,1.0,0.003651,0.999893,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1nxp+dio_1xvh: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0bhg,dio_0pni,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.005923,0.999719,0.006301,0.999683,0.005144,0.999788,0.0,1.0,0.001729,0.999976,0.000543,0.999998,0.0,1.0,0.00371,0.99989,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0bhg+dio_0pni: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0v77,dio_0vh7,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.00596,0.999716,0.004457,0.999841,0.008755,0.999387,0.0,1.0,0.001677,0.999977,0.000494,0.999998,0.0,1.0,0.003736,0.999888,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0v77+dio_0vh7: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_15s8,dio_17xt,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.005013,0.999799,0.003533,0.9999,0.013018,0.998646,0.0,1.0,0.001202,0.999988,0.000388,0.999999,0.0,1.0,0.003742,0.999888,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_15s8+dio_17xt: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0liz,dio_1935,6,6,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.008258,0.999455,0.004464,0.999841,0.008474,0.999426,0.0,1.0,0.001531,0.999981,0.000586,0.999997,0.0,1.0,0.004242,0.999856,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0liz+dio_1935: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_14eb,dio_0liz,8,6,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.008264,0.999454,0.008058,0.999481,0.00447,0.99984,0.0,1.0,0.002218,0.999961,0.000873,0.999994,0.0,1.0,0.004673,0.999825,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_14eb+dio_0liz: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_07bp,dio_085n,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.010868,0.999056,0.004154,0.999862,0.010578,0.999106,0.0,1.0,0.000804,0.999995,0.000751,0.999995,0.0,1.0,0.004964,0.999803,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_07bp+dio_085n: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_12k8,dio_1bmi,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.008095,0.999476,0.004115,0.999865,0.021375,0.996358,0.0,1.0,5.3e-05,1.0,9.1e-05,1.0,0.0,1.0,0.005428,0.999764,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_12k8+dio_1bmi: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1n5f,dio_1yc2,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.00892,0.999364,0.008977,0.999356,0.008515,0.99942,0.0,1.0,0.002549,0.999948,0.000866,0.999994,0.0,1.0,0.005564,0.999752,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1n5f+dio_1yc2: gleiche passive Bedeutungsinsel, ohne Handlung."
