symbol_family,probe,probe_kipp_state,left_episode_count,right_episode_count,episode_count_delta,left_dominant_best_action,right_dominant_best_action,left_dominant_observation_action,right_dominant_observation_action,best_reward_training_delta,trade_readiness_delta,left_dominant_neuro_tone,right_dominant_neuro_tone,left_dominant_temporal_state,right_dominant_temporal_state,left_avg_best_reward_training,right_avg_best_reward_training,left_avg_trade_readiness,right_avg_trade_readiness,left_avg_fuehlen_mcm_coherence,right_avg_fuehlen_mcm_coherence,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_1ekr,probe25,probe_lived_support_drop,3,2,-1,LONG,LONG,LONG,LONG,0.0,-0.055989,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.060288,0.004299,0.990158667,0.985653,True,False,False,False,False,False,False,False
dio_1f9y,probe20,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-0.30303,-0.0013075,focus_tone,-,temporal_first_contact,-,0.30303,0.0,0.0013075,0.0,0.966753,0.0,True,False,False,False,False,False,False,False
dio_1f9y,probe23,probe_best_reward_softens,2,2,0,LONG,LONG,LONG,LONG,-0.014549,-0.0052875,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,0.302457,0.287908,0.006527,0.0012395,0.955698,0.950486,True,False,False,False,False,False,False,False
dio_1f9y,probe24,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.09264,-0.005047,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,0.336976,0.429616,0.011878,0.006831,0.978007,0.980262,True,False,False,False,False,False,False,False
dio_1f9y,probe26,probe_lived_support_drop,1,0,-1,LONG,-,LONG,-,-0.303777,-0.01627,focus_tone,-,temporal_first_contact,-,0.303777,0.0,0.01627,0.0,0.979,0.0,True,False,False,False,False,False,False,False
dio_1fck,probe23,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,5e-07,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0042715,0.004272,0.983994,0.984873,True,False,False,False,False,False,False,False
dio_1ffn,probe22,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.002165,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.002165,0.0,0.070902,True,False,False,False,False,False,False,False
dio_1ffn,probe25,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.002181,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.002181,0.0,0.071799,0.0,True,False,False,False,False,False,False,False
dio_1fz7,probe23,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.291864,0.0004775,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.060976,0.35284,9.9e-05,0.0005765,-0.207216,-0.204751,True,False,False,False,False,False,False,False
dio_1fz7,probe24,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,0.618182,0.0033095,-,observation_tone,-,temporal_first_contact,0.0,0.618182,0.0,0.0033095,0.0,-0.209337,True,False,False,False,False,False,False,False
dio_1i05,probe20,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.0021485,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0021485,0.0,0.070485,True,False,False,False,False,False,False,False
dio_1i05,probe22,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.002176,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.002176,0.0,0.077158,0.0,True,False,False,False,False,False,False,False
dio_1im7,probe20,probe_lived_support_drop,4,0,-4,SHORT,-,SHORT,-,-1.0,-0.0082945,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.0082945,0.0,0.35009,0.0,True,False,False,False,False,False,False,False
dio_1im7,probe22,probe_trade_readiness_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,-0.022136,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.024933,0.002797,0.352165,0.357587,True,False,False,False,False,False,False,False
dio_1im7,probe24,probe_trade_readiness_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,-0.0220615,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.036058,0.0139965,0.349596,0.360088,True,False,False,False,False,False,False,False
dio_1jba,probe20,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.002903,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.002903,0.0,0.393332,0.0,True,False,False,False,False,False,False,False
dio_1jba,probe21,probe_direction_flip,2,2,0,SHORT,LONG,SHORT,LONG,-0.008548,-0.0112965,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,0.116851,0.108303,0.011612,0.0003155,0.385802,0.387555,True,False,False,False,False,False,False,False
dio_1jba,probe22,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.0041795,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0041795,0.0,0.39822,True,False,False,False,False,False,False,False
dio_1jba,probe26,probe_lived_support_drop,1,0,-1,LONG,-,LONG,-,-1.0,-0.011617,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.011617,0.0,0.392886,0.0,True,False,False,False,False,False,False,False
dio_1jgc,probe22,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.0037155,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0037155,0.0,0.983615,True,False,False,False,False,False,False,False
dio_1jgc,probe23,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,0.01487,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0037165,0.0185865,0.985487,0.987344,True,False,False,False,False,False,False,False
dio_1jgc,probe24,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.018586,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.018586,0.0,0.98695,0.0,True,False,False,False,False,False,False,False
dio_1jgc,probe26,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.0334785,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0334785,0.0,0.985045,True,False,False,False,False,False,False,False
dio_1lg2,probe20,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.0037175,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0037175,0.0,0.980784,True,False,False,False,False,False,False,False
dio_1lg2,probe21,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.003694,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.003694,0.0,0.970369,0.0,True,False,False,False,False,False,False,False
dio_1mrs,probe24,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.0041935,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0041935,0.0,0.939841,True,False,False,False,False,False,False,False
dio_1mrs,probe25,probe_lived_support_drop,1,0,-1,LONG,-,LONG,-,-0.5,0.0,focus_tone,-,temporal_first_contact,-,0.5,0.0,0.0,0.0,0.941126,0.0,True,False,False,False,False,False,False,False
dio_1mrs,probe26,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,0.609504,0.019379,-,focus_tone,-,temporal_first_contact,0.0,0.609504,0.0,0.019379,0.0,0.938398,True,False,False,False,False,False,False,False
dio_1ndv,probe23,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,2e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0039185,0.0039385,0.935011,0.934769,True,False,False,False,False,False,False,False
dio_1o2b,probe23,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.0025775,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.0025775,0.0,0.356089,0.0,True,False,False,False,False,False,False,False
dio_1o2b,probe26,probe_lived_support_drop,4,2,-2,LONG,LONG,LONG,LONG,0.0,-0.015398,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.01796,0.002562,0.3557055,0.350931,True,False,False,False,False,False,False,False
dio_1ocs,probe24,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-9.5e-06,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.001679,0.0016695,-0.264996,-0.267602,True,False,False,False,False,False,False,False
dio_1pvx,probe21,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.002789,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.002789,0.0,0.29182,0.0,True,False,False,False,False,False,False,False
dio_1pvx,probe23,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.0026675,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0026675,0.0,0.280881,True,False,False,False,False,False,False,False
dio_1pvx,probe24,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.0139335,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.0139335,0.0,0.288093,0.0,True,False,False,False,False,False,False,False
dio_1si6,probe21,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,0.103659,0.000286,-,focus_tone,-,temporal_first_contact,0.0,0.103659,0.0,0.000286,0.0,0.371907,True,False,False,False,False,False,False,False
dio_1si6,probe23,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,0.0006415,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0027465,0.003388,0.363626,0.378014,True,False,False,False,False,False,False,False
dio_1t9x,probe23,probe_trade_readiness_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,-1e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0026495,0.0026485,0.307765,0.311793,True,False,False,False,False,False,False,False
dio_1ull,probe25,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.0014785,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0014785,0.0,-0.22895,True,False,False,False,False,False,False,False
dio_1ull,probe26,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,0.005912,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.001462,0.007374,-0.234103,-0.233695,True,False,False,False,False,False,False,False
dio_1vg2,probe21,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.001655,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.001655,0.0,-0.201839,True,False,False,False,False,False,False,False
dio_1vg2,probe22,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.008238,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.008238,0.0,-0.215245,True,False,False,False,False,False,False,False
dio_1vg2,probe24,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.01471,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.01471,0.0,-0.21267,True,False,False,False,False,False,False,False
dio_1vg2,probe25,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.021144,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.021144,0.0,-0.21345,True,False,False,False,False,False,False,False
dio_1vg2,probe26,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,0.0243325,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0015535,0.025886,-0.211025,-0.211607,True,False,False,False,False,False,False,False
dio_1vz0,probe20,probe_neuro_tone_reorganizes,0,4,4,-,SHORT,-,SHORT,0.4575395,0.0020525,-,observation_tone,-,temporal_first_contact,0.0,0.4575395,0.0,0.0020525,0.0,-0.2035455,True,False,False,False,False,False,False,False
dio_1vz0,probe24,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-0.47619,-0.000716,observation_tone,-,temporal_first_contact,-,0.47619,0.0,0.000716,0.0,-0.206015,0.0,True,False,False,False,False,False,False,False
dio_1wx6,probe23,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.0030985,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0030985,0.0,0.388212,True,False,False,False,False,False,False,False
dio_1wx6,probe25,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.001481,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.001481,0.0,-0.229129,0.0,True,False,False,False,False,False,False,False
dio_1xfl,probe20,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.002164,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.002164,0.0,0.077516,0.0,True,False,False,False,False,False,False,False
dio_1xfl,probe23,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.0021635,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0021635,0.0,0.094529,True,False,False,False,False,False,False,False
dio_1xfl,probe24,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.0108465,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0108465,0.0,0.085854,True,False,False,False,False,False,False,False
dio_1ytc,probe21,probe_best_reward_softens,2,2,0,LONG,LONG,LONG,LONG,-0.02392,-0.0001225,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,0.387931,0.364011,0.0016605,0.001538,0.994105,0.987492,True,False,False,False,False,False,False,False
