family_temporal_kipp_state,family_count,families,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
family_loses_lived_support,39,dio_005q|dio_01sj|dio_01w7|dio_03yz|dio_06b8|dio_06gy|dio_095l|dio_09u3|dio_0bm2|dio_0ft4|dio_0g9z|dio_0ksa|dio_0l9d|dio_0o73|dio_0pni|dio_0q96|dio_0w16|dio_0x52|dio_0z2v|dio_108f|dio_140n|dio_14eb|dio_15lu|dio_17ny|dio_19bg|dio_1a1w|dio_1ekr|dio_1f9y|dio_1ffn|dio_1i05|dio_1im7|dio_1jgc|dio_1lg2|dio_1mrs|dio_1o2b|dio_1pvx|dio_1vz0|dio_1wx6|dio_1xfl,True,False,False,False,False,False,False,False
family_no_visible_temporal_kipp,8,dio_0bde|dio_0jx1|dio_0ocv|dio_0rwa|dio_11vr|dio_19b6|dio_1fck|dio_1ndv,True,False,False,False,False,False,False,False
family_neuro_temporal_reorganizes,7,dio_05ws|dio_07t9|dio_0p12|dio_1fz7|dio_1si6|dio_1ull|dio_1vg2,True,False,False,False,False,False,False,False
family_trade_readiness_softens,5,dio_0nrp|dio_0v3a|dio_0xkp|dio_1ocs|dio_1t9x,True,False,False,False,False,False,False,False
family_has_direction_flip,3,dio_0gmg|dio_0t27|dio_1jba,True,False,False,False,False,False,False,False
family_best_reward_softens,1,dio_1ytc,True,False,False,False,False,False,False,False
