left_family,right_family,left_episodes,right_episodes,left_reife_state,right_reife_state,reife_state_relation,left_neuro_tone,right_neuro_tone,neuro_tone_relation,left_action,right_action,action_relation,sense_distance,sense_similarity,mcm_distance,mcm_similarity,hearing_distance,hearing_similarity,temporal_distance,temporal_similarity,neuro_distance,neuro_similarity,reflection_distance,reflection_similarity,reife_distance,reife_similarity,meaning_distance,meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,neighbor_state,dio_neighbor_sentence
dio_0pd1,dio_1s88,4,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.018563,0.997251,0.007297,0.999574,0.018455,0.997283,0.0,1.0,0.002372,0.999955,0.000696,0.999996,0.0,1.0,0.008663,0.9994,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0pd1+dio_1s88: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0xn0,dio_19uu,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.021993,0.996145,0.006317,0.999681,0.014648,0.998286,0.0,1.0,0.002155,0.999963,0.000973,0.999992,0.0,1.0,0.008805,0.99938,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0xn0+dio_19uu: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0w16,dio_14xc,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.020281,0.99672,0.012486,0.998754,0.003771,0.999886,0.0,1.0,0.004707,0.999823,0.001425,0.999984,0.0,1.0,0.00884,0.999375,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0w16+dio_14xc: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0liz,dio_101q,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.014905,0.998226,0.008993,0.999353,0.02464,0.995167,0.0,1.0,0.002189,0.999962,0.001294,0.999987,0.0,1.0,0.008923,0.999364,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0liz+dio_101q: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1bj6,dio_140n,4,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.015836,0.997998,0.017865,0.997453,0.004316,0.999851,0.0,1.0,0.004021,0.999871,0.00142,0.999984,0.0,1.0,0.008925,0.999363,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1bj6+dio_140n: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0hd3,dio_14xc,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.016522,0.997821,0.014736,0.998266,0.009547,0.999271,0.0,1.0,0.00399,0.999873,0.001489,0.999982,0.0,1.0,0.009031,0.999348,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0hd3+dio_14xc: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0hd3,dio_1mhq,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.013737,0.998493,0.011565,0.998931,0.021909,0.996174,0.0,1.0,0.003521,0.999901,0.001064,0.999991,0.0,1.0,0.009048,0.999345,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0hd3+dio_1mhq: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0s6o,dio_0t7r,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.016621,0.997795,0.008744,0.999389,0.023741,0.995511,0.0,1.0,0.001634,0.999979,0.001077,0.999991,0.0,1.0,0.009076,0.999341,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0s6o+dio_0t7r: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_05ue,dio_03bb,10,8,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.008375,0.999439,0.002398,0.999954,0.02283,0.995848,0.019604,0.996935,0.006607,0.999651,0.001773,0.999975,0.0,1.0,0.009088,0.99934,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_05ue+dio_03bb: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0hd3,dio_13di,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.018215,0.997353,0.010889,0.999052,0.017009,0.997691,0.0,1.0,0.001616,0.999979,0.000852,0.999994,0.0,1.0,0.009103,0.999338,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0hd3+dio_13di: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0wnz,dio_00fq,8,4,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.018634,0.99723,0.004128,0.999864,0.029914,0.992892,0.0,1.0,0.000682,0.999996,0.000744,0.999996,0.0,1.0,0.009125,0.999334,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0wnz+dio_00fq: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0wb6,dio_1lno,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.01599,0.997959,0.011795,0.998888,0.020052,0.996793,0.0,1.0,0.002207,0.999961,0.001066,0.999991,0.0,1.0,0.009233,0.999318,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0wb6+dio_1lno: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_11vr,dio_0v3a,4,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.01523,0.998148,0.011122,0.999011,0.022965,0.995798,0.0,1.0,0.00308,0.999924,0.001092,0.99999,0.0,1.0,0.009377,0.999297,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_11vr+dio_0v3a: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_095l,dio_1ocs,4,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.016676,0.99778,0.012097,0.998831,0.021122,0.996443,0.0,1.0,0.00095,0.999993,0.000663,0.999996,0.0,1.0,0.009384,0.999296,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_095l+dio_1ocs: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_101q,dio_14xc,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.017051,0.997679,0.007479,0.999553,0.029837,0.992928,0.0,1.0,0.00054,0.999998,0.000333,0.999999,0.0,1.0,0.00942,0.999291,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_101q+dio_14xc: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_106w,dio_1vz0,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.02224,0.996059,0.007615,0.999536,0.016294,0.997881,0.0,1.0,0.002631,0.999945,0.001967,0.999969,0.0,1.0,0.009494,0.999279,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_106w+dio_1vz0: gleiche passive Bedeutungsinsel, ohne Handlung."
