source,tick,timestamp_ms,symbol,symbol_family,action,raw_action,outcome_event,best_action_training,mini_temporal_state,mini_neuro_dominant_tone,reflection_context_state,reward,observation_learning_pressure,sehen_form_flow,sehen_form_stability,sehen_form_change,hoeren_energy_tone,hoeren_energy_shift,fuehlen_mcm_coherence,fuehlen_mcm_tension,fuehlen_mcm_asymmetry,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_mini_repro_semantic_matrix_6episoden_varianteE_20260606_probe20/dio_mini_lauf_1,50,1772015000000000,dio_002s17r,dio_002s,WAIT,WAIT,NO_TRADE,SHORT,temporal_first_contact,focus_tone,reflection_context_unloaded,0.0,0.38282,0.092294,0.0,-0.263651,-0.080869,0.100865,0.377357,0.114913,0.008581,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteE_20260606_probe20/dio_mini_lauf_2,50,1772015000000000,dio_002s17r,dio_002s,WAIT,WAIT,NO_TRADE,SHORT,temporal_first_contact,focus_tone,reflection_context_unloaded,0.0,0.38282,0.092294,0.0,-0.263651,-0.080869,0.100865,0.377357,0.114913,0.008581,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteE_20260606_probe25/dio_mini_lauf_1,4,1772046200000000,dio_005qokf,dio_005q,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,observation_tone,reflection_context_unloaded,0.0,0.417142,-0.643994,0.0,-0.403442,0.393875,0.13544,0.289715,0.500456,-0.430375,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteE_20260606_probe25/dio_mini_lauf_2,4,1772046200000000,dio_005qokf,dio_005q,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,observation_tone,reflection_context_unloaded,0.0,0.417142,-0.643994,0.0,-0.403442,0.393875,0.13544,0.289715,0.500456,-0.430375,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteE_20260606_probe26/dio_mini_lauf_1,4,1772055200000000,dio_005qokf,dio_005q,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,observation_tone,reflection_context_unloaded,0.0,0.414817,-0.627339,0.0,-0.4144,0.394783,0.179775,0.289461,0.495595,-0.414811,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteE_20260606_probe26/dio_mini_lauf_2,4,1772055200000000,dio_005qokf,dio_005q,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,observation_tone,reflection_context_unloaded,0.0,0.414817,-0.627339,0.0,-0.4144,0.394783,0.179775,0.289461,0.495595,-0.414811,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteE_20260606_probe24/dio_mini_lauf_1,53,1772051900000000,dio_00b7v1b,dio_00b7,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,focus_tone,reflection_context_unloaded,0.0,0.62996,-0.806565,1.0,0.175096,-0.026524,-0.5706,0.992573,0.377913,-0.523773,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteE_20260606_probe24/dio_mini_lauf_2,53,1772051900000000,dio_00b7v1b,dio_00b7,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,focus_tone,reflection_context_unloaded,0.0,0.62996,-0.806565,1.0,0.175096,-0.026524,-0.5706,0.992573,0.377913,-0.523773,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteE_20260606_probe23/dio_mini_lauf_1,36,1772037800000000,dio_00wlrex,dio_00wl,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,focus_tone,reflection_context_unloaded,0.0,0.417475,-0.30944,0.0,-0.163649,0.010351,-0.274443,0.397102,0.160496,-0.267451,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteE_20260606_probe23/dio_mini_lauf_1,60,1772045000000000,dio_00wlrex,dio_00wl,WAIT,WAIT,NO_TRADE,LONG,temporal_far_return,focus_tone,reflection_context_unloaded,0.0,0.410358,-0.278899,0.0,-0.165505,0.048088,-0.232172,0.386535,0.163815,-0.242339,True,False,False,False,False,False,False,False
