timestamp;tick;open;high;low;close;area_profile_id;area_profile_state;area_price_low;area_price_high;area_price_mid;area_multisensory_coherence;area_attention_need;area_felt_depth;area_overcoupling_risk;sensory_sync;sensory_desync_pressure;visual_hearing_fit;visual_felt_fit;hearing_felt_fit;temporal_visual_fit;multisensory_binding_state;visual_object;visual_label;visual_side;visual_score;hearing_tone;hearing_loudness;hearing_frequency_hz;temporal_score;felt_depth;profile_role
1767375300000000;1;131.27000000;131.44000000;131.07000000;131.18000000;ap_07d93065d8;coherent_multisensory_area;131.07000000;131.44000000;131.18000000;0.405051;0.291673;0.378559;0.211779;0.741467;0.187779;0.708018;0.994395;0.702413;0.840473;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.384164;clear_tone;0.732760;3425.8758;0.224636;0.378559;perception_only
1767375600000000;2;131.18000000;131.37000000;131.06000000;131.29000000;ap_b149b9095a;coherent_multisensory_area;131.06000000;131.37000000;131.29000000;0.403463;0.309503;0.402250;0.225378;0.711315;0.217710;0.635100;0.977038;0.658063;0.850687;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.379288;clear_tone;0.830361;4180.2245;0.229975;0.402250;perception_only
1767375900000000;3;131.28000000;131.45000000;130.80000000;130.83000000;ap_893ce78c8e;coherent_multisensory_area;130.80000000;131.45000000;130.83000000;0.361176;0.321514;0.310225;0.250679;0.642357;0.302046;0.495836;0.962317;0.458153;0.886180;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.347907;bright_tone;1.000000;6577.5728;0.234087;0.310225;perception_only
1767376200000000;4;130.84000000;131.18000000;130.69000000;131.16000000;ap_1d9e699291;coherent_multisensory_area;130.69000000;131.18000000;131.16000000;0.405580;0.332087;0.403304;0.253378;0.672357;0.269394;0.530229;0.980850;0.549379;0.852200;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.384153;clear_tone;1.000000;6347.0988;0.236353;0.403304;perception_only
1767376500000000;5;131.16000000;131.45000000;131.10000000;131.44000000;ap_95a1ffcfc3;coherent_multisensory_area;131.10000000;131.45000000;131.44000000;0.474680;0.352615;0.510063;0.264551;0.709326;0.240124;0.620263;0.962025;0.658238;0.765925;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.472088;bright_tone;1.000000;6612.5664;0.238013;0.510063;perception_only
1767378300000000;6;131.85000000;131.90000000;131.65000000;131.77000000;ap_2232b60130;coherent_multisensory_area;131.65000000;131.90000000;131.77000000;0.456609;0.322992;0.496226;0.231551;0.768254;0.162736;0.783821;0.946568;0.837253;0.801592;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.442794;clear_tone;0.708042;3243.9167;0.244386;0.496226;perception_only
1767378600000000;7;131.77000000;131.77000000;131.20000000;131.22000000;ap_89a6e0fe18;coherent_multisensory_area;131.20000000;131.77000000;131.22000000;0.435594;0.347490;0.422940;0.269331;0.692691;0.261038;0.584702;0.989561;0.574263;0.813418;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.433378;bright_tone;1.000000;7235.7204;0.246797;0.422940;perception_only
1767383100000000;8;131.56000000;131.70000000;131.51000000;131.69000000;ap_16d32fa6db;coherent_multisensory_area;131.51000000;131.70000000;131.69000000;0.409981;0.341078;0.423475;0.255090;0.672386;0.268621;0.529611;0.962481;0.567130;0.867975;bound_multisensory_area;compression_object;unformed_visual_background;upper_area;0.385956;clear_tone;1.000000;6107.1308;0.253931;0.423475;perception_only
1767383400000000;9;131.70000000;131.70000000;131.48000000;131.66000000;ap_c12ea413ba;coherent_multisensory_area;131.48000000;131.70000000;131.66000000;0.407834;0.331773;0.397184;0.232876;0.685427;0.248022;0.556485;0.990317;0.566168;0.867214;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.387502;clear_tone;0.954167;5216.2325;0.254716;0.397184;perception_only
1767383700000000;10;131.66000000;131.73000000;131.50000000;131.63000000;ap_a1cac7c81e;coherent_multisensory_area;131.50000000;131.73000000;131.63000000;0.432541;0.274747;0.396884;0.199717;0.798822;0.136031;0.824919;0.992895;0.817814;0.851299;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.403988;clear_tone;0.592545;2444.6234;0.255288;0.396884;perception_only
1767384600000000;13;131.53000000;132.04000000;131.50000000;132.00000000;ap_40e8c7c440;coherent_multisensory_area;131.50000000;132.04000000;132.00000000;0.456736;0.351963;0.510111;0.287025;0.699758;0.254165;0.606129;0.946813;0.659316;0.797224;bound_multisensory_area;compression_object;unformed_visual_background;upper_area;0.456924;bright_tone;1.000000;6774.0032;0.254148;0.510111;perception_only
1767387300000000;14;130.93000000;131.35000000;130.83000000;131.14000000;ap_1a473cefee;coherent_multisensory_area;130.83000000;131.35000000;131.14000000;0.308935;0.273085;0.215559;0.215476;0.645630;0.286212;0.535099;0.930446;0.465545;0.966415;bound_multisensory_area;break_object;unformed_visual_background;lower_area;0.285113;clear_tone;0.838694;4247.2276;0.251528;0.215559;perception_only
1767387600000000;15;131.14000000;131.41000000;131.14000000;131.28000000;ap_7eda574104;coherent_multisensory_area;131.14000000;131.41000000;131.28000000;0.378144;0.290393;0.272687;0.194945;0.668779;0.266876;0.605403;0.897892;0.503295;0.877591;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.374795;clear_tone;0.866383;4472.7245;0.252386;0.272687;perception_only
1767389100000000;20;131.45000000;131.76000000;131.44000000;131.69000000;ap_8c9242d071;coherent_multisensory_area;131.44000000;131.76000000;131.69000000;0.366229;0.314945;0.344519;0.245692;0.650745;0.287106;0.470155;0.982060;0.488095;0.924547;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.326579;clear_tone;1.000000;6100.1351;0.251126;0.344519;perception_only
1767390900000000;21;131.92000000;131.99000000;131.76000000;131.92000000;ap_acfdd3d72f;coherent_multisensory_area;131.76000000;131.99000000;131.92000000;0.378978;0.295403;0.402205;0.227178;0.742098;0.181583;0.730107;0.930466;0.799641;0.915230;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.332670;clear_tone;0.626589;2671.3184;0.247900;0.402205;perception_only
1767391200000000;22;131.93000000;132.85000000;131.90000000;132.75000000;ap_8d7e5cbe0f;coherent_multisensory_area;131.90000000;132.85000000;132.75000000;0.419946;0.413888;0.535720;0.322503;0.659956;0.282190;0.576977;0.890835;0.686142;0.821917;bound_multisensory_area;contact_object;unformed_visual_background;upper_area;0.426555;bright_tone;1.000000;7009.2180;0.248471;0.535720;perception_only
1767422700000000;23;131.27000000;131.42000000;131.16000000;131.16000000;ap_dc216137c6;coherent_multisensory_area;131.16000000;131.42000000;131.16000000;0.530867;0.411244;0.616066;0.262844;0.730875;0.210508;0.689419;0.933620;0.755799;0.699448;bound_multisensory_area;trend_object;forming_visual_object;lower_area;0.549686;clear_tone;1.000000;5806.4919;0.249134;0.616066;perception_only
1767423000000000;24;131.16000000;131.36000000;131.12000000;131.17000000;ap_cad9129537;coherent_multisensory_area;131.12000000;131.36000000;131.17000000;0.488898;0.368304;0.563889;0.251724;0.759025;0.175924;0.769571;0.929269;0.840302;0.756951;bound_multisensory_area;trend_object;unformed_visual_background;lower_area;0.493158;clear_tone;0.800867;3946.3270;0.250109;0.563889;perception_only
1767423300000000;25;131.17000000;131.34000000;131.05000000;131.18000000;ap_846aa06c73;coherent_multisensory_area;131.05000000;131.34000000;131.18000000;0.492133;0.307832;0.530513;0.218465;0.845052;0.091793;0.963004;0.952631;0.989627;0.767657;bound_multisensory_area;trend_object;unformed_visual_background;lower_area;0.483144;low_tone;0.506827;1908.2765;0.250802;0.530513;perception_only
1767423600000000;26;131.18000000;131.40000000;131.15000000;131.32000000;ap_61ae48564b;coherent_multisensory_area;131.15000000;131.40000000;131.32000000;0.542887;0.346401;0.539434;0.210091;0.763208;0.180992;0.705735;0.997771;0.703506;0.709535;bound_multisensory_area;compression_object;forming_visual_object;lower_area;0.541663;clear_tone;0.961147;5277.1840;0.251198;0.539434;perception_only
1767423900000000;27;131.31000000;131.33000000;131.18000000;131.29000000;ap_f930761f28;coherent_multisensory_area;131.18000000;131.33000000;131.29000000;0.480112;0.322574;0.496778;0.224410;0.766388;0.172612;0.746057;0.972282;0.773775;0.782135;bound_multisensory_area;range_object;unformed_visual_background;lower_area;0.469059;clear_tone;0.800030;3939.7639;0.251195;0.496778;perception_only
1767424200000000;28;131.29000000;131.33000000;130.88000000;130.91000000;ap_0f51a8f1bf;coherent_multisensory_area;130.88000000;131.33000000;130.91000000;0.518330;0.409004;0.611219;0.293435;0.727879;0.226456;0.686080;0.925909;0.760171;0.714256;bound_multisensory_area;contact_object;unformed_visual_background;lower_area;0.537128;bright_tone;1.000000;6731.8682;0.251384;0.611219;perception_only
1767425700000000;29;130.01000000;130.23000000;129.97000000;130.17000000;ap_4a94bdab11;coherent_multisensory_area;129.97000000;130.23000000;130.17000000;0.512783;0.347128;0.510364;0.223111;0.733899;0.207152;0.649823;0.999553;0.649375;0.739362;bound_multisensory_area;trend_object;forming_visual_object;lower_area;0.510811;clear_tone;1.000000;5759.4280;0.250173;0.510364;perception_only
1767427500000000;30;130.14000000;130.15000000;129.80000000;130.10000000;ap_2ea3852dd7;coherent_multisensory_area;129.80000000;130.15000000;130.10000000;0.430084;0.331829;0.408449;0.228162;0.688361;0.250891;0.554159;0.991623;0.545781;0.838032;bound_multisensory_area;range_object;unformed_visual_background;lower_area;0.416826;clear_tone;1.000000;5657.4200;0.254858;0.408449;perception_only
1767450600000000;31;131.86000000;132.18000000;131.71000000;131.85000000;ap_4c2128b9a8;coherent_multisensory_area;131.71000000;132.18000000;131.85000000;0.394502;0.302089;0.407581;0.246572;0.738545;0.193041;0.718217;0.974491;0.743726;0.875561;bound_multisensory_area;break_object;unformed_visual_background;upper_area;0.382071;clear_tone;0.715072;3295.2842;0.257633;0.407581;perception_only
1767450900000000;32;131.86000000;132.01000000;131.82000000;132.00000000;ap_8c074c4f0c;coherent_multisensory_area;131.82000000;132.01000000;132.00000000;0.481592;0.362017;0.550219;0.272733;0.705253;0.240256;0.622184;0.926312;0.695872;0.781620;bound_multisensory_area;trend_object;unformed_visual_background;upper_area;0.476531;clear_tone;1.000000;6301.0997;0.258151;0.550219;perception_only
