symbol_family,count,debug_root_count,debug_roots,best_actions,inner_states,reflection_states,stable_fields,variant_fields,direction_stable,inner_stable,reflection_stable,interpretation,passive_only,influences_action,is_gate,is_motoric,is_entry_signal
dio_12jm,6,3,debug\dio_mini_inner_awareness_trace_probe13_with_world|debug\dio_mini_inner_awareness_trace_probe14_with_world|debug\dio_mini_inner_awareness_trace_probe15_with_world,LONG,inner_overcautious_carrying_pressure,reflection_context_carried|reflection_context_cautious,sehen_form_stability|hoeren_energy_tone|fuehlen_mcm_coherence|fuehlen_mcm_tension|reflection_context_carry|reflection_context_strain,,True,True,False,stable_inner_state_and_direction,True,False,False,False,False
