run,tick,timestamp_ms,family,action,raw_action,kind,reward,best_action_training,best_reward_training,phase_active,phase_age,episode_relation,episode_binding_pressure,episode_release_pressure,trade_readiness,mature_transfer,relative_positive_reward
60,1,1767350300000000,dio_1mx6,WAIT,WAIT,observed_potential,0.0,SHORT,1.286383,0,9999,none,0.0,1.0,0.005192,0.005192,0.0
60,2,1767350600000000,dio_01yf,SHORT,SHORT,positive_executed_contact,0.938317,SHORT,0.938317,0,9999,none,0.0,1.0,0.047831,0.047831,0.58836
60,7,1767352100000000,dio_0hla,WAIT,WAIT,observed_potential,0.0,LONG,0.527459,0,5,different_contact,0.0,1.0,0.004504,0.004504,0.0
60,8,1767352400000000,dio_0thk,WAIT,WAIT,observed_potential,0.0,LONG,1.156708,0,6,different_contact,0.0,1.0,0.004466,0.004466,0.0
60,9,1767352700000000,dio_1k0r,LONG,LONG,positive_executed_contact,1.5948,LONG,1.5948,0,7,different_contact,0.0,1.0,0.065402,0.065402,1.0
60,14,1767354200000000,dio_185j,WAIT,WAIT,observed_potential,0.0,SHORT,0.282034,0,5,different_contact,0.0,1.0,0.029031,0.029031,0.0
60,15,1767354500000000,dio_1dmh,WAIT,WAIT,observed_potential,0.0,SHORT,1.240083,0,6,different_contact,0.0,1.0,0.004402,0.004402,0.0
60,16,1767354800000000,dio_026q,WAIT,WAIT,observed_potential,0.0,SHORT,1.324501,0,7,different_contact,0.0,1.0,0.004569,0.004569,0.0
60,17,1767355100000000,dio_0x50,WAIT,WAIT,observed_potential,0.0,SHORT,1.338778,0,8,none,0.0,1.0,0.004185,0.004185,0.0
60,18,1767355400000000,dio_07z2,WAIT,WAIT,observed_potential,0.0,SHORT,1.144276,0,9,none,0.0,1.0,0.004073,0.004073,0.0
61,1,1767350300000000,dio_1mx6,WAIT,WAIT,observed_potential,0.0,SHORT,1.286383,0,9999,none,0.0,1.0,0.017643,0.017643,0.0
61,2,1767350600000000,dio_01yf,SHORT,SHORT,positive_executed_contact,0.938317,SHORT,0.938317,0,9999,none,0.0,1.0,0.143424,0.072579,0.58836
61,7,1767352100000000,dio_0hla,WAIT,WAIT,observed_potential,0.0,LONG,0.527459,0,5,different_contact,0.0,1.0,0.009456,0.009456,0.0
61,8,1767352400000000,dio_0thk,WAIT,WAIT,observed_potential,0.0,LONG,1.156708,0,6,different_contact,0.0,1.0,0.015587,0.015587,0.0
61,9,1767352700000000,dio_1k0r,LONG,LONG,positive_executed_contact,1.5948,LONG,1.5948,0,7,different_contact,0.0,1.0,0.224943,0.069782,1.0
61,14,1767354200000000,dio_185j,WAIT,WAIT,observed_potential,0.0,SHORT,0.282034,0,5,different_contact,0.0,1.0,0.029009,0.029009,0.0
61,15,1767354500000000,dio_1dmh,WAIT,WAIT,observed_potential,0.0,SHORT,1.240083,0,6,different_contact,0.0,1.0,0.016375,0.016375,0.0
61,16,1767354800000000,dio_026q,WAIT,WAIT,observed_potential,0.0,SHORT,1.324501,0,7,different_contact,0.0,1.0,0.017334,0.017334,0.0
61,17,1767355100000000,dio_0x50,WAIT,WAIT,observed_potential,0.0,SHORT,1.338778,0,8,none,0.0,1.0,0.017127,0.017127,0.0
61,18,1767355400000000,dio_07z2,WAIT,WAIT,observed_potential,0.0,SHORT,1.144276,0,9,none,0.0,1.0,0.015002,0.015002,0.0
62,1,1767350300000000,dio_1mx6,SHORT,SHORT,positive_executed_contact,1.286383,SHORT,1.286383,0,9999,none,0.0,1.0,0.052072,0.052072,0.806611
62,6,1767351800000000,dio_0a54,WAIT,WAIT,observed_potential,0.0,LONG,0.392594,0,5,different_contact,0.0,1.0,0.004258,0.004258,0.0
62,7,1767352100000000,dio_0if9,WAIT,WAIT,observed_potential,0.0,LONG,0.527459,0,6,different_contact,0.0,1.0,0.004414,0.004414,0.0
62,8,1767352400000000,dio_0thk,WAIT,WAIT,observed_potential,0.0,LONG,1.156708,0,7,different_contact,0.0,1.0,0.046389,0.046389,0.0
62,9,1767352700000000,dio_1k0r,LONG,LONG,positive_executed_contact,1.5948,LONG,1.5948,0,8,none,0.0,1.0,0.442674,0.071574,1.0
62,14,1767354200000000,dio_185j,WAIT,WAIT,observed_potential,0.0,SHORT,0.282034,0,5,different_contact,0.0,1.0,0.029068,0.029068,0.0
62,15,1767354500000000,dio_1dmh,SHORT,SHORT,positive_executed_contact,1.240083,SHORT,1.240083,0,6,different_contact,0.0,1.0,0.049437,0.049437,0.777579
63,1,1767350300000000,dio_1mx6,SHORT,SHORT,positive_executed_contact,1.286383,SHORT,1.286383,0,9999,none,0.0,1.0,0.180337,0.076545,0.806611
63,6,1767351800000000,dio_0a54,WAIT,WAIT,observed_potential,0.0,LONG,0.392594,0,5,different_contact,0.0,1.0,0.008076,0.008076,0.0
63,7,1767352100000000,dio_0if9,WAIT,WAIT,observed_potential,0.0,LONG,0.527459,0,6,different_contact,0.0,1.0,0.009589,0.009589,0.0
63,8,1767352400000000,dio_0thk,LONG,LONG,positive_executed_contact,1.156708,LONG,1.156708,0,7,different_contact,0.0,1.0,0.09405,0.065401,0.7253
63,13,1767353900000000,dio_0ie2,WAIT,WAIT,observed_potential,0.0,LONG,0.60267,0,5,different_contact,0.0,1.0,0.003869,0.003869,0.0
63,14,1767354200000000,dio_185j,WAIT,WAIT,observed_potential,0.0,SHORT,0.282034,0,6,different_contact,0.0,1.0,0.029037,0.029037,0.0
63,15,1767354500000000,dio_1dmh,SHORT,SHORT,positive_executed_contact,1.240083,SHORT,1.240083,0,7,different_contact,0.0,1.0,0.173129,0.065773,0.777579
