text_island_symbol,anchor_exchange_state,left_inner_state,right_inner_state,score_delta,family_stability,anchor_families,added_families,removed_families,left_maturity_state,right_maturity_state,left_score,right_score,left_families,right_families,dio_anchor_exchange_sentence,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_text_10drzyv,same_family_basis,inner_foreign_boundary_space,inner_foreign_boundary_space,0.0,1.0,dio_00by|dio_0qwv|dio_1kxj,,,new_unconfirmed_text_island,new_unconfirmed_text_island,0.34,0.34,dio_00by|dio_0qwv|dio_1kxj,dio_00by|dio_0qwv|dio_1kxj,"dio_text_10drzyv: same_family_basis; anchor=dio_00by|dio_0qwv|dio_1kxj; added=-; removed=-; passiv, keine Handlung.",True,False,False,False,False,False,False,False
dio_text_10mf9y7,same_family_basis,inner_foreign_boundary_space,inner_foreign_boundary_space,0.0,1.0,dio_1omr,,,new_unconfirmed_text_island,new_unconfirmed_text_island,0.326666667,0.326666667,dio_1omr,dio_1omr,"dio_text_10mf9y7: same_family_basis; anchor=dio_1omr; added=-; removed=-; passiv, keine Handlung.",True,False,False,False,False,False,False,False
dio_text_10tdlgu,new_text_island,absent,inner_unconfirmed_raw_space,0.206666667,0.0,,dio_1h6s,,absent,new_unconfirmed_text_island,0.0,0.206666667,,dio_1h6s,"dio_text_10tdlgu: new_text_island; anchor=-; added=dio_1h6s; removed=-; passiv, keine Handlung.",True,False,False,False,False,False,False,False
dio_text_111fz7h,same_family_basis,inner_foreign_boundary_space,inner_foreign_boundary_space,0.0,1.0,dio_08f8|dio_0d2y|dio_0hfg|dio_0hvo|dio_0ik2|dio_0k5e|dio_0mr9|dio_0w5n|dio_12lr|dio_19ih|dio_1uat,,,new_unconfirmed_text_island,new_unconfirmed_text_island,0.393333333,0.393333333,dio_08f8|dio_0d2y|dio_0hfg|dio_0hvo|dio_0ik2|dio_0k5e|dio_0mr9|dio_0w5n|dio_12lr|dio_19ih|dio_1uat,dio_08f8|dio_0d2y|dio_0hfg|dio_0hvo|dio_0ik2|dio_0k5e|dio_0mr9|dio_0w5n|dio_12lr|dio_19ih|dio_1uat,"dio_text_111fz7h: same_family_basis; anchor=dio_08f8|dio_0d2y|dio_0hfg|dio_0hvo|dio_0ik2|dio_0k5e|dio_0mr9|dio_0w5n|dio_12lr|dio_19ih|dio_1uat; added=-; removed=-; passiv, keine Handlung.",True,False,False,False,False,False,False,False
dio_text_11h1ds3,same_family_basis,inner_stable_recurrence_space,inner_stable_recurrence_space,0.0,1.0,dio_1a4k,,,stable_recurrent_text_island,stable_recurrent_text_island,0.476205333,0.476205333,dio_1a4k,dio_1a4k,"dio_text_11h1ds3: same_family_basis; anchor=dio_1a4k; added=-; removed=-; passiv, keine Handlung.",True,False,False,False,False,False,False,False
dio_text_11og9em,anchor_expansion,inner_unconfirmed_raw_space,inner_soft_variation_space,0.1796776,0.5,dio_1ull,dio_1wx6,,new_unconfirmed_text_island,variant_resilient_text_island,0.206666667,0.386344267,dio_1ull,dio_1ull|dio_1wx6,"dio_text_11og9em: anchor_expansion; anchor=dio_1ull; added=dio_1wx6; removed=-; passiv, keine Handlung.",True,False,False,False,False,False,False,False
dio_text_11omkek,same_family_basis,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.0,1.0,dio_1ujh,,,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.206666667,dio_1ujh,dio_1ujh,"dio_text_11omkek: same_family_basis; anchor=dio_1ujh; added=-; removed=-; passiv, keine Handlung.",True,False,False,False,False,False,False,False
dio_text_11p3chu,anchor_exchange,inner_variation_bearing_space,inner_variation_bearing_space,0.007733762,0.666666667,dio_002s|dio_11bp|dio_15r6|dio_1hj5,dio_1001,dio_0kp3,variant_resilient_text_island,variant_resilient_text_island,0.751541,0.759274762,dio_002s|dio_0kp3|dio_11bp|dio_15r6|dio_1hj5,dio_002s|dio_1001|dio_11bp|dio_15r6|dio_1hj5,"dio_text_11p3chu: anchor_exchange; anchor=dio_002s|dio_11bp|dio_15r6|dio_1hj5; added=dio_1001; removed=dio_0kp3; passiv, keine Handlung.",True,False,False,False,False,False,False,False
dio_text_11r0rs0,same_family_basis,inner_foreign_boundary_space,inner_foreign_boundary_space,0.0,1.0,dio_05ce|dio_06gw,,,new_unconfirmed_text_island,new_unconfirmed_text_island,0.333333333,0.333333333,dio_05ce|dio_06gw,dio_05ce|dio_06gw,"dio_text_11r0rs0: same_family_basis; anchor=dio_05ce|dio_06gw; added=-; removed=-; passiv, keine Handlung.",True,False,False,False,False,False,False,False
dio_text_11zj9f0,same_family_basis,inner_variation_bearing_space,inner_variation_bearing_space,0.0,1.0,dio_023r|dio_05nf|dio_06rg|dio_0gmg|dio_0j7z|dio_0mk6|dio_17ny|dio_17qa|dio_1gv9|dio_1k4r|dio_1k9b,,,variant_resilient_text_island,variant_resilient_text_island,0.717858933,0.717858933,dio_023r|dio_05nf|dio_06rg|dio_0gmg|dio_0j7z|dio_0mk6|dio_17ny|dio_17qa|dio_1gv9|dio_1k4r|dio_1k9b,dio_023r|dio_05nf|dio_06rg|dio_0gmg|dio_0j7z|dio_0mk6|dio_17ny|dio_17qa|dio_1gv9|dio_1k4r|dio_1k9b,"dio_text_11zj9f0: same_family_basis; anchor=dio_023r|dio_05nf|dio_06rg|dio_0gmg|dio_0j7z|dio_0mk6|dio_17ny|dio_17qa|dio_1gv9|dio_1k4r|dio_1k9b; added=-; removed=-; passiv, keine Handlung.",True,False,False,False,False,False,False,False
dio_text_12390y,same_family_basis,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.0,1.0,dio_067m,,,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.206666667,dio_067m,dio_067m,"dio_text_12390y: same_family_basis; anchor=dio_067m; added=-; removed=-; passiv, keine Handlung.",True,False,False,False,False,False,False,False
dio_text_123xt6i,anchor_exchange,inner_soft_variation_space,inner_variation_bearing_space,0.139843733,0.333333333,dio_1a3i,dio_0lyl,dio_0g9z,variant_resilient_text_island,variant_resilient_text_island,0.5110816,0.650925333,dio_0g9z|dio_1a3i,dio_0lyl|dio_1a3i,"dio_text_123xt6i: anchor_exchange; anchor=dio_1a3i; added=dio_0lyl; removed=dio_0g9z; passiv, keine Handlung.",True,False,False,False,False,False,False,False
dio_text_12cwxbj,same_family_basis,inner_foreign_boundary_space,inner_foreign_boundary_space,0.0,1.0,dio_0p65|dio_0unl,,,new_unconfirmed_text_island,new_unconfirmed_text_island,0.333333333,0.333333333,dio_0p65|dio_0unl,dio_0p65|dio_0unl,"dio_text_12cwxbj: same_family_basis; anchor=dio_0p65|dio_0unl; added=-; removed=-; passiv, keine Handlung.",True,False,False,False,False,False,False,False
