summary_group,state,count,avg_family_stability,avg_score_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
anchor_exchange_state,same_family_basis,186,,,True,False,False,False,False,False,False,False
anchor_exchange_state,new_text_island,82,,,True,False,False,False,False,False,False,False
anchor_exchange_state,anchor_thinning,23,,,True,False,False,False,False,False,False,False
anchor_exchange_state,anchor_exchange,13,,,True,False,False,False,False,False,False,False
anchor_exchange_state,anchor_expansion,10,,,True,False,False,False,False,False,False,False
anchor_exchange_state,family_basis_replaced,1,,,True,False,False,False,False,False,False,False
totals,anchor_exchange,13,0.356762468,0.128988169,True,False,False,False,False,False,False,False
