inner_state,count,reward_sum,best_reward_sum,avg_reward,families,contact_qualities,avg_sehen_form_flow,spread_sehen_form_flow,avg_sehen_form_stability,spread_sehen_form_stability,avg_hoeren_energy_tone,spread_hoeren_energy_tone,avg_fuehlen_mcm_coherence,spread_fuehlen_mcm_coherence,avg_fuehlen_mcm_tension,spread_fuehlen_mcm_tension,passive_only
inner_carried,22,4.84151,21.424976,0.220069,"dio_0120,dio_04z7,dio_0akd,dio_0bmh,dio_0n9e,dio_0ofo,dio_1bwb","observed_potential,positive_real_contact",-0.03971,1.422834,0.136364,2.0,0.029994,0.247695,0.462311,1.208762,0.199109,0.385648,1
inner_open_observation,30,0.0,10.882658,0.0,"dio_040y,dio_0fzl,dio_0ps1,dio_10dk,dio_13u8,dio_14xc,dio_1d1z,dio_1d3r,dio_1f9y,dio_1mym",observed_potential,0.262093,1.496302,0.133333,2.0,0.100215,0.481581,0.441346,1.28805,0.312358,0.326754,1
inner_unfinished,4,0.0,2.780168,0.0,dio_1k7y,observed_potential,0.359266,0.0,0.0,0.0,-0.077778,0.0,0.378222,0.0,0.290899,0.0,1
