fragment_island_stability_state,island_count,fragment_groups,latest_symbols,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
single_passive_fragment_island_trace,2,dio_0x52+dio_0szn:persistent_shared_core|dio_0x52+dio_0szn:target_only_new_fragments,dio_fragment_island_0sa325x|dio_fragment_island_1k8xbbj,True,False,False,False,False,False,False,False
