run,tick,timestamp_ms,family,action,raw_action,kind,reward,best_action_training,best_reward_training,phase_active,phase_age,episode_relation,episode_binding_pressure,episode_release_pressure,trade_readiness,mature_transfer,relative_positive_reward
36,1,1767290300000000,dio_121e,WAIT,WAIT,observed_potential,0.0,SHORT,1.521206,0,9999,none,0.0,1.0,0.005864,0.005864,0.0
36,2,1767290600000000,dio_01yf,WAIT,WAIT,observed_potential,0.0,SHORT,1.174056,0,9999,none,0.0,1.0,0.005346,0.005346,0.0
36,3,1767290900000000,dio_1i0f,WAIT,WAIT,observed_potential,0.0,SHORT,0.793339,0,9999,none,0.0,1.0,0.005438,0.005438,0.0
36,4,1767291200000000,dio_0nvr,WAIT,WAIT,observed_potential,0.0,SHORT,0.103666,0,9999,none,0.0,1.0,0.00472,0.00472,0.0
36,5,1767291500000000,dio_0d07,WAIT,WAIT,observed_potential,0.0,LONG,0.275452,0,9999,none,0.0,1.0,0.00396,0.00396,0.0
36,6,1767291800000000,dio_08wa,WAIT,WAIT,observed_potential,0.0,LONG,0.240901,0,9999,none,0.0,1.0,0.003974,0.003974,0.0
36,7,1767292100000000,dio_1wwt,WAIT,WAIT,observed_potential,0.0,LONG,0.563943,0,9999,none,0.0,1.0,0.003894,0.003894,0.0
36,8,1767292400000000,dio_1d6j,WAIT,WAIT,observed_potential,0.0,LONG,1.143781,0,9999,none,0.0,1.0,0.004034,0.004034,0.0
36,9,1767292700000000,dio_1h5i,WAIT,WAIT,observed_potential,0.0,LONG,1.652416,0,9999,none,0.0,1.0,0.004246,0.004246,0.0
36,10,1767293000000000,dio_0nmi,WAIT,WAIT,observed_potential,0.0,LONG,2.0,0,9999,none,0.0,1.0,0.017049,0.017049,0.0
36,11,1767293300000000,dio_0f4h,LONG,LONG,positive_executed_contact,2.0,LONG,2.0,0,9999,none,0.0,1.0,0.172588,0.061115,1.0
36,16,1767294800000000,dio_0knp,WAIT,WAIT,observed_potential,0.0,LONG,0.04878,0,5,different_contact,0.0,1.0,0.00548,0.00548,0.0
37,1,1767290300000000,dio_121e,WAIT,WAIT,observed_potential,0.0,SHORT,1.521206,0,9999,none,0.0,1.0,0.019545,0.019545,0.0
37,2,1767290600000000,dio_01yf,WAIT,WAIT,observed_potential,0.0,SHORT,1.174056,0,9999,none,0.0,1.0,0.016301,0.016301,0.0
37,3,1767290900000000,dio_1i0f,WAIT,WAIT,observed_potential,0.0,SHORT,0.793339,0,9999,none,0.0,1.0,0.012728,0.012728,0.0
37,4,1767291200000000,dio_0nvr,WAIT,WAIT,observed_potential,0.0,SHORT,0.103666,0,9999,none,0.0,1.0,0.005402,0.005402,0.0
37,5,1767291500000000,dio_0d07,WAIT,WAIT,observed_potential,0.0,LONG,0.275452,0,9999,none,0.0,1.0,0.006525,0.006525,0.0
37,6,1767291800000000,dio_08wa,WAIT,WAIT,observed_potential,0.0,LONG,0.240901,0,9999,none,0.0,1.0,0.005443,0.005443,0.0
37,7,1767292100000000,dio_1wwt,WAIT,WAIT,observed_potential,0.0,LONG,0.563943,0,9999,none,0.0,1.0,0.007948,0.007948,0.0
37,8,1767292400000000,dio_1d6j,WAIT,WAIT,observed_potential,0.0,LONG,1.143781,0,9999,none,0.0,1.0,0.013797,0.013797,0.0
37,9,1767292700000000,dio_1h5i,WAIT,WAIT,observed_potential,0.0,LONG,1.652416,0,9999,none,0.0,1.0,0.019734,0.019734,0.0
37,10,1767293000000000,dio_0nmi,LONG,LONG,positive_executed_contact,2.0,LONG,2.0,0,9999,none,0.0,1.0,0.104784,0.059966,1.0
37,15,1767294500000000,dio_00eh,SHORT,SHORT,burdened_executed_contact,-0.431148,LONG,0.231148,0,5,different_contact,0.0,1.0,0.072906,0.066364,0.0
38,1,1767290300000000,dio_121e,SHORT,SHORT,positive_executed_contact,1.521206,SHORT,1.521206,0,9999,none,0.0,1.0,0.060186,0.060186,0.760603
38,6,1767291800000000,dio_08wa,WAIT,WAIT,observed_potential,0.0,LONG,0.240901,0,5,different_contact,0.0,1.0,0.012163,0.012163,0.0
38,7,1767292100000000,dio_1wwt,WAIT,WAIT,observed_potential,0.0,LONG,0.563943,0,6,different_contact,0.0,1.0,0.023235,0.023235,0.0
38,8,1767292400000000,dio_1d6j,WAIT,WAIT,observed_potential,0.0,LONG,1.143781,0,7,different_contact,0.0,1.0,0.044533,0.044533,0.0
38,9,1767292700000000,dio_1h5i,LONG,LONG,positive_executed_contact,1.652416,LONG,1.652416,0,8,none,0.0,1.0,0.064142,0.060884,0.826208
38,14,1767294200000000,dio_185j,WAIT,WAIT,observed_potential,0.0,LONG,0.69984,0,5,different_contact,0.0,1.0,0.004154,0.004154,0.0
38,15,1767294500000000,dio_018g,WAIT,WAIT,observed_potential,0.0,LONG,0.231148,0,6,different_contact,0.0,1.0,0.004547,0.004547,0.0
38,16,1767294800000000,dio_0knp,WAIT,WAIT,observed_potential,0.0,LONG,0.04878,0,7,different_contact,0.0,1.0,0.005151,0.005151,0.0
39,1,1767290300000000,dio_121e,SHORT,SHORT,positive_executed_contact,1.521206,SHORT,1.521206,0,9999,none,0.0,1.0,0.211842,0.081719,0.760603
39,6,1767291800000000,dio_08wa,WAIT,WAIT,observed_potential,0.0,LONG,0.240901,0,5,different_contact,0.0,1.0,0.022227,0.022227,0.0
39,7,1767292100000000,dio_1wwt,WAIT,WAIT,observed_potential,0.0,LONG,0.563943,0,6,different_contact,0.0,1.0,0.04661,0.04661,0.0
39,8,1767292400000000,dio_1d6j,LONG,LONG,positive_executed_contact,1.143781,LONG,1.143781,0,7,different_contact,0.0,1.0,0.091679,0.056826,0.57189
39,13,1767293900000000,dio_1j0n,WAIT,WAIT,observed_potential,0.0,LONG,1.209428,0,5,different_contact,0.0,1.0,0.004095,0.004095,0.0
39,14,1767294200000000,dio_185j,WAIT,WAIT,observed_potential,0.0,LONG,0.69984,0,6,different_contact,0.0,1.0,0.010018,0.010018,0.0
39,15,1767294500000000,dio_00eh,WAIT,WAIT,observed_potential,0.0,LONG,0.231148,0,7,different_contact,0.0,1.0,0.010662,0.010662,0.0
39,16,1767294800000000,dio_0knp,WAIT,WAIT,observed_potential,0.0,LONG,0.04878,0,8,none,0.0,1.0,0.005394,0.005394,0.0
