family,cross_lupe_state,left_label,right_label,appears_left,appears_right,left_count,right_count,left_dominant_category,right_dominant_category,left_categories,right_categories,left_avg_score,right_avg_score,score_delta_right_minus_left,left_avg_drift,right_avg_drift,left_text_islands,right_text_islands,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_0jhl,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1cgwgm,dio_text_1cgwgm,True,False,False,False,False,False,False,False
dio_0jpo,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.213333333,0.213333333,0.0,0.0,0.0,dio_text_sba9z7,dio_text_sba9z7,True,False,False,False,False,False,False,False
dio_0juh,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1xpijr,dio_text_1xpijr,True,False,False,False,False,False,False,False
dio_0jx1,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,soft_variation_space,"{""stable_core"": 1}","{""soft_variation_space"": 1}",0.4887576,0.469175667,-0.019581933,0.0,0.0,dio_text_mpbutk,dio_text_mpbutk,True,False,False,False,False,False,False,False
dio_0ksa,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,soft_variation_space,"{""stable_core"": 1}","{""soft_variation_space"": 1}",0.482839133,0.386772667,-0.096066466,0.0,0.0,dio_text_sg6q7d,dio_text_sg6q7d,True,False,False,False,False,False,False,False
dio_0l9d,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,new_raw_extension,"{""soft_variation_space"": 1}","{""new_raw_extension"": 1}",0.5275858,0.206666667,-0.320919133,0.0,0.0,dio_text_15hzmqv,dio_text_qtr0m5,True,False,False,False,False,False,False,False
dio_0lx3,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.510796333,0.26,-0.250796333,0.0,0.0,dio_text_1llvid6,dio_text_1rm15nd,True,False,False,False,False,False,False,False
dio_0lxp,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.213333333,0.213333333,0.0,0.0,0.0,dio_text_gnlzuv,dio_text_gnlzuv,True,False,False,False,False,False,False,False
dio_0mdk,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_1j4naiy,dio_text_1j4naiy,True,False,False,False,False,False,False,False
dio_0mlx,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_1nb8rj3,dio_text_1nb8rj3,True,False,False,False,False,False,False,False
dio_0mod,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.407346933,0.22,-0.187346933,0.0,0.0,dio_text_pxnfv9,dio_text_kfmtcz,True,False,False,False,False,False,False,False
dio_0mtm,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.393754667,0.213333333,-0.180421334,0.0,0.0,dio_text_1qdy1d4,dio_text_188sve0,True,False,False,False,False,False,False,False
dio_0n1z,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_j5ifpp,dio_text_j5ifpp,True,False,False,False,False,False,False,False
dio_0n61,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.213333333,0.213333333,0.0,0.0,0.0,dio_text_sba9z7,dio_text_sba9z7,True,False,False,False,False,False,False,False
dio_0nwm,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_mkk94q,dio_text_mkk94q,True,False,False,False,False,False,False,False
dio_0nyz,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.5004744,0.246666667,-0.253807733,0.0,0.0,dio_text_10zhe22,dio_text_1vfcwaq,True,False,False,False,False,False,False,False
dio_0o30,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_xqtcje,dio_text_xqtcje,True,False,False,False,False,False,False,False
dio_0o3g,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.5004744,0.246666667,-0.253807733,0.0,0.0,dio_text_10zhe22,dio_text_1vfcwaq,True,False,False,False,False,False,False,False
dio_0oic,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_13vvpp5,dio_text_13vvpp5,True,False,False,False,False,False,False,False
dio_0p4k,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.393766267,0.213333333,-0.180432934,0.0,0.0,dio_text_1wsyrye,dio_text_2fv6u4,True,False,False,False,False,False,False,False
dio_0p55,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.407344733,0.22,-0.187344733,0.0,0.0,dio_text_1ynjhxk,dio_text_1q4ywyr,True,False,False,False,False,False,False,False
dio_0pam,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1i95c1i,dio_text_1i95c1i,True,False,False,False,False,False,False,False
dio_0pkw,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_1fi99b2,dio_text_1fi99b2,True,False,False,False,False,False,False,False
dio_0pl4,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_wwblqc,dio_text_wwblqc,True,False,False,False,False,False,False,False
dio_0q96,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,soft_variation_space,"{""stable_core"": 1}","{""soft_variation_space"": 1}",0.482839133,0.386783467,-0.096055666,0.0,0.0,dio_text_sagras,dio_text_sagras,True,False,False,False,False,False,False,False
dio_0qsr,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_bfyz2y,dio_text_bfyz2y,True,False,False,False,False,False,False,False
dio_0qwb,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_c29c6,dio_text_c29c6,True,False,False,False,False,False,False,False
dio_0r5x,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.469388933,0.22,-0.249388933,0.0,0.0,dio_text_139he2x,dio_text_1i3utdl,True,False,False,False,False,False,False,False
dio_0rur,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.393768667,0.213333333,-0.180435334,0.0,0.0,dio_text_16u5ej1,dio_text_14s5xad,True,False,False,False,False,False,False,False
dio_0rwq,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_12o524i,dio_text_12o524i,True,False,False,False,False,False,False,False
dio_0u87,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1dt6aka,dio_text_1dt6aka,True,False,False,False,False,False,False,False
dio_0ui7,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.393766267,0.213333333,-0.180432934,0.0,0.0,dio_text_19hwb5v,dio_text_ab0vwf,True,False,False,False,False,False,False,False
dio_0uxe,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.407346933,0.22,-0.187346933,0.0,0.0,dio_text_pxnfv9,dio_text_kfmtcz,True,False,False,False,False,False,False,False
dio_0uzt,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.5004744,0.246666667,-0.253807733,0.0,0.0,dio_text_10zhe22,dio_text_1vfcwaq,True,False,False,False,False,False,False,False
dio_0vqe,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1u9hanc,dio_text_1u9hanc,True,False,False,False,False,False,False,False
dio_0vtu,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1qx4381,dio_text_1qx4381,True,False,False,False,False,False,False,False
dio_0w05,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1yy7b02,dio_text_1yy7b02,True,False,False,False,False,False,False,False
dio_0w94,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.213333333,0.213333333,0.0,0.0,0.0,dio_text_hhfioz,dio_text_hhfioz,True,False,False,False,False,False,False,False
dio_0wdq,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_n3vo3e,dio_text_n3vo3e,True,False,False,False,False,False,False,False
dio_0we7,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1375gtt,dio_text_1375gtt,True,False,False,False,False,False,False,False
dio_0wnz,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.510796333,0.26,-0.250796333,0.0,0.0,dio_text_1llvid6,dio_text_1rm15nd,True,False,False,False,False,False,False,False
dio_0wsf,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_c8iucg,dio_text_c8iucg,True,False,False,False,False,False,False,False
dio_0wsp,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_ica3lu,dio_text_ica3lu,True,False,False,False,False,False,False,False
dio_0ww2,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_xc1928,dio_text_xc1928,True,False,False,False,False,False,False,False
dio_0x0x,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_la9544,dio_text_la9544,True,False,False,False,False,False,False,False
dio_0x86,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_564ra6,dio_text_564ra6,True,False,False,False,False,False,False,False
dio_0ycr,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1dm1pbm,dio_text_1dm1pbm,True,False,False,False,False,False,False,False
dio_0ye9,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_1yf1lcl,dio_text_1yf1lcl,True,False,False,False,False,False,False,False
dio_0zmc,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_8y31ii,dio_text_8y31ii,True,False,False,False,False,False,False,False
dio_11f5,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.213333333,0.213333333,0.0,0.0,0.0,dio_text_ppv0li,dio_text_ppv0li,True,False,False,False,False,False,False,False
dio_11qj,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_88n1j5,dio_text_88n1j5,True,False,False,False,False,False,False,False
dio_11xf,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.393768067,0.213333333,-0.180434734,0.0,0.0,dio_text_1wpbm1s,dio_text_14h967m,True,False,False,False,False,False,False,False
dio_1215,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.407346933,0.22,-0.187346933,0.0,0.0,dio_text_pxnfv9,dio_text_kfmtcz,True,False,False,False,False,False,False,False
dio_12b2,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_1uuigxj,dio_text_1uuigxj,True,False,False,False,False,False,False,False
dio_12dn,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.4142404,0.226666667,-0.187573733,0.0,0.0,dio_text_1e700b9,dio_text_11gnkh6,True,False,False,False,False,False,False,False
dio_130c,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.4142404,0.226666667,-0.187573733,0.0,0.0,dio_text_1e700b9,dio_text_11gnkh6,True,False,False,False,False,False,False,False
dio_1378,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_v93qoj,dio_text_v93qoj,True,False,False,False,False,False,False,False
dio_13hp,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.4142404,0.226666667,-0.187573733,0.0,0.0,dio_text_1e700b9,dio_text_11gnkh6,True,False,False,False,False,False,False,False
dio_14iy,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.393769667,0.213333333,-0.180436334,0.0,0.0,dio_text_1hxbuwj,dio_text_lkoyvo,True,False,False,False,False,False,False,False
dio_14ls,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.475439467,0.213333333,-0.262106134,0.0,0.0,dio_text_1dg4vy8,dio_text_1u3qeu8,True,False,False,False,False,False,False,False
dio_14q2,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_y8vi92,dio_text_y8vi92,True,False,False,False,False,False,False,False
dio_14w8,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.213333333,0.213333333,0.0,0.0,0.0,dio_text_ppv0li,dio_text_ppv0li,True,False,False,False,False,False,False,False
dio_16qb,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.521313333,0.28,-0.241313333,0.0,0.0,dio_text_1orwsh,dio_text_axk913,True,False,False,False,False,False,False,False
dio_17u5,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1gg2suu,dio_text_1gg2suu,True,False,False,False,False,False,False,False
dio_17ud,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.521313333,0.28,-0.241313333,0.0,0.0,dio_text_1orwsh,dio_text_axk913,True,False,False,False,False,False,False,False
dio_17xt,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.475437467,0.213333333,-0.262104134,0.0,0.0,dio_text_8wkwtq,dio_text_1wdn09y,True,False,False,False,False,False,False,False
dio_17y0,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_g2ete1,dio_text_g2ete1,True,False,False,False,False,False,False,False
dio_1856,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_la9pia,dio_text_la9pia,True,False,False,False,False,False,False,False
dio_19rg,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.521313333,0.28,-0.241313333,0.0,0.0,dio_text_1orwsh,dio_text_axk913,True,False,False,False,False,False,False,False
dio_1ah9,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1hnuw0d,dio_text_1hnuw0d,True,False,False,False,False,False,False,False
dio_1ahw,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_w0pvwj,dio_text_w0pvwj,True,False,False,False,False,False,False,False
dio_1awd,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_shh0s9,dio_text_shh0s9,True,False,False,False,False,False,False,False
dio_1azw,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_w22g3p,dio_text_w22g3p,True,False,False,False,False,False,False,False
dio_1b8t,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.393768667,0.213333333,-0.180435334,0.0,0.0,dio_text_16u5ej1,dio_text_14s5xad,True,False,False,False,False,False,False,False
dio_1bj6,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_k1rwir,dio_text_k1rwir,True,False,False,False,False,False,False,False
dio_1bnp,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_65wy8h,dio_text_65wy8h,True,False,False,False,False,False,False,False
dio_1d3k,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.393766267,0.213333333,-0.180432934,0.0,0.0,dio_text_19hwb5v,dio_text_ab0vwf,True,False,False,False,False,False,False,False
dio_1del,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.510796333,0.26,-0.250796333,0.0,0.0,dio_text_1llvid6,dio_text_1rm15nd,True,False,False,False,False,False,False,False
dio_1di2,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_wwqosu,dio_text_wwqosu,True,False,False,False,False,False,False,False
dio_1e7a,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1gml6ou,dio_text_1gml6ou,True,False,False,False,False,False,False,False
dio_1eas,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.469388933,0.22,-0.249388933,0.0,0.0,dio_text_139he2x,dio_text_1i3utdl,True,False,False,False,False,False,False,False
dio_1ekr,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,soft_variation_space,"{""new_raw_extension"": 1}","{""soft_variation_space"": 1}",0.206666667,0.391925333,0.185258666,0.0,0.0,dio_text_1mvaeuf,dio_text_1mvaeuf,True,False,False,False,False,False,False,False
dio_1fbp,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.521313333,0.28,-0.241313333,0.0,0.0,dio_text_1orwsh,dio_text_axk913,True,False,False,False,False,False,False,False
