kinship_class,family_count,avg_similarity,same_action_count,same_outcome_count,families
open_to_open,5,0.858173149,2,1,"dio_02qu->dio_1k0r,dio_0arw->dio_0vc8,dio_14xc->dio_0cgn,dio_1txv->dio_0cgn,dio_1vpi->dio_0cgn"
