world_label,symbol_family,reflection_context_symbol,episodes,trades,tp,sl,reward_sum,carried_count,cautious_count,avg_reflection_carry,avg_reflection_strain,avg_reflection_alignment,unloaded_count,avg_reflection_world_support,avg_reflection_current_support,avg_trade_readiness,avg_mini_neuro_balance,avg_observation_learning_pressure,max_reflection_carry,max_reflection_strain,last_context_state,last_symbol,passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric
probe17,dio_14xc,dio_rctx_36k8q3,1,0,0,0,0.0,0,1,0.24126,0.265811,0.894679,0,0.193866,0.299187,0.022343,0.087046,0.636715,0.24126,0.265811,reflection_context_cautious,dio_14xcnvd,True,False,False,False,False
probe17,dio_143d,dio_rctx_vqnjh,1,0,0,0,0.0,0,1,0.237436,0.267226,0.901849,0,0.193268,0.29142,0.00129,0.084059,0.640252,0.237436,0.267226,reflection_context_cautious,dio_143dusg,True,False,False,False,False
probe17,dio_1m4n,dio_rctx_7t5ks3,1,0,0,0,0.0,0,1,0.236587,0.265405,0.907216,0,0.194834,0.287618,0.001248,0.09189,0.625633,0.236587,0.265405,reflection_context_cautious,dio_1m4no20,True,False,False,False,False
probe17,dio_1f9y,dio_rctx_1jfaxhe,3,1,1,0,1.0,0,3,0.233535,0.267876333,0.897567667,0,0.203670667,0.270035667,0.069669333,0.136071333,0.425879667,0.254724,0.27531,reflection_context_cautious,dio_1f9y063,True,False,False,False,False
probe17,dio_0n9e,dio_rctx_ewqxqr,3,1,1,0,1.0,0,3,0.227956333,0.271198667,0.907542667,0,0.201687,0.260064,0.059756667,0.126152,0.409754,0.243289,0.277033,reflection_context_cautious,dio_0n9edet,True,False,False,False,False
probe17,dio_0bmh,dio_rctx_oi5dun,2,0,0,0,0.0,0,2,0.210646,0.2585845,0.9615115,0,0.1933265,0.231815,0.0469105,0.084348,0.423374,0.21068,0.258594,reflection_context_cautious,dio_0bmhp4f,True,False,False,False,False
probe17,dio_13u8,dio_rctx_1v8piwp,3,0,0,0,0.0,0,3,0.209223,0.257545,0.966932333,0,0.194342667,0.227410333,0.040603,0.089429667,0.415955333,0.210428,0.257964,reflection_context_cautious,dio_13u8mhd,True,False,False,False,False
probe17,dio_0ofo,dio_rctx_1iljtbe,2,0,0,0,0.0,0,2,0.205436,0.265724,0.961921,0,0.1883005,0.22638,0.0382485,0.0592205,0.424606,0.20605,0.265938,reflection_context_cautious,dio_0ofox8n,True,False,False,False,False
probe17,dio_1k7y,dio_rctx_yi59jk,2,0,0,0,0.0,0,2,0.2029345,0.265652,0.968355,0,0.1886945,0.220339,0.036726,0.061189,0.406356,0.203538,0.265856,reflection_context_cautious,dio_1k7yck2,True,False,False,False,False
probe17,dio_1d3r,dio_rctx_1l7hkwk,3,0,0,0,0.0,0,3,0.201062,0.274948333,0.955213333,0,0.180908,0.225695,0.041461,0.022256667,0.431116333,0.202284,0.275378,reflection_context_cautious,dio_1d3rtjg,True,False,False,False,False
probe17,dio_10dk,dio_rctx_1a5mz64,3,0,0,0,0.0,0,3,0.183041667,0.277897667,0.987507,0,0.17742,0.189913,0.033056667,0.004816667,0.343775333,0.184016,0.278237,reflection_context_cautious,dio_10dkbdg,True,False,False,False,False
probe17,dio_0akd,dio_rctx_sla1jo,3,0,0,0,0.0,0,3,0.172615,0.254076667,0.957881,0,0.191568333,0.149449667,0.02497,0.075558333,0.225074,0.172636,0.254087,reflection_context_cautious,dio_0akdeip,True,False,False,False,False
probe17,dio_0fzl,dio_rctx_hj92ns,3,0,0,0,0.0,0,3,0.170747667,0.255434333,0.955448333,0,0.190796,0.146244333,0.021451333,0.071697,0.220211333,0.171385,0.25566,reflection_context_cautious,dio_0fzl1g8,True,False,False,False,False
probe17,dio_04z7,dio_rctx_t9em1z,2,0,0,0,0.0,0,2,0.17001,0.2560275,0.954869,0,0.190319,0.145188,0.019883,0.0693125,0.219928,0.17034,0.256144,reflection_context_cautious,dio_04z7fot,True,False,False,False,False
probe17,dio_0ps1,dio_rctx_qmeeh4,2,0,0,0,0.0,0,2,0.165689,0.2619105,0.954567,0,0.1861335,0.140701,0.019218,0.048386,0.2125245,0.166001,0.262019,reflection_context_cautious,dio_0ps1rry,True,False,False,False,False
probe17,dio_1d1z,dio_rctx_17ud2p6,3,0,0,0,0.0,0,3,0.157576333,0.277051,0.958044,0,0.176457,0.134500667,0.020170667,-0.009588,0.209837667,0.158129,0.277247,reflection_context_cautious,dio_1d1z7n5,True,False,False,False,False
probe18,dio_0120,dio_rctx_f7d03f,2,2,2,0,2.0,2,0,0.3513,0.2275025,0.763272,0,0.2447725,0.4815005,0.7869215,0.3501235,0.0,0.355105,0.228358,reflection_context_carried,dio_0120ekw,True,False,False,False,False
probe18,dio_1txv,dio_rctx_1v20r6o,3,0,0,0,0.0,3,0,0.253315667,0.231987,0.922024,0,0.218226333,0.296202667,0.056863333,0.217394,0.540721333,0.253841,0.232348,reflection_context_carried,dio_1txvf64,True,False,False,False,False
probe18,dio_0igh,dio_rctx_1v4qdog,1,0,0,0,0.0,0,1,0.248872,0.257876,0.885938,0,0.197544,0.311607,0.060725,0.113983,0.618171,0.248872,0.257876,reflection_context_cautious,dio_0ighd7c,True,False,False,False,False
probe18,dio_143d,dio_rctx_11eu0x2,2,0,0,0,0.0,0,2,0.237833,0.2659535,0.899532,0,0.192622,0.2930905,0.005501,0.089373,0.638409,0.238119,0.266054,reflection_context_cautious,dio_143dusg,True,False,False,False,False
probe18,dio_1qwp,dio_rctx_s1ubdd,3,1,1,0,1.0,0,3,0.235426667,0.266859333,0.891867,0,0.202562,0.275594333,0.085346333,0.139072333,0.422318,0.25486,0.275331,reflection_context_cautious,dio_1qwpcvu,True,False,False,False,False
probe18,dio_01vz,dio_rctx_1l2dphj,1,0,0,0,0.0,0,1,0.235361,0.261781,0.913179,0,0.196292,0.283112,0.001646,0.107719,0.605639,0.235361,0.261781,reflection_context_cautious,dio_01vz7nt,True,False,False,False,False
probe18,dio_1vpi,dio_rctx_jqknks,2,1,1,0,1.0,0,2,0.2257585,0.264258,0.915608,0,0.211412,0.243293,0.0641995,0.18332,0.3121015,0.248494,0.268928,reflection_context_cautious,dio_1vpirj0,True,False,False,False,False
probe18,dio_0ems,dio_rctx_1flthno,3,2,2,0,2.0,0,3,0.216141667,0.271288667,0.932030667,0,0.212188667,0.220973667,0.075499,0.187203667,0.204319667,0.243397,0.275015,reflection_context_cautious,dio_0emsx20,True,False,False,False,False
probe18,dio_0bmh,dio_rctx_1126tt4,1,0,0,0,0.0,0,1,0.210364,0.257161,0.961221,0,0.192913,0.231692,0.047114,0.090828,0.420607,0.210364,0.257161,reflection_context_cautious,dio_0bmhp4f,True,False,False,False,False
probe18,dio_02qu,dio_rctx_8uejhz,3,0,0,0,0.0,0,3,0.209331667,0.255520667,0.966693,0,0.194343667,0.227650667,0.0439,0.097979667,0.409694333,0.209747,0.255803,reflection_context_cautious,dio_02qut94,True,False,False,False,False
probe18,dio_0arw,dio_rctx_12a9nwv,1,0,0,0,0.0,0,1,0.206718,0.263391,0.959245,0,0.188378,0.229133,0.041455,0.068152,0.426595,0.206718,0.263391,reflection_context_cautious,dio_0arws0q,True,False,False,False,False
probe18,dio_00qb,dio_rctx_wbiwc0,1,0,0,0,0.0,0,1,0.203156,0.266325,0.96284,0,0.186434,0.223594,0.040334,0.058431,0.413149,0.203156,0.266325,reflection_context_cautious,dio_00qb6xd,True,False,False,False,False
probe18,dio_0fiy,dio_rctx_eenktb,3,0,0,0,0.0,0,3,0.202193333,0.272954667,0.952383333,0,0.180765667,0.228382333,0.045487333,0.030090667,0.432005333,0.202607,0.273241,reflection_context_cautious,dio_0fiypgb,True,False,False,False,False
probe18,dio_1g2t,dio_rctx_1htilm9,3,0,0,0,0.0,0,3,0.186038,0.273499333,0.984367333,0,0.179003,0.194636,0.036744667,0.021277333,0.349034667,0.186372,0.273729,reflection_context_cautious,dio_1g2tjcp,True,False,False,False,False
probe18,dio_0akd,dio_rctx_1wctso7,2,0,0,0,0.0,0,2,0.172141,0.253315,0.959021,0,0.1905815,0.149603,0.0250765,0.0791695,0.224433,0.172147,0.253317,reflection_context_cautious,dio_0akdeip,True,False,False,False,False
probe18,dio_1icz,dio_rctx_bsvjns,2,0,0,0,0.0,0,2,0.170772,0.2551385,0.958634,0,0.1893865,0.148021,0.0233385,0.073194,0.223048,0.171091,0.25525,reflection_context_cautious,dio_1icz3i3,True,False,False,False,False
probe18,dio_0t0v,dio_rctx_15ogdo9,1,0,0,0,0.0,0,1,0.167929,0.258662,0.958084,0,0.186792,0.144876,0.021454,0.06022,0.219679,0.167929,0.258662,reflection_context_cautious,dio_0t0va9u,True,False,False,False,False
probe18,dio_0x1o,dio_rctx_1rjmb4j,1,0,0,0,0.0,0,1,0.166643,0.261201,0.959328,0,0.184946,0.144274,0.021507,0.05099,0.220303,0.166643,0.261201,reflection_context_cautious,dio_0x1ohxe,True,False,False,False,False
probe18,dio_16yc,dio_rctx_as30ug,3,0,0,0,0.0,0,3,0.157792667,0.275949,0.962322667,0,0.174748,0.137070333,0.022473667,-0.004613667,0.213548667,0.157983,0.276082,reflection_context_cautious,dio_16yc7xq,True,False,False,False,False
