direction_support_state,family_count,avg_episode_count_delta,avg_best_reward_training_delta,avg_trade_readiness_delta,families,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
same_sensory_field_same_direction_but_reife_kippt,53,0.0,0.0,0.0,dio_01sj|dio_01w7|dio_03yz|dio_05ws|dio_06b8|dio_06gy|dio_07t9|dio_095l|dio_09u3|dio_0bde|dio_0bm2|dio_0g9z|dio_0jx1|dio_0l9d|dio_0nrp|dio_0o73|dio_0ocv|dio_0p12|dio_0pni|dio_0q96|dio_0rwa|dio_0t27|dio_0v3a|dio_0w16|dio_0x52|dio_0xkp|dio_0z2v|dio_11vr|dio_140n|dio_14eb,True,False,False,False,False,False,False,False
direction_support_reorganized,10,0.0,0.0,0.0,dio_005q|dio_0ft4|dio_0gmg|dio_0ksa|dio_108f|dio_19bg|dio_1a1w|dio_1o2b|dio_1vz0|dio_1wx6,True,False,False,False,False,False,False,False
