direction_support_state,symbol_family,alignment_state,shift_state,left_text_island_symbol,right_text_island_symbol,score_delta,sensory_field_distance,left_episode_count,right_episode_count,episode_count_delta,left_dominant_best_action,right_dominant_best_action,left_dominant_observation_action,right_dominant_observation_action,left_avg_best_reward_training,right_avg_best_reward_training,best_reward_training_delta,left_avg_trade_readiness,right_avg_trade_readiness,trade_readiness_delta,left_best_action_counts,right_best_action_counts,left_observation_action_counts,right_observation_action_counts,left_avg_close_reward,right_avg_close_reward,close_reward_delta,left_world_labels,right_world_labels,left_temporal_state_counts,right_temporal_state_counts,left_neuro_tone_counts,right_neuro_tone_counts,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
same_sensory_field_same_direction_but_reife_kippt,dio_01sj,same_sensory_field_but_less_lived_support,syntax_survives_reife_kippt,dio_text_l4qsr6,dio_text_l4qsr6,-0.276666666,0.014688326,39,39,0,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.011594436,0.011594436,0.0,LONG:39,LONG:39,LONG:39,LONG:39,0.0,0.0,0.0,-:20|probe26_6ep_varianteC:6|probe26_6ep_varianteD:6|varianteG_repro_check_probe25:2|varianteG_repro_check_probe26:2|varianteH_probe26:1|varianteH_repro_check_probe26:2,-:20|probe26_6ep_varianteC:6|probe26_6ep_varianteD:6|varianteG_repro_check_probe25:2|varianteG_repro_check_probe26:2|varianteH_probe26:1|varianteH_repro_check_probe26:2,temporal_far_return:14|temporal_first_contact:25,temporal_far_return:14|temporal_first_contact:25,focus_tone:39,focus_tone:39,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_01w7,same_sensory_field_but_less_lived_support,syntax_survives_reife_kippt,dio_text_149kk0l,dio_text_149kk0l,-0.276666666,0.038214,33,33,0,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.007042242,0.007042242,0.0,LONG:33,LONG:33,LONG:33,LONG:33,0.0,0.0,0.0,-:24|probe20_6ep_varianteD:2|varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:2|varianteH_probe26:1|varianteH_repro_check_probe26:2,-:24|probe20_6ep_varianteD:2|varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:2|varianteH_probe26:1|varianteH_repro_check_probe26:2,temporal_far_return:4|temporal_first_contact:29,temporal_far_return:4|temporal_first_contact:29,focus_tone:33,focus_tone:33,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_03yz,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_es8kma,dio_text_es8kma,-0.276666666,0.010234754,32,32,0,LONG,LONG,LONG,LONG,0.536061281,0.536061281,0.0,0.001244406,0.001244406,0.0,LONG:32,LONG:32,LONG:32,LONG:32,0.0,0.0,0.0,-:18|probe24_6ep:2|probe24_6ep_repro2:2|varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:2|varianteH_probe25:1|varianteH_probe26:1|varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,-:18|probe24_6ep:2|probe24_6ep_repro2:2|varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:2|varianteH_probe25:1|varianteH_probe26:1|varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,temporal_first_contact:32,temporal_first_contact:32,observation_tone:32,observation_tone:32,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_05ws,same_sensory_field_but_reife_kippt,syntax_survives_reife_kippt,dio_text_18ku4h1,dio_text_18ku4h1,-0.276666666,0.029998734,32,32,0,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.03475525,0.03475525,0.0,LONG:32,LONG:32,-:4|LONG:28,-:4|LONG:28,0.09491875,0.09491875,0.0,-:8|probe22_6ep_varianteC:2|varianteG_repro_check_probe22:2|varianteG_repro_check_probe24:2|varianteH_probe20:1|varianteH_probe22:1|varianteH_probe23:1|varianteH_probe24:1|varianteH_probe25:1|varianteH_probe26:1|varianteH_repro_check_probe20:2|varianteH_repro_check_probe22:2|varianteH_repro_check_probe23:2|varianteH_repro_check_probe24:2|varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,-:8|probe22_6ep_varianteC:2|varianteG_repro_check_probe22:2|varianteG_repro_check_probe24:2|varianteH_probe20:1|varianteH_probe22:1|varianteH_probe23:1|varianteH_probe24:1|varianteH_probe25:1|varianteH_probe26:1|varianteH_repro_check_probe20:2|varianteH_repro_check_probe22:2|varianteH_repro_check_probe23:2|varianteH_repro_check_probe24:2|varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,temporal_first_contact:32,temporal_first_contact:32,focus_tone:28|relief_tone:4,focus_tone:28|relief_tone:4,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_06b8,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_1mdfmx0,dio_text_1mdfmx0,-0.276666666,0.046450137,29,29,0,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.011519345,0.011519345,0.0,LONG:29,LONG:29,LONG:29,LONG:29,0.0,0.0,0.0,-:6|varianteG_repro_check_probe23:2|varianteH_probe20:1|varianteH_probe21:2|varianteH_probe22:1|varianteH_probe24:1|varianteH_probe25:1|varianteH_probe26:1|varianteH_repro_check_probe20:2|varianteH_repro_check_probe21:4|varianteH_repro_check_probe22:2|varianteH_repro_check_probe24:2|varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,-:6|varianteG_repro_check_probe23:2|varianteH_probe20:1|varianteH_probe21:2|varianteH_probe22:1|varianteH_probe24:1|varianteH_probe25:1|varianteH_probe26:1|varianteH_repro_check_probe20:2|varianteH_repro_check_probe21:4|varianteH_repro_check_probe22:2|varianteH_repro_check_probe24:2|varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,temporal_far_return:3|temporal_first_contact:26,temporal_far_return:3|temporal_first_contact:26,observation_tone:29,observation_tone:29,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_06gy,same_sensory_field_but_less_lived_support,syntax_survives_reife_kippt,dio_text_49bo5i,dio_text_49bo5i,-0.276666666,0.07553737,93,93,0,LONG,LONG,LONG,LONG,0.521548172,0.521548172,0.0,0.007007871,0.007007871,0.0,LONG:93,LONG:93,LONG:93,LONG:93,0.0,0.0,0.0,-:34|probe20_6ep_varianteC:2|probe20_6ep_varianteD:2|probe21:4|probe21_6ep:6|probe21_6ep_repro2:6|probe21_6ep_varianteC:6|probe21_6ep_varianteD:6|probe22_6ep_varianteC:4|probe22_6ep_varianteD:4|probe24_6ep_varianteC:4|probe24_6ep_varianteD:4|varianteG_repro_check_probe20:4|varianteG_repro_check_probe21:2|varianteG_repro_check_probe22:2|varianteH_probe21:1|varianteH_repro_check_probe21:2,-:34|probe20_6ep_varianteC:2|probe20_6ep_varianteD:2|probe21:4|probe21_6ep:6|probe21_6ep_repro2:6|probe21_6ep_varianteC:6|probe21_6ep_varianteD:6|probe22_6ep_varianteC:4|probe22_6ep_varianteD:4|probe24_6ep_varianteC:4|probe24_6ep_varianteD:4|varianteG_repro_check_probe20:4|varianteG_repro_check_probe21:2|varianteG_repro_check_probe22:2|varianteH_probe21:1|varianteH_repro_check_probe21:2,temporal_far_return:32|temporal_first_contact:61,temporal_far_return:32|temporal_first_contact:61,focus_tone:93,focus_tone:93,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_07t9,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_1iy6mgi,dio_text_1iy6mgi,-0.276666666,0.019520224,74,74,0,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.010222,0.010222,0.0,LONG:74,LONG:74,LONG:74,LONG:74,0.0,0.0,0.0,-:20|probe20_6ep_varianteC:6|probe20_6ep_varianteD:4|probe22_6ep_varianteC:6|probe22_6ep_varianteD:4|probe25_6ep_varianteC:6|probe25_6ep_varianteD:6|probe26_6ep_varianteC:6|probe26_6ep_varianteD:6|varianteG_repro_check_probe25:2|varianteG_repro_check_probe26:2|varianteH_probe25:1|varianteH_probe26:1|varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,-:20|probe20_6ep_varianteC:6|probe20_6ep_varianteD:4|probe22_6ep_varianteC:6|probe22_6ep_varianteD:4|probe25_6ep_varianteC:6|probe25_6ep_varianteD:6|probe26_6ep_varianteC:6|probe26_6ep_varianteD:6|varianteG_repro_check_probe25:2|varianteG_repro_check_probe26:2|varianteH_probe25:1|varianteH_probe26:1|varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,temporal_far_return:32|temporal_first_contact:42,temporal_far_return:32|temporal_first_contact:42,focus_tone:36|observation_tone:38,focus_tone:36|observation_tone:38,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_095l,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_ta4qe,dio_text_ta4qe,-0.276666666,0.009204752,41,41,0,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.002909073,0.002909073,0.0,LONG:41,LONG:41,LONG:41,LONG:41,0.0,0.0,0.0,-:18|probe20_6ep:4|probe20_6ep_repro2:4|probe20_6ep_varianteA:2|probe22_6ep_varianteA:4|probe24_6ep_varianteC:2|varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:2|varianteH_probe22:1|varianteH_repro_check_probe22:2,-:18|probe20_6ep:4|probe20_6ep_repro2:4|probe20_6ep_varianteA:2|probe22_6ep_varianteA:4|probe24_6ep_varianteC:2|varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:2|varianteH_probe22:1|varianteH_repro_check_probe22:2,temporal_far_return:6|temporal_first_contact:35,temporal_far_return:6|temporal_first_contact:35,observation_tone:41,observation_tone:41,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_09u3,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_hcsd1z,dio_text_hcsd1z,-0.276666666,0.01304513,34,34,0,SHORT,SHORT,SHORT,SHORT,1.0,1.0,0.0,0.004127441,0.004127441,0.0,SHORT:34,SHORT:34,SHORT:34,SHORT:34,0.0,0.0,0.0,-:12|probe21_6ep_varianteA:4|probe22_6ep:2|probe22_6ep_repro2:2|probe22_6ep_varianteC:2|probe25_6ep_varianteA:2|probe26_6ep_varianteA:2|varianteG_repro_check_probe24:2|varianteH_probe25:1|varianteH_probe26:1|varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,-:12|probe21_6ep_varianteA:4|probe22_6ep:2|probe22_6ep_repro2:2|probe22_6ep_varianteC:2|probe25_6ep_varianteA:2|probe26_6ep_varianteA:2|varianteG_repro_check_probe24:2|varianteH_probe25:1|varianteH_probe26:1|varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,temporal_far_return:2|temporal_first_contact:32,temporal_far_return:2|temporal_first_contact:32,focus_tone:34,focus_tone:34,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0bde,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_wgwxxp,dio_text_wgwxxp,-0.276666666,0.015096915,15,15,0,SHORT,SHORT,SHORT,SHORT,0.413339267,0.413339267,0.0,0.000562133,0.000562133,0.0,SHORT:15,SHORT:15,SHORT:15,SHORT:15,0.0,0.0,0.0,-:8|probe24_6ep_varianteD:2|varianteG_repro_check_probe22:2|varianteH_probe22:1|varianteH_repro_check_probe22:2,-:8|probe24_6ep_varianteD:2|varianteG_repro_check_probe22:2|varianteH_probe22:1|varianteH_repro_check_probe22:2,temporal_first_contact:15,temporal_first_contact:15,observation_tone:15,observation_tone:15,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0bm2,same_sensory_field_but_less_lived_support,syntax_survives_reife_kippt,dio_text_165ur45,dio_text_165ur45,-0.276666666,0.014139246,66,66,0,SHORT,SHORT,SHORT,SHORT,1.0,1.0,0.0,0.008082076,0.008082076,0.0,SHORT:66,SHORT:66,SHORT:66,SHORT:66,0.0,0.0,0.0,-:26|probe20_6ep_varianteD:4|probe25_6ep:2|probe25_6ep_repro2:2|probe25_6ep_varianteC:2|probe25_6ep_varianteD:4|probe26_6ep:4|probe26_6ep_repro2:4|probe26_6ep_varianteA:4|probe26_6ep_varianteD:2|varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:2|varianteG_repro_check_probe25:2|varianteH_probe25:1|varianteH_probe26:1|varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,-:26|probe20_6ep_varianteD:4|probe25_6ep:2|probe25_6ep_repro2:2|probe25_6ep_varianteC:2|probe25_6ep_varianteD:4|probe26_6ep:4|probe26_6ep_repro2:4|probe26_6ep_varianteA:4|probe26_6ep_varianteD:2|varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:2|varianteG_repro_check_probe25:2|varianteH_probe25:1|varianteH_probe26:1|varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,temporal_far_return:10|temporal_first_contact:56,temporal_far_return:10|temporal_first_contact:56,focus_tone:66,focus_tone:66,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0g9z,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_4aw9au,dio_text_4aw9au,-0.276666666,0.009414668,86,86,0,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.005182756,0.005182756,0.0,LONG:86,LONG:86,LONG:86,LONG:86,0.0,0.0,0.0,-:20|probe20_6ep_varianteC:6|probe20_6ep_varianteD:4|probe22_6ep_varianteC:6|probe22_6ep_varianteD:4|probe25_6ep:4|probe25_6ep_repro2:4|probe25_6ep_varianteA:4|probe25_6ep_varianteC:6|probe25_6ep_varianteD:4|probe26_6ep:4|probe26_6ep_repro2:4|probe26_6ep_varianteA:2|probe26_6ep_varianteC:6|varianteG_repro_check_probe22:2|varianteG_repro_check_probe25:1|varianteG_repro_check_probe26:2|varianteH_probe26:1|varianteH_repro_check_probe26:2,-:20|probe20_6ep_varianteC:6|probe20_6ep_varianteD:4|probe22_6ep_varianteC:6|probe22_6ep_varianteD:4|probe25_6ep:4|probe25_6ep_repro2:4|probe25_6ep_varianteA:4|probe25_6ep_varianteC:6|probe25_6ep_varianteD:4|probe26_6ep:4|probe26_6ep_repro2:4|probe26_6ep_varianteA:2|probe26_6ep_varianteC:6|varianteG_repro_check_probe22:2|varianteG_repro_check_probe25:1|varianteG_repro_check_probe26:2|varianteH_probe26:1|varianteH_repro_check_probe26:2,temporal_far_return:34|temporal_first_contact:52,temporal_far_return:34|temporal_first_contact:52,observation_tone:86,observation_tone:86,True,False,False,False,False,False,False,False
