left_family,right_family,left_episodes,right_episodes,left_reife_state,right_reife_state,reife_state_relation,left_neuro_tone,right_neuro_tone,neuro_tone_relation,left_action,right_action,action_relation,sense_distance,sense_similarity,mcm_distance,mcm_similarity,hearing_distance,hearing_similarity,temporal_distance,temporal_similarity,neuro_distance,neuro_similarity,reflection_distance,reflection_similarity,reife_distance,reife_similarity,meaning_distance,meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,neighbor_state,dio_neighbor_sentence
dio_15sa,dio_14mq,4,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.00169,0.999977,0.001947,0.99997,0.001058,0.999991,0.0,1.0,0.00044,0.999998,0.000165,1.0,0.0,1.0,0.001036,0.999991,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_15sa+dio_14mq: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1cs4,dio_1t2r,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.00284,0.999935,0.002168,0.999962,0.00533,0.999773,0.0,1.0,0.000231,1.0,0.000653,0.999997,0.0,1.0,0.001883,0.999972,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1cs4+dio_1t2r: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0a7l,dio_1rl5,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.006288,0.999684,0.004457,0.999841,0.001861,0.999972,0.0,1.0,0.000361,0.999999,0.000244,1.0,0.0,1.0,0.002783,0.999938,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0a7l+dio_1rl5: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_020m,dio_1ykd,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.004412,0.999844,0.005257,0.999779,0.004203,0.999859,0.0,1.0,0.001533,0.999981,0.000447,0.999998,0.0,1.0,0.00297,0.999929,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_020m+dio_1ykd: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_04is,dio_1sbp,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.005936,0.999718,0.003345,0.99991,0.009913,0.999214,0.0,1.0,0.000414,0.999999,0.000357,0.999999,0.0,1.0,0.003437,0.999906,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_04is+dio_1sbp: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0gqd,dio_1wc6,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.005699,0.99974,0.003957,0.999875,0.008503,0.999422,0.0,1.0,0.001313,0.999986,0.000407,0.999999,0.0,1.0,0.003475,0.999903,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0gqd+dio_1wc6: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1etx,dio_1mhr,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.005672,0.999743,0.004215,0.999858,0.008635,0.999404,0.0,1.0,0.001011,0.999992,0.000389,0.999999,0.0,1.0,0.003497,0.999902,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1etx+dio_1mhr: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0nff,dio_0qfg,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.007424,0.999559,0.004972,0.999802,0.005617,0.999748,0.0,1.0,0.00065,0.999997,0.000269,0.999999,0.0,1.0,0.003662,0.999893,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0nff+dio_0qfg: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_00x2,dio_0tfu,4,4,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.00571,0.999739,0.00444,0.999842,0.010624,0.999098,0.0,1.0,0.000433,0.999998,0.000323,0.999999,0.0,1.0,0.003709,0.99989,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_00x2+dio_0tfu: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_06oq,dio_0oqr,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.007159,0.99959,0.006087,0.999704,0.004798,0.999816,0.0,1.0,0.001703,0.999977,0.000537,0.999998,0.0,1.0,0.003914,0.999877,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_06oq+dio_0oqr: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1sbp,dio_1tfr,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.007498,0.99955,0.006782,0.999632,0.003325,0.999912,0.0,1.0,0.001405,0.999984,0.000435,0.999998,0.0,1.0,0.003922,0.999877,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1sbp+dio_1tfr: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_12ay,dio_04ui,6,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.00713,0.999593,0.00548,0.99976,0.007369,0.999566,0.0,1.0,0.001103,0.99999,0.000517,0.999998,0.0,1.0,0.003997,0.999872,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_12ay+dio_04ui: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_04is,dio_1tfr,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.006456,0.999667,0.004553,0.999834,0.011314,0.998977,0.0,1.0,0.000999,0.999992,0.000378,0.999999,0.0,1.0,0.004079,0.999867,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_04is+dio_1tfr: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0ww9,dio_0yez,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.008794,0.999382,0.00379,0.999885,0.009988,0.999203,0.0,1.0,0.000381,0.999999,4.9e-05,1.0,0.0,1.0,0.0042,0.999859,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0ww9+dio_0yez: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0d6d,dio_1386,6,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.007557,0.999543,0.004803,0.999815,0.009153,0.99933,0.0,1.0,0.001472,0.999983,0.000437,0.999998,0.0,1.0,0.00421,0.999858,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0d6d+dio_1386: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1uat,dio_08f8,4,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.010159,0.999175,0.004988,0.999801,0.004245,0.999856,0.0,1.0,0.002609,0.999946,0.00029,0.999999,0.0,1.0,0.004433,0.999843,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1uat+dio_08f8: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_15y3,dio_19fi,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.009187,0.999325,0.005214,0.999783,0.009521,0.999275,0.0,1.0,0.001283,0.999987,0.000395,0.999999,0.0,1.0,0.004706,0.999823,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_15y3+dio_19fi: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0gqd,dio_0tkr,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.00916,0.999329,0.008403,0.999435,0.006387,0.999674,0.0,1.0,0.001639,0.999979,0.000783,0.999995,0.0,1.0,0.005106,0.999792,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0gqd+dio_0tkr: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_19b1,dio_1vcq,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.010213,0.999166,0.009324,0.999305,0.002378,0.999955,0.0,1.0,0.002231,0.99996,0.000676,0.999996,0.0,1.0,0.005154,0.999788,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_19b1+dio_1vcq: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0cip,dio_0fip,4,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.00781,0.999512,0.006143,0.999698,0.014249,0.998378,0.0,1.0,0.001398,0.999984,0.000482,0.999998,0.0,1.0,0.00517,0.999786,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0cip+dio_0fip: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_08f8,dio_0w5n,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.007509,0.999549,0.007361,0.999567,0.011519,0.99894,0.0,1.0,0.002477,0.999951,0.000821,0.999995,0.0,1.0,0.005216,0.999782,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_08f8+dio_0w5n: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_17c5,dio_1evj,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.008203,0.999462,0.007058,0.999602,0.013219,0.998604,0.0,1.0,0.001461,0.999983,0.000419,0.999999,0.0,1.0,0.005346,0.999771,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_17c5+dio_1evj: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_005b,dio_0xs8,6,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.008601,0.999409,0.004254,0.999855,0.020182,0.996752,0.0,1.0,7.8e-05,1.0,8e-05,1.0,0.0,1.0,0.005439,0.999763,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_005b+dio_0xs8: gleiche passive Bedeutungsinsel, ohne Handlung."
