family,stability_state,baseline_trace,current_trace,baseline_strength,current_strength,baseline_reward,current_reward,baseline_phases,current_phases
dio_01ql,stable_trace,dio_trace_gehaltene_beobachtung,dio_trace_gehaltene_beobachtung,0.10804,0.10804,0.0,0.0,sensor_relation_probe2,sensor_relation_probe2
dio_0i9h,stable_trace,dio_trace_gehaltene_beobachtung,dio_trace_gehaltene_beobachtung,0.100252,0.100252,0.0,0.0,sensor_relation_probe6_variation,sensor_relation_probe6_variation
dio_0sul,stable_trace,dio_trace_gehaltene_beobachtung,dio_trace_gehaltene_beobachtung,0.099422,0.099422,0.0,0.0,sensor_relation_probe6_variation,sensor_relation_probe6_variation
dio_0mp4,stable_trace,dio_trace_gehaltene_beobachtung,dio_trace_gehaltene_beobachtung,0.099218,0.099218,0.0,0.0,order_shift_varianz,order_shift_varianz
dio_018g,stable_trace,dio_trace_gehaltene_beobachtung,dio_trace_gehaltene_beobachtung,0.099094,0.099094,0.0,0.0,order_shift,order_shift
dio_0789,stable_trace,dio_trace_gehaltene_beobachtung,dio_trace_gehaltene_beobachtung,0.098508,0.098508,0.0,0.0,sensor_relation_probe2,sensor_relation_probe2
dio_1j0n,stable_trace,dio_trace_gehaltene_beobachtung,dio_trace_gehaltene_beobachtung,0.09819,0.09819,0.0,0.0,order_shift,order_shift
dio_0lyu,stable_trace,dio_trace_gehaltene_beobachtung,dio_trace_gehaltene_beobachtung,0.098054,0.098054,0.0,0.0,sensor_relation_probe7_belastung,sensor_relation_probe7_belastung
dio_0r8e,stable_trace,dio_trace_gehaltene_beobachtung,dio_trace_gehaltene_beobachtung,0.098012,0.098012,0.0,0.0,order_shift_varianz,order_shift_varianz
dio_1mic,stable_trace,dio_trace_gehaltene_beobachtung,dio_trace_gehaltene_beobachtung,0.097832,0.097832,0.0,0.0,sensor_relation_probe2,sensor_relation_probe2
dio_0ie2,stable_trace,dio_trace_gehaltene_beobachtung,dio_trace_gehaltene_beobachtung,0.097738,0.097738,0.0,0.0,sensor_relation_probe3,sensor_relation_probe3
dio_00h2,stable_trace,dio_trace_ruhig,dio_trace_ruhig,0.08,0.08,0.0,0.0,sensor_relation_probe6_variation,sensor_relation_probe6_variation
dio_00rd,stable_trace,dio_trace_ruhig,dio_trace_ruhig,0.08,0.08,0.0,0.0,sensor_relation_probe7_belastung,sensor_relation_probe7_belastung
