summary_group,state,count,avg_family_stability,avg_score_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
anchor_exchange_state,same_family_basis,113,,,True,False,False,False,False,False,False,False
anchor_exchange_state,new_text_island,35,,,True,False,False,False,False,False,False,False
anchor_exchange_state,anchor_thinning,22,,,True,False,False,False,False,False,False,False
anchor_exchange_state,anchor_expansion,16,,,True,False,False,False,False,False,False,False
anchor_exchange_state,anchor_exchange,10,,,True,False,False,False,False,False,False,False
totals,anchor_exchange,10,0.412263814,0.25851258,True,False,False,False,False,False,False,False
