run,tick,timestamp_ms,family,action,entry_price,better_entry_training,entry_improvement_room,reward,trade_readiness,mature_transfer,phase_age,episode_relation
36,11,1767293300000000,dio_0f4h,LONG,98.18,98.08,0.001019,2.0,0.172588,0.061115,9999,none
37,10,1767293000000000,dio_0nmi,LONG,98.1,97.9,0.002039,2.0,0.104784,0.059966,9999,none
37,15,1767294500000000,dio_00eh,SHORT,100.66,101.18,0.005166,-0.431148,0.072906,0.066364,5,different_contact
38,1,1767290300000000,dio_121e,SHORT,99.72,99.9,0.001805,1.521206,0.060186,0.060186,9999,none
38,9,1767292700000000,dio_1h5i,LONG,97.96,97.82,0.001429,1.652416,0.064142,0.060884,8,none
39,1,1767290300000000,dio_121e,SHORT,99.72,99.9,0.001805,1.521206,0.211842,0.081719,9999,none
39,8,1767292400000000,dio_1d6j,LONG,97.82,97.66,0.001636,1.143781,0.091679,0.056826,7,different_contact
