stage,left_family,right_family,edge_visible,meaning_similarity,sense_similarity,mcm_similarity,hearing_similarity,temporal_similarity,neuro_similarity,reflection_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
M_FOLGEKONTAKT4,dio_0325,dio_10qz,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
M_FOLGEKONTAKT4,dio_0325,dio_114i,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
M_FOLGEKONTAKT4,dio_0325,dio_1ytc,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
M_FOLGEKONTAKT4,dio_10qz,dio_114i,True,0.999874,0.999703,0.999623,0.999743,1.0,0.999976,0.999993,True,False,False,False,False,False,False,False
M_FOLGEKONTAKT4,dio_10qz,dio_1ytc,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
M_FOLGEKONTAKT4,dio_114i,dio_1ytc,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
