extension_family,base_family,edge_visible,base_role,meaning_similarity,sense_similarity,mcm_similarity,hearing_similarity,temporal_similarity,neuro_similarity,sense_distance,mcm_distance,neuro_distance,passive_only,controlled_dataset_scope,long_run_claim,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_0325,dio_10qz,False,center_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.028646347,0.003431619,0.000736453,True,True,False,False,False,False,False,False,False,False
dio_0325,dio_114i,False,base_periphery,0.0,0.0,0.0,0.0,0.0,0.0,0.02886099,0.008328334,0.001633924,True,True,False,False,False,False,False,False,False,False
dio_0325,dio_1ytc,True,base_periphery,0.999767,0.999235,0.999946,0.996854,1.0,0.999998,0.018560832,0.002611391,0.000712094,True,True,False,False,False,False,False,False,False,False
