extension_family,base_family,edge_visible,base_role,meaning_similarity,sense_similarity,mcm_similarity,hearing_similarity,temporal_similarity,neuro_similarity,sense_distance,mcm_distance,neuro_distance,passive_only,controlled_dataset_scope,long_run_claim,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_0325,dio_10qz,False,center_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.028451199,0.002770413,0.000413196,True,True,False,False,False,False,False,False,False,False
dio_0325,dio_114i,False,center_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.028393879,0.008192071,0.001624866,True,True,False,False,False,False,False,False,False,False
dio_1ytc,dio_10qz,False,center_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False,False,False
dio_1ytc,dio_114i,False,center_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False,False,False
