family,step_count,trend,reward_sum,state_path,action_path,path,passive_sentence
dio_0arw,3,flat,4.154562,carried -> carried -> carried,probe19_run153:LONG -> probe19_run154:LONG -> probe19_run155:LONG,probe19_run153:carried -> probe19_run154:carried -> probe19_run155:carried,dio_0arw: bleibt ueber alle gelesenen Welten getragen (carried -> carried -> carried).
dio_0t0v,3,flat,3.109977,carried -> carried -> carried,probe19_run153:LONG -> probe19_run154:LONG -> probe19_run155:LONG,probe19_run153:carried -> probe19_run154:carried -> probe19_run155:carried,dio_0t0v: bleibt ueber alle gelesenen Welten getragen (carried -> carried -> carried).
dio_1u7v,3,flat,2.683176,carried -> carried -> carried,probe19_run153:SHORT -> probe19_run154:SHORT -> probe19_run155:SHORT,probe19_run153:carried -> probe19_run154:carried -> probe19_run155:carried,dio_1u7v: bleibt ueber alle gelesenen Welten getragen (carried -> carried -> carried).
dio_00qb,3,flat,0.0,held -> held -> held,probe19_run153:WAIT -> probe19_run154:WAIT -> probe19_run155:WAIT,probe19_run153:held -> probe19_run154:held -> probe19_run155:held,dio_00qb: bleibt stabil bei held (held -> held -> held).
dio_14xc,3,flat,0.0,observed -> observed -> observed,probe19_run153:WAIT -> probe19_run154:WAIT -> probe19_run155:WAIT,probe19_run153:observed -> probe19_run154:observed -> probe19_run155:observed,dio_14xc: bleibt stabil bei observed (observed -> observed -> observed).
dio_1vpi,3,flat,0.0,held -> held -> held,probe19_run153:WAIT -> probe19_run154:WAIT -> probe19_run155:WAIT,probe19_run153:held -> probe19_run154:held -> probe19_run155:held,dio_1vpi: bleibt stabil bei held (held -> held -> held).
