source_label,symbol_family,observed_possible_action,family_action,passive_observation_state,trace_count,run_count,potential_reward_sum,avg_potential_reward,avg_observation_learning_pressure,phase_active_count,inner_observation_note,passive_only,avg_sehen_form_flow,avg_sehen_form_stability,avg_sehen_form_change,avg_hoeren_energy_tone,avg_hoeren_energy_shift,avg_fuehlen_mcm_coherence,avg_fuehlen_mcm_tension,avg_fuehlen_mcm_asymmetry
probe15,dio_07rf,LONG,dio_07rf:LONG,passive_observation_repeated_potential_trace,3,3,0.862068,0.287356,0.060098667,0,"dio_07rf wurde 3x nicht gehandelt; spaeter lag LONG als Moeglichkeit im Raum (Potenzial=0.862068, Druck=0.060099).",1,-0.639125,0.0,-0.394091,0.132211,0.218391,0.362981,0.387016,-0.408814
probe15,dio_0cgn,LONG,dio_0cgn:LONG,passive_observation_repeated_potential_trace,3,3,3.0,1.0,0.078171667,0,"dio_0cgn wurde 3x nicht gehandelt; spaeter lag LONG als Moeglichkeit im Raum (Potenzial=3.000000, Druck=0.078172).",1,0.05444,1.0,0.108879,0.055143,0.206897,0.98456,0.063445,0.097996
probe15,dio_0gmg,LONG,dio_0gmg:LONG,passive_observation_repeated_potential_trace,3,3,3.0,1.0,0.068416333,0,"dio_0gmg wurde 3x nicht gehandelt; spaeter lag LONG als Moeglichkeit im Raum (Potenzial=3.000000, Druck=0.068416).",1,-0.758808,0.0,0.86012,-0.206849,-0.44086,0.342082,0.543195,-0.306676
probe15,dio_0izw,SHORT,dio_0izw:SHORT,passive_observation_repeated_potential_trace,3,3,3.0,1.0,0.050783667,0,"dio_0izw wurde 3x nicht gehandelt; spaeter lag SHORT als Moeglichkeit im Raum (Potenzial=3.000000, Druck=0.050784).",1,-0.140128,-1.0,-0.524462,0.056456,0.238693,-0.215808,0.166479,-0.156604
probe15,dio_15ms,SHORT,dio_15ms:SHORT,passive_observation_repeated_potential_trace,3,3,3.0,1.0,0.042782333,3,"dio_15ms wurde 3x nicht gehandelt; spaeter lag SHORT als Moeglichkeit im Raum (Potenzial=3.000000, Druck=0.042782).",1,0.302961,0.0,-0.845264,-0.02905,0.013333,0.391866,0.274687,-0.030538
probe15,dio_173s,SHORT,dio_173s:SHORT,passive_observation_repeated_potential_trace,3,3,3.0,1.0,0.072465333,0,"dio_173s wurde 3x nicht gehandelt; spaeter lag SHORT als Moeglichkeit im Raum (Potenzial=3.000000, Druck=0.072465).",1,-0.47548,0.0,0.637839,-0.190469,-0.151163,0.346669,0.381753,-0.14342
probe15,dio_1mx2,LONG,dio_1mx2:LONG,passive_observation_repeated_potential_trace,3,3,3.0,1.0,0.061858,0,"dio_1mx2 wurde 3x nicht gehandelt; spaeter lag LONG als Moeglichkeit im Raum (Potenzial=3.000000, Druck=0.061858).",1,-0.823245,1.0,0.275568,-0.122876,-0.180587,0.965595,0.441462,-0.430998
probe15,dio_1pfo,LONG,dio_1pfo:LONG,passive_observation_repeated_potential_trace,3,3,0.135747,0.045249,0.060343333,0,"dio_1pfo wurde 3x nicht gehandelt; spaeter lag LONG als Moeglichkeit im Raum (Potenzial=0.135747, Druck=0.060343).",1,-0.958963,1.0,0.150823,-0.011519,-0.248869,0.996775,0.431734,-0.550596
probe16,dio_04zi,LONG,dio_04zi:LONG,passive_observation_repeated_potential_trace,3,3,3.0,1.0,0.058018333,0,"dio_04zi wurde 3x nicht gehandelt; spaeter lag LONG als Moeglichkeit im Raum (Potenzial=3.000000, Druck=0.058018).",1,-0.984391,1.0,0.101715,0.180164,-0.057307,0.949554,0.505388,-0.538309
probe16,dio_06bd,SHORT,dio_06bd:SHORT,passive_observation_repeated_potential_trace,3,3,3.0,1.0,0.055572333,0,"dio_06bd wurde 3x nicht gehandelt; spaeter lag SHORT als Moeglichkeit im Raum (Potenzial=3.000000, Druck=0.055572).",1,-0.473624,-0.333333,-0.345201,0.373255,0.295567,0.095489,0.410921,-0.288964
