symbol_family,field,count,min,max,range,avg,stability,passive_only,influences_action
dio_14jl,sehen_form_stability,6,-1.0,-1.0,0.0,-1.0,stable,True,False
dio_14jl,hoeren_energy_tone,6,0.35115,0.364603,0.013453,0.357608,stable,True,False
dio_14jl,fuehlen_mcm_coherence,6,-0.302089,-0.298322,0.003767,-0.30013,stable,True,False
dio_14jl,fuehlen_mcm_tension,6,0.405982,0.416098,0.010116,0.41156,stable,True,False
dio_14jl,reflection_context_carry,6,0.216607,0.228655,0.012048,0.220715,stable,True,False
dio_14jl,reflection_context_strain,6,0.268428,0.272398,0.00397,0.270938,stable,True,False
dio_14jl,reflection_context_alignment,6,0.813267,0.837341,0.024074,0.82793,soft_variant,True,False
