symbol_family,passive_inner_awareness_state,count,wait_count,trade_count,withheld_best_trade_count,tp_count,sl_count,reward_sum,avg_reward,avg_best_reward,actions,best_actions,runs,passive_only,influences_action
dio_0u1i,inner_action_withholding_split,4,4,0,4,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
dio_1guc,inner_overcautious_carrying_pressure,4,4,0,4,0,0,0.0,0.0,1.0,WAIT,LONG,1|2,True,False
dio_05s4,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
dio_07rf,inner_cautious_potential,2,2,0,2,0,0,0.0,0.0,0.189573,WAIT,LONG,1|2,True,False
dio_0avw,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,LONG,1|2,True,False
dio_0cgn,inner_context_dependent_withholding,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,LONG,1|2,True,False
dio_0eh8,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
dio_0g0p,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,0.167866,WAIT,LONG,1|2,True,False
dio_0gtz,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
dio_0hd3,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
dio_0izw,inner_cautious_potential,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
dio_0jco,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
dio_0qze,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,LONG,1|2,True,False
dio_0szn,inner_cautious_potential,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
dio_0u8u,inner_cautious_potential,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
dio_0ufv,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,0.36855,WAIT,LONG,1|2,True,False
dio_0x52,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,LONG,1|2,True,False
dio_0y8w,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,LONG,1|2,True,False
dio_12jm,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,LONG,1|2,True,False
dio_1361,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,LONG,1|2,True,False
dio_13zu,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,0.023364,WAIT,LONG,1|2,True,False
dio_14eb,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
dio_14i8,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
dio_14jl,inner_cautious_potential,2,2,0,2,0,0,0.0,0.0,0.71066,WAIT,LONG,1|2,True,False
dio_15ms,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
dio_199c,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,LONG,1|2,True,False
dio_1ayy,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,LONG,1|2,True,False
dio_1d8w,inner_cautious_potential,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,LONG,1|2,True,False
dio_1g18,inner_cautious_potential,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
dio_1jn5,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,LONG,1|2,True,False
dio_1k8m,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,LONG,1|2,True,False
dio_1mpo,inner_cautious_potential,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
dio_1uv4,inner_cautious_potential,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,LONG,1|2,True,False
dio_1wie,inner_overcautious_carrying_pressure,2,2,0,2,0,0,0.0,0.0,1.0,WAIT,SHORT,1|2,True,False
