stage_index,stage_label,family,visible,attached_base_families,coupled_degree,island_count,vector_drift_from_previous_visible,episode_count,dominant_neuro_tone,dominant_temporal_state,passive_only,controlled_dataset_scope,long_run_claim,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
0,L,dio_0irs,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0irs,True,-,0,1,0.002453104,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0irs,True,-,0,1,0.000679822,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0irs,True,-,0,1,0.000638136,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0j34,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0j34,True,-,0,1,0.003490677,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0j34,True,-,0,1,0.003454325,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0j34,True,-,0,1,0.000252264,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0j8d,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0j8d,True,-,0,1,0.001995482,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0j8d,True,-,0,1,0.000183048,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0j8d,True,-,0,1,0.001867721,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0jdy,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0jdy,True,-,0,1,0.002103794,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0jdy,True,-,0,1,0.00207515,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0jdy,True,-,0,1,0.004706861,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0jg9,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0jg9,True,-,0,1,0.00045619,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0jg9,True,-,0,1,0.000448648,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0jg9,True,-,0,1,0.000738764,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0jhi,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
1,M,dio_0jhi,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0jhi,True,-,0,1,0.000401204,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0jhi,True,-,0,1,0.000580972,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0jhl,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
1,M,dio_0jhl,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0jhl,True,-,0,1,0.000376313,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0jhl,True,-,0,1,0.000255864,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0jp7,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0jp7,True,-,0,1,0.000590264,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0jp7,True,-,0,1,0.0007685,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0jp7,True,-,0,1,0.00049458,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0jty,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
1,M,dio_0jty,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
2,N,dio_0jty,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0jty,True,-,0,1,0.005520007,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0jvf,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
1,M,dio_0jvf,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
2,N,dio_0jvf,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0jvf,True,-,0,1,0.000305649,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0ka4,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0ka4,True,-,0,1,0.000945401,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0ka4,True,-,0,1,0.002170852,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0ka4,True,-,0,1,0.003853969,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0kae,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0kae,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
2,N,dio_0kae,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
3,O,dio_0kae,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
0,L,dio_0kdz,True,-,0,1,0.0,4,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0kdz,True,-,0,1,0.001262687,4,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0kdz,True,-,0,1,0.000710884,4,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0kdz,True,-,0,1,0.000657586,4,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0kg9,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0kg9,True,-,0,1,0.001877601,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0kg9,True,-,0,1,0.000305036,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0kg9,True,-,0,1,0.000660583,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0ksa,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0ksa,True,-,0,1,0.004629129,4,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0ksa,True,-,0,1,0.001487811,4,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0ksa,True,-,0,1,0.000318579,4,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0kua,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
1,M,dio_0kua,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0kua,True,-,0,1,0.000302486,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0kua,True,-,0,1,0.000818688,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0l9d,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0l9d,True,-,0,1,0.000562668,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0l9d,True,-,0,1,0.001855856,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0l9d,True,-,0,1,0.00152158,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0lck,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0lck,True,-,0,1,0.000982114,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0lck,True,-,0,1,0.002224095,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0lck,True,-,0,1,0.000450762,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0lf6,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0lf6,True,-,0,1,0.000281543,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0lf6,True,-,0,1,0.000333125,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0lf6,True,-,0,1,0.002727834,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0lr0,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0lr0,True,-,0,1,0.001099315,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0lr0,True,-,0,1,0.000656068,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0lr0,True,-,0,1,0.000491268,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0lrt,True,-,0,1,0.0,10,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0lrt,True,-,0,1,0.000293635,10,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0lrt,True,-,0,1,0.00086297,10,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0lrt,True,-,0,1,0.102515114,6,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0lt8,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0lt8,True,-,0,1,0.001763652,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0lt8,True,-,0,1,0.000555546,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0lt8,True,-,0,1,0.001796841,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0lu5,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0lu5,True,-,0,1,0.000381063,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0lu5,True,-,0,1,0.00052901,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0lu5,True,-,0,1,0.000380648,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0lvo,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
1,M,dio_0lvo,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
2,N,dio_0lvo,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0lvo,True,-,0,1,0.000536291,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0m1m,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0m1m,True,-,0,1,0.001219377,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0m1m,True,-,0,1,0.00218591,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0m1m,True,-,0,1,0.000630966,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0m7s,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0m7s,True,-,0,1,0.003123073,1,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0m7s,True,-,0,1,0.000353427,1,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0m7s,True,-,0,1,0.000386729,1,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0m9e,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0m9e,True,-,0,1,0.000283933,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0m9e,True,-,0,1,0.001913629,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0m9e,True,-,0,1,4.7606e-05,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0mhr,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
1,M,dio_0mhr,True,-,0,1,0.0,1,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0mhr,True,-,0,1,0.000353437,1,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0mhr,True,-,0,1,0.000386729,1,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0mtm,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0mtm,True,-,0,1,0.003228272,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0mtm,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
3,O,dio_0mtm,True,-,0,1,0.002621133,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0mtr,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0mtr,True,-,0,1,0.005797955,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0mtr,True,-,0,1,0.006905212,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0mtr,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
0,L,dio_0n41,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0n41,True,-,0,1,0.000915649,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0n41,True,-,0,1,0.000701026,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0n41,True,-,0,1,0.000435048,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0n6e,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0n6e,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
2,N,dio_0n6e,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
3,O,dio_0n6e,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
0,L,dio_0ngs,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0ngs,True,-,0,1,0.001001182,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0ngs,True,-,0,1,0.00187237,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0ngs,True,-,0,1,0.000704519,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0ni1,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0ni1,True,-,0,1,4.863e-06,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0ni1,True,-,0,1,0.002560835,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0ni1,True,-,0,1,0.000175082,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0niq,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
1,M,dio_0niq,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
2,N,dio_0niq,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0niq,True,-,0,1,0.001052174,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0nj5,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0nj5,True,-,0,1,0.00051005,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0nj5,True,-,0,1,0.003923511,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0nj5,True,-,0,1,0.000556208,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0nki,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0nki,True,-,0,1,0.001843141,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0nki,True,-,0,1,0.003264622,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0nki,True,-,0,1,0.000553405,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0nmw,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0nmw,True,-,0,1,0.002005687,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0nmw,True,-,0,1,0.003776531,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0nmw,True,-,0,1,0.000853948,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0nq0,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0nq0,True,-,0,1,0.001484968,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0nq0,True,-,0,1,0.001394318,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0nq0,True,-,0,1,0.000462549,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0nrp,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0nrp,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
2,N,dio_0nrp,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
3,O,dio_0nrp,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
0,L,dio_0nvd,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
1,M,dio_0nvd,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
2,N,dio_0nvd,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
3,O,dio_0nvd,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0o0t,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0o0t,True,-,0,1,0.000883211,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0o0t,True,-,0,1,0.000175977,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0o0t,True,-,0,1,0.001724363,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0o73,True,-,0,1,0.0,4,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0o73,True,-,0,1,0.004822784,1,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0o73,True,-,0,1,0.003427005,1,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0o73,True,-,0,1,3.8601e-05,1,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0ocp,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0ocp,True,-,0,1,0.001466697,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0ocp,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
3,O,dio_0ocp,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
0,L,dio_0ocu,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
1,M,dio_0ocu,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
2,N,dio_0ocu,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0ocu,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
0,L,dio_0oic,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
1,M,dio_0oic,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
2,N,dio_0oic,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
3,O,dio_0oic,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0omt,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0omt,True,-,0,1,0.000265664,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0omt,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
3,O,dio_0omt,True,-,0,1,0.00100318,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0p12,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0p12,True,-,0,1,0.008420582,3,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0p12,True,-,0,1,0.007774416,5,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0p12,True,-,0,1,4.5254e-05,5,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0p7h,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
1,M,dio_0p7h,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0p7h,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
3,O,dio_0p7h,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
0,L,dio_0p8l,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0p8l,True,-,0,1,0.003459257,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0p8l,True,-,0,1,0.000652684,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0p8l,True,-,0,1,0.000691187,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0pbq,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
1,M,dio_0pbq,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0pbq,True,-,0,1,0.001779306,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0pbq,True,-,0,1,0.001908118,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0pni,True,-,0,1,0.0,4,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0pni,True,-,0,1,0.000159399,4,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0pni,True,-,0,1,0.001986162,4,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0pni,True,-,0,1,0.002550713,4,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0py2,True,-,0,1,0.0,4,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0py2,True,-,0,1,0.000357479,4,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0py2,True,-,0,1,0.001150616,4,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0py2,True,-,0,1,0.000548967,4,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0q3d,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0q3d,True,-,0,1,0.00087399,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0q3d,True,-,0,1,0.000274405,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0q3d,False,-,0,0,0.0,0,-,-,True,True,False,False,False,False,False,False,False,False
0,L,dio_0q3v,True,-,0,1,0.0,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0q3v,True,-,0,1,0.000658297,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0q3v,True,-,0,1,0.001863643,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0q3v,True,-,0,1,0.00080978,2,observation_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0q64,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0q64,True,-,0,1,0.001036318,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0q64,True,-,0,1,0.002349931,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0q64,True,-,0,1,7.5122e-05,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0q96,True,-,0,1,0.0,4,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0q96,True,-,0,1,0.00220138,3,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
2,N,dio_0q96,True,-,0,1,0.000259823,3,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
3,O,dio_0q96,True,-,0,1,0.004883084,5,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
0,L,dio_0qcz,True,-,0,1,0.0,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
1,M,dio_0qcz,True,-,0,1,0.006601452,2,focus_tone,temporal_first_contact,True,True,False,False,False,False,False,False,False,False
