inner_spacetime_state,family_count,family_rate,passive_only,controlled_dataset_scope,long_run_claim,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
spacetime_latent_persistent_trace,240,0.655737705,True,True,False,False,False,False,False,False,False,False
spacetime_fading_trace,123,0.336065574,True,True,False,False,False,False,False,False,False,False
spacetime_stable_coupled_core,2,0.005464481,True,True,False,False,False,False,False,False,False,False
spacetime_open_trace,1,0.00273224,True,True,False,False,False,False,False,False,False,False
