inner_state,count,reward_sum,best_reward_sum,avg_reward,families,contact_qualities,avg_sehen_form_flow,spread_sehen_form_flow,avg_sehen_form_stability,spread_sehen_form_stability,avg_hoeren_energy_tone,spread_hoeren_energy_tone,avg_fuehlen_mcm_coherence,spread_fuehlen_mcm_coherence,avg_fuehlen_mcm_tension,spread_fuehlen_mcm_tension,passive_only
inner_carried,10,9.116984,11.190302,0.911698,"dio_0arw,dio_0t0v,dio_1u7v","observed_potential,positive_real_contact",-0.157214,0.49066,0.2,2.0,-0.004962,0.133275,0.509711,1.215069,0.14912,0.234707,1
inner_unknown,8,2.2187,4.211872,0.277338,"dio_00qb,dio_0120,dio_02qu,dio_0akd","observed_potential,positive_real_contact",0.31971,0.627831,0.0,2.0,0.011351,0.193923,0.379432,1.180481,0.219137,0.258351,1
inner_open_observation,4,0.0,0.37806,0.0,dio_14xc,observed_potential,0.822477,0.0,1.0,0.0,0.010545,0.0,0.997047,0.0,0.377032,0.0,1
inner_cautious,4,-0.684966,0.569932,-0.171241,dio_1vpi,"negative_real_contact,observed_potential",0.742634,0.0,1.0,0.0,-0.052832,0.0,0.985207,0.0,0.348372,0.0,1
