neighbor_state,pair_count,family_count,families,max_meaning_similarity,avg_meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
passive_same_meaning_island,120,129,dio_002s|dio_00fq|dio_03bb|dio_03em|dio_03yz|dio_05k3|dio_05ue|dio_05ws|dio_06b8|dio_0892|dio_08e1|dio_093t|dio_095l|dio_09u3|dio_09xu|dio_0a6g|dio_0adc|dio_0alq|dio_0b1z|dio_0b8a|dio_0bde|dio_0bkt|dio_0bm2|dio_0eck|dio_0fdh|dio_0fsw|dio_0g9z|dio_0ghz|dio_0gvf|dio_0h3x|dio_0hd3|dio_0j6l|dio_0jx1|dio_0ka4|dio_0l9d|dio_0liz|dio_0lyl|dio_0mod|dio_0o3g|dio_0o5p|dio_0oah|dio_0pca|dio_0pd1|dio_0r5x|dio_0rwa|dio_0s6o|dio_0t7r|dio_0us2|dio_0v3a|dio_0w16|dio_0wb6|dio_0wnz|dio_0wsp|dio_0xkp|dio_0xn0|dio_0xu6|dio_0yn1|dio_0z2v|dio_1001|dio_101q|dio_105u|dio_106w|dio_10mi|dio_118t|dio_11bp|dio_11ex|dio_11vr|dio_12b2|dio_12g8|dio_12im|dio_13cn|dio_13di|dio_13ek|dio_13p1|dio_140n|dio_14xc|dio_15r6|dio_15s8|dio_168n|dio_16qb|dio_16ry|dio_16xo|dio_17xt|dio_17y9|dio_1958|dio_19b6|dio_19mp|dio_19rg|dio_19uu|dio_1a1a|dio_1a3i|dio_1awd|dio_1bj6|dio_1del|dio_1ekr|dio_1f9y|dio_1fbp|dio_1hj5|dio_1hjm|dio_1hzg|dio_1i05|dio_1im7|dio_1ing|dio_1jtk|dio_1ldu|dio_1lj9|dio_1lno|dio_1m6t|dio_1mhq|dio_1mni|dio_1mxa|dio_1nvu|dio_1ocs|dio_1og2|dio_1omn|dio_1pen|dio_1qmr|dio_1qt4|dio_1s88|dio_1siy|dio_1t1w|dio_1tj7|dio_1tsz|dio_1ull|dio_1vz0|dio_1wx6|dio_1x64|dio_1xfl|dio_1xjq,0.999919,0.999353,True,False,False,False,False,False,False,False
