transition,text_island_symbol,left_inner_map_state,right_inner_map_state,left_maturity_state,right_maturity_state,semantic_maturity_delta,stability_pressure_delta,variation_bearing_delta,drift_pressure_delta,right_families,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
G_ONLY->G_H,dio_text_10tdlgu,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1h6s,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_11gnkh6,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0t1p|dio_12dn|dio_130c|dio_13hp,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_12o524i,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0rwq,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1375gtt,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0we7,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_139mrrt,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_105u|dio_1t1w,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_13vvpp5,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0oic,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_14eizb9,inner_unconfirmed_raw_space,inner_stable_recurrence_space,new_unconfirmed_text_island,stable_recurrent_text_island,0.275720466,0.22239795,0.110288186,0.0,dio_19bg,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_14h967m,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_11xf|dio_1mdw,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_14mirbg,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1rl5,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_14s5xad,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0rur|dio_1b8t,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_152s7k2,inner_unconfirmed_raw_space,inner_drift_watch_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0687168,0.0539712,0.32748672,0.5,dio_0bde|dio_0z2v|dio_16ry,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_153gn8y,inner_unconfirmed_raw_space,inner_stable_recurrence_space,new_unconfirmed_text_island,stable_recurrent_text_island,0.275720466,0.22239795,0.110288186,0.0,dio_1jba,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_162ndwo,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0us2|dio_1x64,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_16inwym,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0fvb,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_16jvunu,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0inm,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_16mtr49,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_05pr,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_16qwab5,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1jgc,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_16wtsro,inner_unconfirmed_raw_space,inner_drift_watch_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0135522,-0.09773145,0.30542088,0.5,dio_0bm2,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_188sve0,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_06oz|dio_0mtm,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_18ku4h1,inner_unconfirmed_raw_space,inner_stable_recurrence_space,new_unconfirmed_text_island,stable_recurrent_text_island,0.275720466,0.22239795,0.110288186,0.0,dio_05ws,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1994dnl,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1jdz,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_19a4wib,inner_unconfirmed_raw_space,inner_soft_variation_space,new_unconfirmed_text_island,variant_resilient_text_island,0.245952467,0.02803595,0.398380987,0.0,dio_0m9e|dio_140n|dio_1bi7|dio_1o2b,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1asaq5b,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0a00,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1axxr0j,inner_unconfirmed_raw_space,inner_stable_recurrence_space,new_unconfirmed_text_island,stable_recurrent_text_island,0.275720466,0.22239795,0.110288186,0.0,dio_1si6,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1bd2xl5,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1pvr,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1c0lkzn,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1jhd,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1cgwgm,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0jhl,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1cy0nv8,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1s88,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1dddc9a,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1jtk,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1dm1pbm,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0ycr,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1dmfjko,inner_unconfirmed_raw_space,inner_stable_recurrence_space,new_unconfirmed_text_island,stable_recurrent_text_island,0.275720466,0.22239795,0.110288186,0.0,dio_0ocv,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1dt6aka,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0u87,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1es4uh3,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0fon,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1fi99b2,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0pkw,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1fz9hf9,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1hs5,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1gg2suu,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_17u5,True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1gh6i8d,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0fch,True,False,False,False,False,False,False,False
