direction_support_state,symbol_family,alignment_state,shift_state,left_text_island_symbol,right_text_island_symbol,score_delta,sensory_field_distance,left_episode_count,right_episode_count,episode_count_delta,left_dominant_best_action,right_dominant_best_action,left_dominant_observation_action,right_dominant_observation_action,left_avg_best_reward_training,right_avg_best_reward_training,best_reward_training_delta,left_avg_trade_readiness,right_avg_trade_readiness,trade_readiness_delta,left_best_action_counts,right_best_action_counts,left_observation_action_counts,right_observation_action_counts,left_avg_close_reward,right_avg_close_reward,close_reward_delta,left_world_labels,right_world_labels,left_temporal_state_counts,right_temporal_state_counts,left_neuro_tone_counts,right_neuro_tone_counts,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
direction_support_not_visible_right,dio_0t27,same_sensory_field_visible,syntax_survives_raw,dio_text_1j80ia3,dio_text_1j80ia3,0.0,0.00247908,4,4,0,WAIT,WAIT,-,-,0.0041945,0.0041595,-3.5e-05,1.475e-05,1.225e-05,-2.5e-06,LONG:2|WAIT:2,LONG:2|WAIT:2,-:2|LONG:2,-:2|LONG:2,0.0,0.0,0.0,varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,varianteI_weltkontakt_probe25:2|varianteI_weltkontakt_probe26:2,temporal_first_contact:4,temporal_first_contact:4,observation_tone:4,observation_tone:4,True,False,False,False,False,False,False,False
direction_support_reorganized,dio_0lrt,near_mcm_field_with_sensory_variation,syntax_survives_raw,dio_text_qf97iu,dio_text_qf97iu,0.0,0.090841314,6,4,-2,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.013632333,0.0081685,-0.005463833,LONG:6,LONG:4,LONG:6,LONG:4,0.0,0.0,0.0,varianteH_repro_check_probe20:2|varianteH_repro_check_probe22:4,varianteI_weltkontakt_probe20:2|varianteI_weltkontakt_probe22:2,temporal_far_return:2|temporal_first_contact:4,temporal_first_contact:4,focus_tone:6,focus_tone:4,True,False,False,False,False,False,False,False
direction_support_reorganized,dio_14ud,near_mcm_field_with_sensory_variation,syntax_survives_raw,dio_text_1pg5688,dio_text_1pg5688,0.0,0.137549273,4,2,-2,SHORT,SHORT,SHORT,SHORT,0.588968,1.0,0.411032,0.00601975,0.002757,-0.00326275,SHORT:4,SHORT:2,SHORT:4,SHORT:2,0.0,0.0,0.0,varianteH_repro_check_probe21:4,varianteI_weltkontakt_probe21:2,temporal_far_return:2|temporal_first_contact:2,temporal_first_contact:2,focus_tone:4,focus_tone:2,True,False,False,False,False,False,False,False
direction_support_reorganized,dio_1xka,near_mcm_field_with_sensory_variation,syntax_survives_raw,dio_text_s1hajl,dio_text_s1hajl,0.0,0.09116332,6,4,-2,SHORT,SHORT,SHORT,SHORT,1.0,0.7440945,-0.2559055,0.014717333,0.007995,-0.006722333,SHORT:6,SHORT:4,SHORT:6,SHORT:4,0.0,0.0,0.0,varianteH_repro_check_probe20:4|varianteH_repro_check_probe24:2,varianteI_weltkontakt_probe20:2|varianteI_weltkontakt_probe26:2,temporal_far_return:2|temporal_first_contact:4,temporal_first_contact:4,focus_tone:6,focus_tone:4,True,False,False,False,False,False,False,False
same_sensory_field_direction_reward_weakens,dio_1si6,same_sensory_field_visible,syntax_survives_raw,dio_text_1axxr0j,dio_text_1axxr0j,0.0,0.011964606,4,2,-2,SHORT,SHORT,SHORT,SHORT,0.5518295,0.114458,-0.4373715,0.001837,0.0003155,-0.0015215,LONG:2|SHORT:2,SHORT:2,LONG:2|SHORT:2,SHORT:2,0.0,0.0,0.0,varianteH_repro_check_probe21:2|varianteH_repro_check_probe23:2,varianteI_weltkontakt_probe21:2,temporal_first_contact:4,temporal_first_contact:2,focus_tone:4,focus_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_005k,same_sensory_field_visible,syntax_survives_raw,dio_text_1nx137c,dio_text_1nx137c,0.0,0.002384626,2,2,0,SHORT,SHORT,SHORT,SHORT,1.0,1.0,0.0,0.0023745,0.002373,-1.5e-06,SHORT:2,SHORT:2,SHORT:2,SHORT:2,0.0,0.0,0.0,varianteH_repro_check_probe25:2,varianteI_weltkontakt_probe25:2,temporal_first_contact:2,temporal_first_contact:2,focus_tone:2,focus_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_005q,same_sensory_field_visible,syntax_survives_raw,dio_text_1qox452,dio_text_1qox452,0.0,0.002752145,6,6,0,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.014278333,0.014295833,1.75e-05,LONG:6,LONG:6,LONG:6,LONG:6,0.0,0.0,0.0,varianteH_repro_check_probe20:2|varianteH_repro_check_probe22:2|varianteH_repro_check_probe24:2,varianteI_weltkontakt_probe20:2|varianteI_weltkontakt_probe22:2|varianteI_weltkontakt_probe24:2,temporal_first_contact:6,temporal_first_contact:6,focus_tone:4|observation_tone:2,focus_tone:3|observation_tone:3,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_00r9,same_sensory_field_visible,syntax_survives_raw,dio_text_bto3lt,dio_text_bto3lt,0.0,0.002881846,2,2,0,SHORT,SHORT,SHORT,SHORT,1.0,1.0,0.0,0.002877,0.0028775,5e-07,SHORT:2,SHORT:2,SHORT:2,SHORT:2,0.0,0.0,0.0,varianteH_repro_check_probe23:2,varianteI_weltkontakt_probe23:2,temporal_first_contact:2,temporal_first_contact:2,focus_tone:2,focus_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_010h,same_sensory_field_visible,syntax_survives_raw,dio_text_kyukuv,dio_text_kyukuv,0.0,0.004788569,2,2,0,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.0016775,0.001682,4.5e-06,LONG:2,LONG:2,LONG:2,LONG:2,0.0,0.0,0.0,varianteH_repro_check_probe25:2,varianteI_weltkontakt_probe25:2,temporal_first_contact:2,temporal_first_contact:2,observation_tone:2,observation_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0120,same_sensory_field_visible,syntax_survives_raw,dio_text_1ahli2l,dio_text_1ahli2l,0.0,0.002274949,2,2,0,LONG,LONG,LONG,LONG,0.667373,0.667373,0.0,0.0027535,0.0027565,3e-06,LONG:2,LONG:2,LONG:2,LONG:2,0.0,0.0,0.0,varianteH_repro_check_probe23:2,varianteI_weltkontakt_probe23:2,temporal_first_contact:2,temporal_first_contact:2,focus_tone:2,focus_tone:2,True,False,False,False,False,False,False,False
