run,tick,symbol_family,action,best_action_training,reward,driver,score_wait,score_long,score_short,base_score_wait,base_score_long,base_score_short,memory_bias_wait,memory_bias_long,memory_bias_short,trade_caution_long,trade_caution_short,wait_bias,trade_readiness,associative_trade,observation_trade_signal
128,1,dio_0wv3,LONG,LONG,1.264211,memory_bias,0.039105,0.409249,-0.332573,-0.009454,0.002827,0.002065,0.0,0.406422,-0.232932,0.0,0.101706,0.048559,0.254244,0.077475,0.011405
128,6,dio_14eb,SHORT,SHORT,1.405925,memory_bias,0.010694,-0.061193,1.46371,-0.007159,0.004222,0.000468,0.0,0.008114,1.463242,0.073529,0.0,0.017853,0.936608,0.07733,0.010862
128,11,dio_1ayy,WAIT,SHORT,0.0,wait_regulation,0.051789,-0.068828,0.013838,-0.006659,-0.00139,-0.001837,0.0,0.008743,0.056194,0.076181,0.040519,0.058448,0.034483,0.058358,0.001625
128,12,dio_1jn5,WAIT,SHORT,0.0,wait_regulation,0.054055,-0.066051,0.092029,-0.002157,-0.000464,-0.002077,0.0,0.009537,0.118365,0.075124,0.024259,0.056211,0.084191,0.059607,0.006596
128,13,dio_0szn,SHORT,SHORT,0.704152,memory_bias,0.035547,-0.067153,0.87975,0.001077,-0.00016,-0.00107,0.0,0.008607,0.880819,0.075599,0.0,0.03447,0.567328,0.054335,0.008145
128,18,dio_1cey,WAIT,LONG,0.0,wait_regulation,0.057559,-0.005777,-0.074031,-0.001119,-0.001076,-0.003473,0.0,0.043835,0.007575,0.048536,0.078133,0.058679,0.029364,0.057817,0.002351
