tick,timestamp_ms,symbol,symbol_family,action,raw_action,phase_active,phase_distance,phase_age,episode_binding_pressure,episode_release_pressure,episode_relation,best_action_training,reward,close_reward,best_reward_training,outcome_event,event_reward,event_raw_return,entry_price,tp_price,sl_price,exit_price,bars_held,better_entry_training,entry_improvement_room,score_wait,score_long,score_short,base_score_wait,base_score_long,base_score_short,wait_bias,trade_caution_long,trade_caution_short,immature_memory_pressure_long,immature_memory_pressure_short,weak_signal_pressure_long,weak_signal_pressure_short,readiness_wait,readiness_long,readiness_short,memory_bias_wait,memory_bias_long,memory_bias_short,associative_wait,associative_long,associative_short,observation_wait,observation_long,observation_short,observation_readiness_wait,observation_readiness_long,observation_readiness_short,trade_readiness,associative_trade,observation_trade_signal,observation_trade_readiness,maturity_gap,mature_transfer,observation_learning_action,observation_learning_pressure,sehen_form_flow,sehen_form_stability,sehen_form_change,hoeren_energy_tone,hoeren_energy_shift,fuehlen_mcm_coherence,fuehlen_mcm_tension,fuehlen_mcm_asymmetry
1,1767490300000000,dio_0c6oby6,dio_0c6o,LONG,LONG,0,1.000000,9999,0.000000,1.000000,none,SHORT,-1.000000,-1.788693,1.000000,SL,-1.000000,-0.002839,102.15000000,102.44000000,101.86000000,101.86000000,1,99.92000000,0.021831,0.029560,0.729489,-0.007370,-0.009470,0.002840,0.002202,0.039029,0.000000,0.052079,0.000000,0.046419,0.000000,0.005660,0.000000,0.466012,0.014941,0.000000,0.726649,0.042507,0.000000,0.068906,0.080184,0.000000,0.009082,0.000000,0.000000,0.000999,0.000000,0.466012,0.080184,0.009082,0.000999,0.000000,0.080184,-,0.000000,0.054440,1.000000,0.108879,0.055143,0.206897,0.984560,0.063445,0.097996
6,1767491800000000,dio_1qigcjr,dio_1qig,WAIT,WAIT,0,0.288799,5,0.000000,1.000000,different_contact,LONG,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,100.08000000,100.08000000,100.08000000,100.08000000,0,100.08000000,0.000000,0.051655,-0.016990,-0.068249,-0.007712,-0.001210,-0.002220,0.059367,0.055675,0.075877,0.046701,0.049821,0.008974,0.026055,0.000000,0.014059,0.004308,0.000000,0.039894,0.009847,0.000000,0.062118,0.061543,0.000000,0.003480,0.000000,0.000000,0.000383,0.000000,0.014059,0.062118,0.003480,0.000383,0.048059,0.014059,LONG,0.052980,-0.874202,1.000000,0.202334,-0.011927,-0.101781,0.996660,0.404548,-0.461349
7,1767492100000000,dio_0vc85jd,dio_0vc8,WAIT,WAIT,0,0.492441,6,0.000000,1.000000,different_contact,SHORT,0.000000,0.000000,0.438144,NO_TRADE,0.000000,0.000000,100.30000000,100.30000000,100.30000000,100.30000000,0,100.30000000,0.000000,0.057809,-0.065014,-0.049629,-0.001841,-0.001879,-0.002211,0.059650,0.074584,0.068553,0.049597,0.048712,0.024987,0.019842,0.000000,0.005009,0.007776,0.000000,0.011448,0.021135,0.000000,0.071553,0.049950,0.000000,0.000000,0.001753,0.000000,0.000000,0.000193,0.007776,0.071553,0.001753,0.000193,0.063776,0.007776,SHORT,0.066498,-0.483187,0.000000,0.648337,-0.183654,-0.206186,0.348577,0.383807,-0.156221
8,1767492400000000,dio_1g7l35z,dio_1g7l,WAIT,WAIT,0,0.517603,7,0.000000,1.000000,different_contact,SHORT,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,100.58000000,100.58000000,100.58000000,100.58000000,0,100.58000000,0.000000,0.061790,-0.066796,-0.020310,0.002393,-0.001864,-0.001646,0.059398,0.075312,0.056992,0.049747,0.046916,0.025566,0.010075,0.000000,0.004542,0.013386,0.000000,0.010381,0.038328,0.000000,0.064882,0.052242,0.000000,0.000000,0.003646,0.000000,0.000000,0.000401,0.013386,0.064882,0.003646,0.000401,0.051496,0.013386,SHORT,0.056181,-0.077222,-1.000000,0.464469,-0.135390,0.080214,-0.237909,0.163612,0.084271
9,1767492700000000,dio_1k0rwi1,dio_1k0r,LONG,LONG,0,0.308442,8,0.000000,1.000000,none,SHORT,-1.000000,-0.810979,1.000000,SL,-1.000000,-0.006905,100.80000000,101.49600000,100.10400000,100.10400000,2,99.48000000,0.013095,0.037143,0.625512,-0.016142,-0.003175,0.001041,0.000259,0.040318,0.000000,0.055499,0.000000,0.046896,0.000000,0.008603,0.000000,0.437378,0.013450,0.000000,0.624470,0.039099,0.000000,0.069949,0.058886,0.000000,0.010292,0.000000,0.000000,0.001132,0.000000,0.437378,0.069949,0.010292,0.001132,0.000000,0.069949,-,0.000000,0.254690,0.000000,0.154195,-0.105623,-0.057471,0.370425,0.176003,0.168139
14,1767494200000000,dio_1t73pqz,dio_1t73,WAIT,WAIT,0,0.230685,5,0.000000,1.000000,different_contact,SHORT,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,99.94000000,99.94000000,99.94000000,99.94000000,0,99.94000000,0.000000,0.057518,-0.064153,-0.019852,-0.001880,-0.001266,-0.001254,0.059398,0.074283,0.056832,0.049605,0.046922,0.024679,0.009911,0.000000,0.004986,0.013370,0.000000,0.011396,0.038235,0.000000,0.071228,0.051501,0.000000,0.000000,0.003968,0.000000,0.000000,0.000436,0.013370,0.071228,0.003968,0.000436,0.057858,0.013370,SHORT,0.062537,-0.375450,0.000000,0.577393,-0.152016,-0.343750,0.357435,0.313919,-0.140428
15,1767494500000000,dio_1q9bwwb,dio_1q9b,WAIT,WAIT,0,0.304811,6,0.000000,1.000000,different_contact,SHORT,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,100.18000000,100.18000000,100.18000000,100.18000000,0,100.18000000,0.000000,0.061887,-0.066745,-0.018708,0.002492,-0.001712,-0.000739,0.059396,0.075304,0.056414,0.049762,0.046901,0.025542,0.009512,0.000000,0.004494,0.013433,0.000000,0.010271,0.038445,0.000000,0.064196,0.053003,0.000000,0.000000,0.003588,0.000000,0.000000,0.000395,0.013433,0.064196,0.003588,0.000395,0.050763,0.013433,SHORT,0.055465,-0.055400,-1.000000,0.392229,-0.113507,0.094340,-0.231782,0.133698,0.081979
16,1767494800000000,dio_0rb2qnk,dio_0rb2,WAIT,WAIT,0,0.336723,7,0.000000,1.000000,different_contact,SHORT,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,100.02000000,100.02000000,100.02000000,100.02000000,0,100.02000000,0.000000,0.062408,-0.067802,-0.018561,0.003016,-0.001931,-0.000912,0.059391,0.075718,0.056342,0.049821,0.046871,0.025896,0.009471,0.000000,0.004308,0.013529,0.000000,0.009847,0.038692,0.000000,0.061542,0.054635,0.000000,0.000000,0.003421,0.000000,0.000000,0.000376,0.013529,0.061542,0.003421,0.000376,0.048013,0.013529,SHORT,0.052748,0.033347,-1.000000,-0.259186,-0.051115,0.064516,-0.214312,0.076944,-0.030627
17,1767495100000000,dio_1jo7eef,dio_1jo7,WAIT,WAIT,0,0.429812,8,0.000000,1.000000,none,SHORT,0.000000,0.000000,0.541401,NO_TRADE,0.000000,0.000000,99.64000000,99.64000000,99.64000000,99.64000000,0,99.64000000,0.000000,0.063538,-0.071149,-0.042853,0.003944,-0.003170,-0.001828,0.059594,0.076982,0.065891,0.049940,0.048312,0.027042,0.017579,0.000000,0.003939,0.009026,0.000000,0.009003,0.024866,0.000000,0.056268,0.054149,0.000000,0.000000,0.001681,0.000000,0.000000,0.000185,0.009026,0.056268,0.001681,0.000185,0.047242,0.009026,SHORT,0.050401,-0.044569,-1.000000,-0.533638,0.140686,0.254777,-0.239392,0.163189,-0.102076
18,1767495400000000,dio_1w4m0ap,dio_1w4m,WAIT,WAIT,0,0.227155,9,0.000000,1.000000,none,LONG,0.000000,0.000000,1.000000,NO_TRADE,0.000000,0.000000,99.32000000,99.32000000,99.32000000,99.32000000,0,99.32000000,0.000000,0.058031,-0.018104,-0.069715,-0.001326,-0.002486,-0.002406,0.059357,0.056022,0.076459,0.046627,0.049919,0.009395,0.026541,0.000000,0.014290,0.004003,0.000000,0.040404,0.009150,0.000000,0.065245,0.057190,0.000000,0.003593,0.000000,0.000000,0.000395,0.000000,0.014290,0.065245,0.003593,0.000395,0.050954,0.014290,LONG,0.055956,-0.344651,0.000000,-0.245917,0.165485,-0.031646,0.353664,0.253604,-0.258354
