debug_root,root_name,episodes,executed_confirmed_count,executed_confirmed_reward,overheld_count,overheld_potential,observed_potential_count,observed_potential,quiet_count,binding_balance_note
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,32,10,11.84597,1,0.743903,21,11.177723,0,mixed
