candidate_family,stage,candidate_found,candidate_episode_count,candidate_neuro_tone,candidate_temporal_state,candidate_island_id,candidate_island_state,candidate_island_family_count,partner_family,partner_found,partner_episode_count,partner_neuro_tone,partner_temporal_state,whole_distance,sensory_distance,mcm_distance,neuro_distance,same_neuro_tone,same_temporal_state,same_island,partner_relation_state,relation_reading,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_0scd,H_REPRO,True,2,focus_tone,temporal_first_contact,dio_semantic_island_118,isolated_trace,1,-,False,,,,,,,,,,False,not_coupled_in_stage,keine gemeinsame Insel in dieser Stage,True,False,False,False,False,False,False,False
dio_0scd,I_WELTKONTAKT,True,2,focus_tone,temporal_first_contact,dio_semantic_island_1,raw_semantic_island,3,dio_0axn,True,2,focus_tone,temporal_first_contact,0.009159753,0.015841363,0.010512166,0.001192071,True,True,True,tight_partner_coupling,sehr enge passive Bedeutungsnaehe,True,False,False,False,False,False,False,False
dio_0scd,I_WELTKONTAKT,True,2,focus_tone,temporal_first_contact,dio_semantic_island_1,raw_semantic_island,3,dio_122f,True,2,focus_tone,temporal_first_contact,0.017498799,0.032750368,0.01418971,0.000993734,True,True,True,tight_partner_coupling,sehr enge passive Bedeutungsnaehe,True,False,False,False,False,False,False,False
dio_114i,H_REPRO,True,2,focus_tone,temporal_first_contact,dio_semantic_island_152,isolated_trace,1,-,False,,,,,,,,,,False,not_coupled_in_stage,keine gemeinsame Insel in dieser Stage,True,False,False,False,False,False,False,False
dio_114i,I_WELTKONTAKT,True,2,focus_tone,temporal_first_contact,dio_semantic_island_3,raw_semantic_island,3,dio_10qz,True,2,focus_tone,temporal_first_contact,0.005987727,0.009461208,0.007762747,0.002638466,True,True,True,tight_partner_coupling,sehr enge passive Bedeutungsnaehe,True,False,False,False,False,False,False,False
dio_114i,I_WELTKONTAKT,True,2,focus_tone,temporal_first_contact,dio_semantic_island_3,raw_semantic_island,3,dio_1ytc,True,2,focus_tone,temporal_first_contact,0.011097061,0.018856627,0.012912569,0.003092681,True,True,True,tight_partner_coupling,sehr enge passive Bedeutungsnaehe,True,False,False,False,False,False,False,False
