symbol_family,reflection_state,source_count,states,actions,sources,reward_delta,episode_delta,wait_trace_count,dio_syntax_sentence,passive_only,writes_training_memory,read_by_mini_dio,influences_action,is_gate,is_motoric
dio_19i4,stable_passive_reorganization_trace,1,family_burden_reorganized_to_observation,SHORT,probe16_probe7,2.0,-2,1,conflict_awareness_stability|dio_19i4|stable_passive_reorganization_trace|sources=1|wait=1,1,0,0,0,0,0
dio_1k0r,stable_passive_reorganization_trace,1,family_burden_reorganized_to_observation,LONG,probe16_probe7,2.0,-2,1,conflict_awareness_stability|dio_1k0r|stable_passive_reorganization_trace|sources=1|wait=1,1,0,0,0,0,0
