symbol_family,maturation_state,count,runs,first_moment_state,last_moment_state,moment_path,binding_path,action_path,reward_sum,event_reward_sum,maturation_reward_sum,timeline_sentence,passive_only
dio_0ofo,maturation_stable_carried,1,161,moment_carried,moment_carried,moment_carried,multisensory_carried_contact,LONG,1.0,1.0,1.0,dio_0ofo: Reife=maturation_stable_carried; Verlauf=moment_carried; reward_sum=1.000000.,1
dio_0ps1,maturation_stable_carried,1,160,moment_carried,moment_carried,moment_carried,multisensory_carried_contact,LONG,1.0,1.0,1.0,dio_0ps1: Reife=maturation_stable_carried; Verlauf=moment_carried; reward_sum=1.000000.,1
dio_1k7y,maturation_stable_carried,3,"159,160,161",moment_carried,moment_carried,moment_carried -> moment_carried -> moment_carried,multisensory_carried_contact -> multisensory_carried_contact -> multisensory_carried_contact,LONG -> LONG -> LONG,3.0,3.0,3.0,dio_1k7y: Reife=maturation_stable_carried; Verlauf=moment_carried -> moment_carried -> moment_carried; reward_sum=3.000000.,1
dio_1c6b,maturation_mixed_recurrence,3,"159,160,161",moment_quiet_observed,moment_carried,moment_quiet_observed -> moment_quiet_observed -> moment_carried,multisensory_quiet_observation -> multisensory_quiet_observation -> multisensory_carried_contact,WAIT -> WAIT -> SHORT,1.0,1.0,1.0,dio_1c6b: Reife=maturation_mixed_recurrence; Verlauf=moment_quiet_observed -> moment_quiet_observed -> moment_carried; reward_sum=1.000000.,1
dio_1d1z,maturation_mixed_recurrence,2,"159,160",moment_quiet_observed,moment_carried,moment_quiet_observed -> moment_carried,multisensory_quiet_observation -> multisensory_carried_contact,WAIT -> SHORT,1.0,1.0,1.0,dio_1d1z: Reife=maturation_mixed_recurrence; Verlauf=moment_quiet_observed -> moment_carried; reward_sum=1.000000.,1
dio_0120,maturation_quiet_observation,1,160,moment_quiet_held,moment_quiet_held,moment_quiet_held,multisensory_quiet_hold,WAIT,0.0,0.0,0.0,dio_0120: Reife=maturation_quiet_observation; Verlauf=moment_quiet_held; reward_sum=0.000000.,1
dio_01vz,maturation_quiet_observation,2,"159,161",moment_quiet_observed,moment_quiet_observed,moment_quiet_observed -> moment_quiet_observed,multisensory_quiet_observation -> multisensory_quiet_observation,WAIT -> WAIT,0.0,0.0,0.0,dio_01vz: Reife=maturation_quiet_observation; Verlauf=moment_quiet_observed -> moment_quiet_observed; reward_sum=0.000000.,1
dio_040y,maturation_quiet_observation,1,159,moment_quiet_observed,moment_quiet_observed,moment_quiet_observed,multisensory_quiet_observation,WAIT,0.0,0.0,0.0,dio_040y: Reife=maturation_quiet_observation; Verlauf=moment_quiet_observed; reward_sum=0.000000.,1
dio_10dk,maturation_quiet_observation,1,159,moment_quiet_observed,moment_quiet_observed,moment_quiet_observed,multisensory_quiet_observation,WAIT,0.0,0.0,0.0,dio_10dk: Reife=maturation_quiet_observation; Verlauf=moment_quiet_observed; reward_sum=0.000000.,1
dio_143d,maturation_quiet_observation,1,159,moment_quiet_observed,moment_quiet_observed,moment_quiet_observed,multisensory_quiet_observation,WAIT,0.0,0.0,0.0,dio_143d: Reife=maturation_quiet_observation; Verlauf=moment_quiet_observed; reward_sum=0.000000.,1
dio_14xc,maturation_quiet_observation,1,161,moment_quiet_held,moment_quiet_held,moment_quiet_held,multisensory_quiet_hold,WAIT,0.0,0.0,0.0,dio_14xc: Reife=maturation_quiet_observation; Verlauf=moment_quiet_held; reward_sum=0.000000.,1
dio_1f9y,maturation_quiet_observation,1,159,moment_quiet_observed,moment_quiet_observed,moment_quiet_observed,multisensory_quiet_observation,WAIT,0.0,0.0,0.0,dio_1f9y: Reife=maturation_quiet_observation; Verlauf=moment_quiet_observed; reward_sum=0.000000.,1
dio_1m4n,maturation_quiet_observation,2,"159,161",moment_quiet_observed,moment_quiet_observed,moment_quiet_observed -> moment_quiet_observed,multisensory_quiet_observation -> multisensory_quiet_observation,WAIT -> WAIT,0.0,0.0,0.0,dio_1m4n: Reife=maturation_quiet_observation; Verlauf=moment_quiet_observed -> moment_quiet_observed; reward_sum=0.000000.,1
dio_1mym,maturation_quiet_observation,1,160,moment_quiet_held,moment_quiet_held,moment_quiet_held,multisensory_quiet_hold,WAIT,0.0,0.0,0.0,dio_1mym: Reife=maturation_quiet_observation; Verlauf=moment_quiet_held; reward_sum=0.000000.,1
dio_1d3r,maturation_negative_open,1,159,moment_open,moment_open,moment_open,multisensory_burdened_memory,LONG,-1.0,-1.0,-1.0,dio_1d3r: Reife=maturation_negative_open; Verlauf=moment_open; reward_sum=-1.000000.,1
