kinship_class,family_count,avg_similarity,same_action_count,same_outcome_count,families
open_to_open,5,0.942308729,1,1,"dio_02qu->dio_13u8,dio_0arw->dio_1d3r,dio_14xc->dio_143d,dio_1txv->dio_1c6b,dio_1vpi->dio_1m4n"
