passive_reife_rating_state,count,family_actions,event_reward_sum,avg_passive_reife_score,avg_multisensory_stability
passive_reife_carried_candidate,3,"dio_0arw:LONG,dio_1txv:SHORT,dio_1vpi:SHORT",18.0,0.844333,1.0
