inner_state,count,reward_sum,best_reward_sum,avg_reward,families,contact_qualities,avg_sehen_form_flow,spread_sehen_form_flow,avg_sehen_form_stability,spread_sehen_form_stability,avg_hoeren_energy_tone,spread_hoeren_energy_tone,avg_fuehlen_mcm_coherence,spread_fuehlen_mcm_coherence,avg_fuehlen_mcm_tension,spread_fuehlen_mcm_tension,passive_only
inner_carried,14,11.335684,13.409002,0.809692,"dio_0120,dio_0akd,dio_0arw,dio_0t0v,dio_1u7v","observed_potential,positive_real_contact",-0.028781,1.053543,0.142857,2.0,0.006414,0.209448,0.471882,1.215069,0.161438,0.280583,1
inner_open_observation,6,0.0,1.11294,0.0,"dio_02qu,dio_14xc",observed_potential,0.645538,0.530818,0.666667,1.0,0.024934,0.043168,0.793018,0.612087,0.315406,0.184878,1
inner_unfinished,2,0.0,1.258292,0.0,dio_00qb,observed_potential,0.402576,0.0,0.0,0.0,-0.078022,0.0,0.378154,0.0,0.299928,0.0,1
inner_cautious,4,-0.684966,0.569932,-0.171241,dio_1vpi,"negative_real_contact,observed_potential",0.742634,0.0,1.0,0.0,-0.052832,0.0,0.985207,0.0,0.348372,0.0,1
