inner_state,count,reward_sum,best_reward_sum,avg_reward,families,contact_qualities,avg_sehen_form_flow,spread_sehen_form_flow,avg_sehen_form_stability,spread_sehen_form_stability,avg_hoeren_energy_tone,spread_hoeren_energy_tone,avg_fuehlen_mcm_coherence,spread_fuehlen_mcm_coherence,avg_fuehlen_mcm_tension,spread_fuehlen_mcm_tension,passive_only
inner_carried,3,3.315905,3.315905,1.105302,"dio_0arw,dio_0t0v,dio_1u7v",positive_real_contact,-0.123789,0.49066,0.0,2.0,-0.019726,0.133275,0.387061,1.215069,0.14308,0.234707,1
inner_open_observation,1,0.0,0.094515,0.0,dio_14xc,observed_potential,0.822477,0.0,1.0,0.0,0.010545,0.0,0.997047,0.0,0.377032,0.0,1
inner_unfinished,2,0.0,0.771629,0.0,"dio_00qb,dio_1vpi",observed_potential,0.572605,0.340058,0.5,1.0,-0.065427,0.02519,0.681681,0.607053,0.32415,0.048444,1
