inner_state,contact_quality,world_count,worlds,count,reward_sum,best_reward_sum,avg_reward,families,contact_qualities,avg_sehen_form_flow,avg_sehen_form_stability,avg_hoeren_energy_tone,avg_fuehlen_mcm_coherence,avg_fuehlen_mcm_tension,world
inner_carried,,1,probe19_run153,3,3.315905,3.315905,1.105302,"dio_0arw,dio_0t0v,dio_1u7v",positive_real_contact,-0.123789,0.0,-0.019726,0.387061,0.14308,probe19_run153
inner_carried,,1,probe19_run154,3,3.315905,3.315905,1.105302,"dio_0arw,dio_0t0v,dio_1u7v",positive_real_contact,-0.123789,0.0,-0.019726,0.387061,0.14308,probe19_run154
inner_carried,,1,probe19_run155,3,3.315905,3.315905,1.105302,"dio_0arw,dio_0t0v,dio_1u7v",positive_real_contact,-0.123789,0.0,-0.019726,0.387061,0.14308,probe19_run155
inner_unfinished,,1,probe19_run153,2,0.0,0.771629,0.0,"dio_00qb,dio_1vpi",observed_potential,0.572605,0.5,-0.065427,0.681681,0.32415,probe19_run153
inner_open_observation,,1,probe19_run153,1,0.0,0.094515,0.0,dio_14xc,observed_potential,0.822477,1.0,0.010545,0.997047,0.377032,probe19_run153
inner_unfinished,,1,probe19_run154,2,0.0,0.771629,0.0,"dio_00qb,dio_1vpi",observed_potential,0.572605,0.5,-0.065427,0.681681,0.32415,probe19_run154
inner_open_observation,,1,probe19_run154,1,0.0,0.094515,0.0,dio_14xc,observed_potential,0.822477,1.0,0.010545,0.997047,0.377032,probe19_run154
inner_unfinished,,1,probe19_run155,2,0.0,0.771629,0.0,"dio_00qb,dio_1vpi",observed_potential,0.572605,0.5,-0.065427,0.681681,0.32415,probe19_run155
inner_open_observation,,1,probe19_run155,1,0.0,0.094515,0.0,dio_14xc,observed_potential,0.822477,1.0,0.010545,0.997047,0.377032,probe19_run155
