inner_maturity_seed,trace_count,source_count,sources,actions,families,avg_similarity,avg_mcm_similarity,real_reward_sum,passive_only
inner_trust_seed,2,2,"probe15,probe18","LONG,SHORT","dio_14xc:LONG,dio_173s:SHORT",0.806089188,0.83016225,6.0,1
