family,visible_stage_count,visible_stages,unique_text_island_count,text_island_sequence,first_score,last_score,score_delta_first_to_last,max_score,min_score,has_drift_phase,has_text_change,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_0ocv,2,H_REPRO|VARIANTE_I_weltkontakt,1,dio_text_1dmfjko -> dio_text_1dmfjko,0.206666667,0.206666667,0.0,0.206666667,0.206666667,False,False,True,False,False,False,False,False,False,False
dio_11vr,2,H_REPRO|VARIANTE_I_weltkontakt,1,dio_text_38zk5e -> dio_text_38zk5e,0.206666667,0.206666667,0.0,0.206666667,0.206666667,False,False,True,False,False,False,False,False,False,False
dio_1fck,1,H_REPRO,1,dio_text_se3c2x,0.206666667,0.206666667,0.0,0.206666667,0.206666667,False,False,True,False,False,False,False,False,False,False
