stability_label,family_count,row_count,reward_sum,event_reward_sum,families,binding_states
multisensory_stable_repeat,10,30,-6.0,-6.0,"dio_0c6o,dio_0rb2,dio_0vc8,dio_1g7l,dio_1jo7,dio_1k0r,dio_1q9b,dio_1qig,dio_1t73,dio_1w4m","multisensory_conflicted_burden,multisensory_quiet_observation"
