source_label,run,tick,symbol_family,action,observed_possible_action,trace_kind,outcome_event,potential_reward,real_reward,passive_only
probe15,dio_mini_lauf_168,1,dio_0cgn,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_168,2,dio_0x52,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_168,3,dio_1guc,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_168,4,dio_199c,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_168,5,dio_0u1i,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe15,dio_mini_lauf_168,10,dio_1pfo,WAIT,LONG,passive_wait_possible_action,NO_TRADE,0.045249,0.0,1
probe15,dio_mini_lauf_168,11,dio_1mx2,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_168,12,dio_173s,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_168,13,dio_1g18,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe15,dio_mini_lauf_168,18,dio_0gmg,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_169,1,dio_0cgn,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_169,2,dio_0x52,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_169,3,dio_1guc,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_169,4,dio_199c,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_169,5,dio_0u1i,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe15,dio_mini_lauf_169,10,dio_1pfo,WAIT,LONG,passive_wait_possible_action,NO_TRADE,0.045249,0.0,1
probe15,dio_mini_lauf_169,11,dio_1mx2,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_169,12,dio_173s,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_169,13,dio_1g18,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe15,dio_mini_lauf_169,18,dio_0gmg,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_170,1,dio_0cgn,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_170,2,dio_0x52,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_170,3,dio_1guc,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_170,4,dio_199c,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_170,5,dio_0u1i,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe15,dio_mini_lauf_170,10,dio_1pfo,WAIT,LONG,passive_wait_possible_action,NO_TRADE,0.045249,0.0,1
probe15,dio_mini_lauf_170,11,dio_1mx2,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_170,12,dio_173s,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_170,13,dio_1g18,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe15,dio_mini_lauf_170,18,dio_0gmg,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,1,dio_0cgn,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,2,dio_0fa9,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,3,dio_06bd,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,4,dio_0ojr,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,5,dio_04zi,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,6,dio_1qig,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,7,dio_0vc8,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,0.438144,0.0,1
probe16,dio_mini_lauf_168,8,dio_1g7l,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,9,dio_1k0r,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,10,dio_10kx,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,11,dio_1f4v,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,12,dio_1w4m,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,0.490798,0.0,1
probe16,dio_mini_lauf_168,13,dio_1vjg,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,14,dio_1t73,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,15,dio_1q9b,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,16,dio_0rb2,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_168,17,dio_1jo7,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,0.541401,0.0,1
probe16,dio_mini_lauf_168,18,dio_1w4m,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,1,dio_0cgn,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,2,dio_0fa9,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,3,dio_06bd,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,4,dio_0ojr,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,5,dio_04zi,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,6,dio_1qig,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,7,dio_0vc8,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,0.438144,0.0,1
probe16,dio_mini_lauf_169,8,dio_1g7l,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,9,dio_1k0r,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,10,dio_10kx,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,11,dio_1f4v,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,12,dio_1w4m,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,0.490798,0.0,1
probe16,dio_mini_lauf_169,13,dio_1vjg,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,14,dio_1t73,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,15,dio_1q9b,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,16,dio_0rb2,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_169,17,dio_1jo7,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,0.541401,0.0,1
probe16,dio_mini_lauf_169,18,dio_1w4m,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,1,dio_0cgn,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,2,dio_0fa9,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,3,dio_06bd,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,4,dio_0ojr,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,5,dio_04zi,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,6,dio_1qig,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,7,dio_0vc8,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,0.438144,0.0,1
probe16,dio_mini_lauf_170,8,dio_1g7l,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,9,dio_1k0r,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,10,dio_10kx,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,11,dio_1f4v,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,12,dio_1w4m,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,0.490798,0.0,1
probe16,dio_mini_lauf_170,13,dio_1vjg,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,14,dio_1t73,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,15,dio_1q9b,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,16,dio_0rb2,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe16,dio_mini_lauf_170,17,dio_1jo7,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,0.541401,0.0,1
probe16,dio_mini_lauf_170,18,dio_1w4m,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe18,dio_mini_lauf_168,1,dio_1txv,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe18,dio_mini_lauf_168,6,dio_0arw,LONG,,real_action_outcome,TP,1.0,1.0,1
probe18,dio_mini_lauf_168,11,dio_14xc,WAIT,LONG,passive_wait_possible_action,NO_TRADE,0.3125,0.0,1
probe18,dio_mini_lauf_168,12,dio_1vpi,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe18,dio_mini_lauf_168,17,dio_02qu,LONG,,real_action_outcome,TP,1.0,1.0,1
probe18,dio_mini_lauf_169,1,dio_1txv,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe18,dio_mini_lauf_169,6,dio_0arw,LONG,,real_action_outcome,TP,1.0,1.0,1
probe18,dio_mini_lauf_169,11,dio_14xc,WAIT,LONG,passive_wait_possible_action,NO_TRADE,0.3125,0.0,1
probe18,dio_mini_lauf_169,12,dio_1vpi,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe18,dio_mini_lauf_169,17,dio_02qu,LONG,,real_action_outcome,TP,1.0,1.0,1
probe18,dio_mini_lauf_170,1,dio_1txv,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe18,dio_mini_lauf_170,6,dio_0arw,LONG,,real_action_outcome,TP,1.0,1.0,1
probe18,dio_mini_lauf_170,11,dio_14xc,WAIT,LONG,passive_wait_possible_action,NO_TRADE,0.3125,0.0,1
probe18,dio_mini_lauf_170,12,dio_1vpi,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe18,dio_mini_lauf_170,17,dio_02qu,LONG,,real_action_outcome,TP,1.0,1.0,1
