kinship_class,family_count,avg_similarity,same_action_count,same_outcome_count,families
open_to_open,5,0.900228317,1,1,"dio_02qu->dio_173s,dio_0arw->dio_173s,dio_14xc->dio_0hd3,dio_1txv->dio_1rv1,dio_1vpi->dio_0hd3"
