contact_id,contact_lage_state,debug_root,runs,trades_total,reward_total,contact_reward_sum,direct_positive_action,observation_to_positive_action,held_observation,quiet_family,top_direct_action,top_observation_to_action
kontakt_sensorvarianz_probe12,bestaetigte_sensorvarianz,debug\dio_mini_sensor_relation_probe12_short_reife_varianz,4,11,6.776098,8.440308,2,0,7,0,"dio_14eb,dio_0szn",
